순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1148676763,유토피아정보기술(주)  [최종낙찰],안종섭,분석,65963600,87.747,88.031,-0.54064 (99.45936),14 11,2022/01/26 08:31:02,
2,2168107645,(주)한신기전통신,한후수,분석,65965480,87.75,88.033,-0.53778 (99.46222),13 11,2022/01/25 14:40:38,
3,1078746443,(주)라인테크놀로지,유현식,분석,65965926,87.75,88.034,-0.53711 (99.46289),14 3,2022/01/26 16:04:38,
4,2048174554,주식회사 창흥텔레콤,진경미,분석,65966000,87.75,88.034,-0.53699 (99.46301),2 9,2022/01/26 07:46:13,
5,1198174839,(주)선진솔루션,송성재,분석,65966520,87.751,88.035,-0.53620 (99.4638),11 9,2022/01/25 22:44:49,
6,7968600745,마스트아이엔씨 주식회사,전병호,분석,65967570,87.753,88.036,-0.53461 (99.46539),10 6,2022/01/25 10:46:45,
7,1138165967,주식회사 다솔이앤씨,김광순,분석,65968950,87.755,88.038,-0.53251 (99.46749),8 5,2022/01/26 11:34:35,
8,1198609084,주식회사 유니씨엔에스,박경임,분석,65969609,87.756,88.039,-0.53150 (99.4685),13 3,2022/01/25 13:35:23,
9,1198611746,(주)지트인,김재환,분석,65969610,87.756,88.039,-0.53150 (99.4685),10 13,2022/01/26 17:20:21,
10,1198650754,비젼전자통신 주식회사,홍성수,분석,65971287,87.758,88.041,-0.52895 (99.47105),11 4,2022/01/25 15:32:10,
11,1148711262,주식회사 제이제이에스티,김형중,분석,65972440,87.76,88.043,-0.52720 (99.4728),6 5,2022/01/25 15:13:36,
12,2178141893,주식회사대웅텔레콤,전진숙,분석,65973690,87.761,88.044,-0.52530 (99.4747),9 5,2022/01/25 10:00:52,
13,6188134896,주식회사 동신정보통신,임춘섭,분석,65974470,87.762,88.045,-0.52411 (99.47589),7 1,2022/01/25 12:08:21,
14,1058606899,이화티티씨(주),이선정,분석,65974670,87.763,88.046,-0.52381 (99.47619),5 3,2022/01/26 17:32:48,
15,1138183325,주식회사금강전력,오영선,분석,65975660,87.764,88.047,-0.52230 (99.4777),15 6,2022/01/26 15:42:02,
16,1138148366,주식회사 레이어스,조인선,분석,65977894,87.767,88.05,-0.51890 (99.4811),9 6,2022/01/25 13:54:02,
17,1078197085,(주)코어넷,소흥섭,분석,65978220,87.768,88.05,-0.51841 (99.48159),6 2,2022/01/26 10:56:03,
18,2298134599,(주)시에나텔레콤,임종태,분석,65979600,87.77,88.052,-0.51631 (99.48369),3 2,2022/01/26 09:55:11,
19,6768601611,주식회사 루트웰,노덕권,분석,65981180,87.772,88.054,-0.51391 (99.48609),1 3,2022/01/27 09:07:56,
20,2018188632,주식회사 라코스시스템,양규환,분석,65984240,87.776,88.058,-0.50925 (99.49075),15 5,2022/01/25 11:06:43,
21,1088165228,(주)콤텍피엔씨,송기영,분석,65984270,87.776,88.058,-0.50921 (99.49079),5 10,2022/01/25 10:09:01,
22,1078677070,씨지에스아이티(주),최규식,분석,65985187,87.778,88.06,-0.50781 (99.49219),8 6,2022/01/26 15:01:13,
23,2158687767,(주)에스앤디비즈,정성호,분석,65988000,87.782,88.063,-0.50353 (99.49647),8 9,2022/01/25 21:00:14,
24,1168135502,(주)비엠더코리아,구진회,분석,65988677,87.783,88.064,-0.50250 (99.4975),15 14,2022/01/26 22:22:08,
25,2148798098,주식회사 에이스뷰테크,김종오,분석,65991500,87.787,88.068,-0.49821 (99.50179),7 11,2022/01/25 11:26:15,
26,1188111165,주식회사 세원이엔피디,이왕종,분석,65994200,87.791,88.072,-0.49410 (99.5059),1 12,2022/01/25 15:22:10,
27,1068619820,주식회사유엔콘트롤,남성모,분석,65998000,87.796,88.077,-0.48832 (99.51168),13 2,2022/01/26 14:38:26,
