,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,2068184529,(주)네오티엔씨  [최종낙찰],조정현,분석,46183200,87.745,87.734,-0.01249 (99.98751),2 11,2024/08/13 13:39:08,
1,2,1138156089,코아아이앤씨(주),김현모,분석,46183520,87.745,87.734,-0.01180 (99.9882),9 14,2024/08/13 09:13:33,
2,3,1108139892,(주)이화텔레콤,윤영배,분석,46184320,87.747,87.736,-0.01007 (99.98993),9 1,2024/08/12 10:20:11,
3,4,1848801998,주식회사 기어,강호왕,분석,46184350,87.747,87.736,-0.01000 (99.99),7 3,2024/08/13 18:56:58,
4,5,1088159691,(주)다우텔레콤,이영순,분석,46185089,87.748,87.737,-0.00840 (99.9916),3 1,2024/08/13 20:51:29,
5,6,1208762238,(주)컴스정보기술,김응관,분석,46185180,87.749,87.737,-0.00821 (99.99179),6 2,2024/08/13 10:07:18,
6,7,2108124739,(주)한성기술개발,서창식,분석,46187784,87.754,87.742,-0.00257 (99.99743),12 15,2024/08/13 18:55:28,
7,8,1078143707,(주)신창전기,홍성수,분석,46188323,87.755,87.743,-0.00140 (99.9986),9 8,2024/08/14 09:12:37,
8,9,1148633857,에스엠이엔지(주),이관휴,분석,46189892,87.758,87.746,0.00200 (100.002),8 4,2024/08/12 15:13:03,
9,10,1108155382,(주)굿채널시스템,백홍현,분석,46190260,87.758,87.747,0.00279 (100.00279),5 8,2024/08/12 11:43:59,
10,11,2148711728,에이에이씨케이(주),주수양,분석,46190300,87.758,87.747,0.00288 (100.00288),7 5,2024/08/12 13:42:27,
11,12,2148811443,(주)우신지엘에스,문경종,분석,46191640,87.761,87.75,0.00578 (100.00578),5 8,2024/08/13 20:50:20,
12,13,2048620126,(주)상부사종합건설,이상만,분석,46191818,87.761,87.75,0.00617 (100.00617),7 3,2024/08/14 07:27:14,
13,14,1048610901,이룸유비쿼터스주식회사,김승규,분석,46192294,87.762,87.751,0.00720 (100.0072),14 1,2024/08/13 09:38:23,
14,15,1098176150,주식회사 하이큐스,최상호,분석,46193000,87.763,87.752,0.00872 (100.00872),1 8,2024/08/12 11:03:17,
15,16,1128139637,(주)씨엘에이에스,윤호중,분석,46194511,87.766,87.755,0.01200 (100.012),15 14,2024/08/13 16:04:16,
16,17,1078140904,대월기전(주),김승연,분석,46196590,87.77,87.759,0.01650 (100.0165),13 12,2024/08/13 15:33:20,
17,18,2128196243,신광씨앤티 주식회사,박광선,분석,46197280,87.772,87.76,0.01799 (100.01799),3 1,2024/08/12 11:12:12,
18,19,1138163218,(주)신성하이텍,성성모,분석,46197580,87.772,87.761,0.01864 (100.01864),15 11,2024/08/13 17:40:49,
19,20,1298126260,현대아이티에스전자(주),정영자,분석,46198147,87.773,87.762,0.01987 (100.01987),1 4,2024/08/12 11:15:33,
20,21,6768601611,주식회사 루트웰,노덕권,분석,46198500,87.774,87.763,0.02063 (100.02063),3 9,2024/08/13 08:56:08,
21,22,2130249995,에스에스브이,박정선,분석,46198667,87.774,87.763,0.02099 (100.02099),2 5,2024/08/13 14:46:53,
22,23,1138636870,주식회사 나우시스템,이종한,분석,46198760,87.774,87.763,0.02119 (100.02119),3 1,2024/08/13 09:16:04,
23,24,2148891087,세경네트웍스 주식회사,장중석,분석,46199130,87.775,87.764,0.02200 (100.022),6 12,2024/08/12 13:44:32,
24,25,2048182831,주식회사 세명에스엠지,장병철,분석,46199500,87.776,87.765,0.02280 (100.0228),4 6,2024/08/14 09:28:48,
25,26,2108164712,주식회사 데스카,조혜연,분석,46200100,87.777,87.766,0.02410 (100.0241),6 4,2024/08/13 09:33:06,
26,27,2068153517,뉴텔레콤(주),김을선,분석,46200190,87.777,87.766,0.02429 (100.02429),2 8,2024/08/14 08:56:05,
27,28,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,46200470,87.778,87.766,0.02490 (100.0249),2 8,2024/08/13 08:55:46,
28,29,1138163917,백두전기통신(주),장철,분석,46200515,87.778,87.766,0.02499 (100.02499),8 5,2024/08/12 23:08:24,
29,30,1058777047,(주)텔레큐브,정영신,분석,46200650,87.778,87.767,0.02529 (100.02529),2 11,2024/08/13 16:49:34,
30,31,1108185057,(주)제이에스넷시스템,이상철,분석,46200900,87.779,87.767,0.02583 (100.02583),11 13,2024/08/13 08:38:29,
31,32,1078642265,텔레플러스주식회사,황은성,분석,46201186,87.779,87.768,0.02645 (100.02645),4 11,2024/08/12 10:23:55,
32,33,1188114764,(주)세빛전자통신,이상호,분석,46201580,87.78,87.768,0.02730 (100.0273),15 2,2024/08/12 10:13:55,
