,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1138175034,(주)윈플러스정보기술  [최종낙찰],정재원,분석,11478500,87.746,87.689,-0.06374 (99.93626),2 11,2024/02/14 17:45:19,
1,2,6318800044,화인씨엔이 주식회사,김영심,분석,11478790,87.749,87.691,-0.06122 (99.93878),5 7,2024/02/14 13:14:14,
2,3,2208742003,신영에스아이 (주),박형근,분석,11479100,87.751,87.693,-0.05852 (99.94148),15 2,2024/02/13 16:51:46,
3,4,1848801998,주식회사 기어,강호왕,분석,11479642,87.755,87.697,-0.05380 (99.9462),4 3,2024/02/13 09:26:35,
4,5,2108149521,주식회사 구일일무인경비시스템,박종철,분석,11479800,87.756,87.699,-0.05242 (99.94758),14 10,2024/02/15 09:34:10,
5,6,8418600934,주식회사 디토시스,이민용,분석,11479870,87.757,87.699,-0.05181 (99.94819),12 10,2024/02/13 14:27:56,
6,7,2648127825,주식회사 제이원아이티시스템,이준호,분석,11480050,87.758,87.7,-0.05025 (99.94975),15 12,2024/02/14 17:10:18,
7,8,1148188624,주식회사 케이씨에이,문대원,분석,11480158,87.759,87.701,-0.04930 (99.9507),9 2,2024/02/08 14:26:21,
8,9,2178141893,주식회사대웅텔레콤,전진숙,분석,11480581,87.762,87.704,-0.04562 (99.95438),13 1,2024/02/14 12:08:21,
9,10,1118129252,광원전설(주),김영선,분석,11480780,87.764,87.706,-0.04389 (99.95611),11 15,2024/02/15 09:44:46,
10,11,2120549052,태성통신,최재석,분석,11480996,87.765,87.708,-0.04201 (99.95799),12 8,2024/02/14 06:05:03,
11,12,1198123174,주식회사 도래정보시스템,이은숙,분석,11481200,87.767,87.709,-0.04023 (99.95977),12 4,2024/02/14 09:33:47,
12,13,1200295066,비젼텔레콤,임의석,분석,11481300,87.768,87.71,-0.03936 (99.96064),10 11,2024/02/15 07:40:32,
13,14,1138655784,주식회사 유씨큐넷,김경,분석,11481467,87.769,87.711,-0.03791 (99.96209),7 10,2024/02/08 12:55:24,
14,15,1068641109,주식회사 피앤지텍,조홍길,분석,11481500,87.769,87.711,-0.03762 (99.96238),4 15,2024/02/15 08:46:24,
15,16,1058718276,에이원게이트 주식회사,이옥경,분석,11482000,87.773,87.715,-0.03327 (99.96673),12 14,2024/02/15 09:41:07,
16,17,1198623733,주식회사 케이비티정보통신,유후군,분석,11482300,87.775,87.718,-0.03066 (99.96934),13 2,2024/02/13 10:09:46,
17,18,1078688354,(주)혜인에스앤에스,유순희,분석,11482878,87.78,87.722,-0.02562 (99.97438),8 3,2024/02/14 11:09:57,
18,19,2048160050,(주)신화데이타,최용준,분석,11483100,87.782,87.724,-0.02369 (99.97631),4 2,2024/02/12 13:37:28,
19,20,2048620126,(주)상부사종합건설,이상만,분석,11483151,87.782,87.724,-0.02325 (99.97675),13 7,2024/02/14 23:06:37,
20,21,1138157962,(주)하이눈정보통신,박종우,분석,11484330,87.791,87.733,-0.01298 (99.98702),15 14,2024/02/14 10:05:35,
21,22,2098133747,(주)한국에스알테크,이재호,분석,11484500,87.792,87.734,-0.01150 (99.9885),1 12,2024/02/14 11:00:42,
22,23,2148781807,(주)창리정보통신,정종호,분석,11484708,87.794,87.736,-0.00969 (99.99031),14 8,2024/02/15 09:40:53,
23,24,3388801483,주식회사 에버그린티앤씨,최재완,분석,11485300,87.798,87.741,-0.00454 (99.99546),1 6,2024/02/13 09:51:57,
24,25,1078642265,텔레플러스주식회사,황은성,분석,11485635,87.801,87.743,-0.00162 (99.99838),9 12,2024/02/14 10:14:42,
25,26,2048626080,주식회사 엘제이이엔지,임성희,분석,11485770,87.802,87.744,-0.00044 (99.99956),9 11,2024/02/08 13:40:32,
26,27,2098139213,(주)뉴타운전력,박형우,분석,11485821,87.802,87.745,0.00000 (100),6 2,2024/02/14 23:12:10,
27,28,1088159691,(주)다우텔레콤,이영순,분석,11485845,87.803,87.745,0.00021 (100.00021),15 6,2024/02/14 21:54:07,
28,29,1198656229,주식회사 경진네트워크,김응환,분석,11485880,87.803,87.745,0.00051 (100.00051),13 6,2024/02/13 18:51:12,
29,30,1138618417,(주)씨에스플러스,장준영,분석,11485936,87.803,87.745,0.00100 (100.001),10 8,2024/02/14 08:15:04,
30,31,1178169252,엠에스온(주),이경미,분석,11486349,87.806,87.749,0.00460 (100.0046),7 15,2024/02/13 09:00:15,
31,32,1078143707,(주)신창전기,홍성수,분석,11486470,87.807,87.749,0.00565 (100.00565),9 10,2024/02/15 09:27:32,
32,33,2208788125,다인스 주식회사,권향옥,분석,11486600,87.808,87.75,0.00678 (100.00678),6 4,2024/02/15 08:50:24,
33,34,1088153848,(주)신지전설,황경옥,분석,11487211,87.813,87.755,0.01210 (100.0121),5 9,2024/02/15 09:19:40,
34,35,1138668654,주식회사코리아아이씨티,장규호,분석,11487510,87.815,87.757,0.01470 (100.0147),11 9,2024/02/14 06:06:30,
35,36,7998800243,주식회사 비티엘정보통신,최성진,분석,11487650,87.816,87.758,0.01592 (100.01592),10 14,2024/02/14 09:34:10,
36,37,2198124769,주식회사 성문엔지니어링,김선호,분석,11487800,87.817,87.76,0.01723 (100.01723),11 5,2024/02/08 12:29:40,
37,38,8978600790,로봇앤컴 주식회사,이경일,분석,11487970,87.819,87.761,0.01871 (100.01871),1 13,2024/02/13 11:24:42,
