,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1298126260,현대아이티에스전자(주)  [최종낙찰],정영자,분석,375582199,65.0,87.746,88.632,0.01987 (100.01987),1 4,2024/09/27 07:47:50,
1,2,2038158134,(주)두전네트,손광현,분석,375584727,65.0,87.747,88.633,0.02055 (100.02055),7 6,2024/09/25 22:43:18,
2,3,1098143872,보은전자방송통신(주),우영섭,분석,375593000,65.0,87.749,88.635,0.02277 (100.02277),2 4,2024/09/25 10:04:02,
3,4,1058746506,(주)파워일렉,박웅,분석,375598530,65.0,87.75,88.636,0.02426 (100.02426),12 9,2024/09/27 09:33:24,
4,5,2188101953,주식회사 비츠로시스,이기재,분석,375600530,65.0,87.751,88.637,0.02480 (100.0248),6 15,2024/09/25 10:05:09,
5,6,1058221062,사단법인 대한장애인복지협회,박재환,분석,375611320,65.0,87.754,88.639,0.02770 (100.0277),15 12,2024/09/25 14:26:18,
6,7,8038600460,주식회사 파르이앤씨,김종훈,분석,375611684,65.0,87.754,88.639,0.02780 (100.0278),9 4,2024/09/27 08:28:02,
7,8,1058659488,(주)솔텍시스템,문병선,분석,375619865,65.2,87.756,88.641,0.03000 (100.03),14 15,2024/09/26 07:41:59,
8,9,1198153514,다린전력(주),오승한,분석,375627300,65.2,87.758,88.643,0.03200 (100.032),15 14,2024/09/27 09:09:55,
9,10,1068687634,(주)엠폴,송승찬,분석,375631400,65.2,87.759,88.644,0.03310 (100.0331),10 14,2024/09/25 10:32:57,
10,11,1288138083,주식회사 유앤후레쉬,우재명,분석,375632320,65.2,87.759,88.644,0.03335 (100.03335),7 5,2024/09/26 20:38:51,
11,12,2048189682,세왕전력(주),안성호,분석,375633807,65.2,87.759,88.645,0.03375 (100.03375),6 10,2024/09/27 09:35:27,
12,13,1068150525,주식회사 캐스트윈,김낙희,분석,375645000,65.2,87.762,88.647,0.03676 (100.03676),7 1,2024/09/25 17:26:40,
13,14,2208869047,양지전기 주식회사,박승연,분석,375647380,65.2,87.763,88.648,0.03740 (100.0374),3 11,2024/09/25 11:27:27,
14,15,1148680379,주식회사 다경시스템,김대원,분석,375649238,65.2,87.763,88.648,0.03790 (100.0379),7 1,2024/09/25 12:56:57,
15,16,1078724454,정일씨엔아이(주),유지봉,분석,375655500,65.4,87.765,88.65,0.03958 (100.03958),3 6,2024/09/26 08:58:45,
16,17,1068641109,주식회사 피앤지텍,조홍길,분석,375662500,65.4,87.767,88.651,0.04146 (100.04146),9 13,2024/09/26 17:08:38,
17,18,1108131570,(주)조은시스템,김창윤,분석,375665600,65.4,87.767,88.652,0.04230 (100.0423),10 2,2024/09/25 13:35:44,
18,19,6618702691,(주)대창일렉스,송효양,분석,375669316,65.4,87.768,88.653,0.04330 (100.0433),8 9,2024/09/27 08:41:05,
19,20,8958700597,주식회사 아이티앤에스,김세영,분석,375673034,65.4,87.769,88.654,0.04430 (100.0443),15 6,2024/09/25 19:57:05,
20,21,2040371641,한서전자,김영옥,분석,375683816,65.4,87.772,88.656,0.04719 (100.04719),2 8,2024/09/25 10:09:58,
21,22,2158686429,주식회사 비엔솔루트,김진형,분석,375685351,65.4,87.772,88.657,0.04761 (100.04761),10 5,2024/09/27 08:18:11,
22,23,2098121862,거우전설주식회사,김영훈,분석,375688260,65.4,87.773,88.657,0.04839 (100.04839),10 3,2024/09/26 13:20:34,
23,24,7478702262,주식회사테크윤,구연희,분석,375693456,65.6,87.775,88.659,0.04979 (100.04979),6 11,2024/09/26 09:02:16,
24,25,1138635212,(주)아이제이일렉트론,김도형,분석,375693480,65.6,87.775,88.659,0.04979 (100.04979),8 2,2024/09/26 15:18:06,
25,26,2188103742,피에스텍(주),황재용,분석,375702781,65.6,87.777,88.661,0.05230 (100.0523),12 14,2024/09/25 14:27:04,
26,27,1288618438,주식회사 엔지스웨이,최영재,분석,375710215,65.6,87.779,88.663,0.05429 (100.05429),12 14,2024/09/25 15:18:22,
27,28,1068632013,하나씨앤아이 주식회사,김용주,분석,375717280,65.6,87.781,88.664,0.05619 (100.05619),6 11,2024/09/25 15:47:59,
28,29,1058192352,한아름정보통신(주),손경선,분석,375717960,65.6,87.781,88.665,0.05638 (100.05638),11 10,2024/09/25 13:20:16,
29,30,1138143793,(주)오라시스템,김동화,분석,375729170,65.6,87.784,88.667,0.05939 (100.05939),7 3,2024/09/27 09:05:40,
30,31,1078140904,대월기전(주),김승연,분석,375731120,65.6,87.784,88.668,0.05992 (100.05992),1 7,2024/09/25 10:08:39,
31,32,2208143387,(주)글로벌텔레콤,서승현,분석,375739000,65.8,87.786,88.669,0.06204 (100.06204),11 9,2024/09/26 17:49:15,
32,33,1138683636,주식회사 온택,허윤훈,분석,375739200,65.8,87.786,88.67,0.06209 (100.06209),15 1,2024/09/25 10:26:26,
33,34,2158620617,미디어텔레콤(주),김용대,분석,375739841,65.8,87.786,88.67,0.06226 (100.06226),12 8,2024/09/25 10:48:28,
34,35,2208660663,주식회사 데이타렉스,김정국,분석,375744700,65.8,87.788,88.671,0.06357 (100.06357),5 3,2024/09/25 15:23:47,
35,36,1078731896,(주)비시텍코리아,임헌욱,분석,375744790,65.8,87.788,88.671,0.06359 (100.06359),6 2,2024/09/25 23:53:23,
36,37,2158119769,주식회사 남일기업,이범석,분석,375746740,65.8,87.788,88.671,0.06412 (100.06412),3 11,2024/09/26 09:06:28,
37,38,2208804175,주식회사 예준시스템,유명인,분석,375747397,65.8,87.788,88.671,0.06429 (100.06429),8 12,2024/09/25 14:47:17,
38,39,2188114856,서교정보통신(주),김기설,분석,375747680,65.8,87.788,88.672,0.06437 (100.06437),11 7,2024/09/26 21:02:55,
39,40,2068193673,지에스네트웍스(주),임동배,분석,375751100,65.8,87.789,88.672,0.06529 (100.06529),9 7,2024/09/25 10:10:47,
40,41,1098155422,창공정보통신 주식회사,김배명,분석,375764500,65.8,87.793,88.675,0.06889 (100.06889),5 7,2024/09/25 10:01:07,
41,42,1208163439,(주)아이엘에스씨,이병준,분석,375765802,65.8,87.793,88.676,0.06924 (100.06924),6 14,2024/09/27 07:19:09,
42,43,2128196243,신광씨앤티 주식회사,박광선,분석,375767850,65.8,87.793,88.676,0.06980 (100.0698),11 1,2024/09/25 12:34:08,
43,44,1018148698,(주)석산텔레콤,박봉환,분석,375777140,66.0,87.796,88.678,0.07229 (100.07229),10 15,2024/09/27 09:37:13,
44,45,1078746443,(주)라인테크놀로지,유현식,분석,375778854,66.0,87.796,88.679,0.07276 (100.07276),11 7,2024/09/25 17:06:06,
45,46,1138611622,(주)이담에스티,최명순,분석,375780500,66.0,87.797,88.679,0.07320 (100.0732),4 8,2024/09/25 15:06:43,
46,47,2118606665,주식회사 아라랏,황지홍,분석,375781036,66.0,87.797,88.679,0.07334 (100.07334),10 6,2024/09/26 22:23:51,
47,48,7688802698,주식회사 티앤씨넷코리아,신동준,분석,375781412,66.0,87.797,88.679,0.07344 (100.07344),12 11,2024/09/25 12:12:50,
