,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,5258602705,(주)세화 텔링크  [최종낙찰],이옥임,분석,33636526.0,87.745,88.885,0.46335 (100.46335),14 7,2024/09/20 17:18:11,
1,2,1058179892,(주)지에스컴,김형호,분석,33636906.0,87.746,88.886,0.46450 (100.4645),13 11,2024/09/20 09:56:19,
2,3,2148669602,(주)우호텔레콤,이강록,분석,33638030.0,87.75,88.889,0.46788 (100.46788),11 7,2024/09/19 11:06:30,
3,4,1048142446,주식회사 디에스 이앤티,양종만,분석,33638430.0,87.751,88.89,0.46909 (100.46909),1 10,2024/09/23 09:18:32,
4,5,2088115955,대건통신건설(주),양승범,분석,33642590.0,87.762,88.901,0.48161 (100.48161),8 10,2024/09/20 15:52:04,
5,6,1148676763,유토피아정보기술(주),안종섭,분석,33644212.0,87.767,88.905,0.48650 (100.4865),8 6,2024/09/20 08:11:44,
6,7,2158171649,(주)삼삼통신기술,이성오,분석,33644400.0,87.767,88.906,0.48707 (100.48707),7 3,2024/09/19 09:06:59,
7,8,1078646179,(주)가이드삼정,문용만,분석,33646138.0,87.772,88.91,0.49230 (100.4923),4 13,2024/09/19 11:59:24,
8,9,1068687634,(주)엠폴,송승찬,분석,33647200.0,87.775,88.913,0.49550 (100.4955),15 3,2024/09/13 14:23:02,
9,10,2138176895,주식회사 코젠,윤영근,분석,33647800.0,87.777,88.915,0.49730 (100.4973),9 13,2024/09/19 15:07:16,
10,11,2208680918,(주)엠디엠알,이재원,분석,33649457.0,87.782,88.919,0.50229 (100.50229),7 15,2024/09/20 09:16:05,
11,12,2208798467,주식회사 태산이에이지,최홍석,분석,33649591.0,87.782,88.919,0.50270 (100.5027),6 9,2024/09/19 14:13:22,
12,13,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,33650421.0,87.784,88.922,0.50520 (100.5052),2 14,2024/09/20 17:02:15,
13,14,4098163161,(주)동우커뮤니케이션,송준성,분석,33652260.0,87.789,88.926,0.51074 (100.51074),1 9,2024/09/19 10:09:47,
14,15,8608100283,주식회사 테크인스,전재현,분석,33653840.0,87.794,88.931,0.51549 (100.51549),2 9,2024/09/19 09:55:25,
15,16,1198649126,태광에스엠주식회사,전현용,분석,33655002.0,87.797,88.934,0.51899 (100.51899),14 11,2024/09/23 08:14:11,
16,17,1128138147,주식회사 장광,황윤식,분석,33655110.0,87.797,88.934,0.51932 (100.51932),12 8,2024/09/20 17:24:08,
