순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1068641638,(주)매트릭스미디어,김진성,분석,153253796.0,87.745,88.513,0.01763 (100.01763),,2021/05/21 09:59:16,
2,2028104237,대선이엔씨(주),최승재,분석,153254291.0,87.746,88.513,0.01796 (100.01796),,2021/05/20 14:46:15,
3,2148122183,(주)하나전기,김선식,분석,153259965.0,87.749,88.516,0.02169 (100.02169),,2021/05/21 09:44:05,
4,1148683959,제이엔에스텍주식회사,안종기,분석,153263320.0,87.751,88.518,0.02390 (100.0239),,2021/05/20 15:14:07,
5,1138694303,향원전자통신 주식회사,이진영,분석,153264900.0,87.752,88.519,0.02494 (100.02494),,2021/05/17 18:40:25,
6,2188117964,(주)투윈스컴,박성하,분석,153264980.0,87.752,88.519,0.02500 (100.025),,2021/05/20 06:57:58,
7,2098119463,(주)두레정보통신,김시영,분석,153266940.0,87.753,88.52,0.02629 (100.02629),,2021/05/18 14:47:22,
8,1198618088,주식회사 하이넷 네트웍스,김동순,분석,153272120.0,87.757,88.523,0.02970 (100.0297),,2021/05/20 10:53:24,
9,1068136902,대일전기산업(주),임태원,분석,153277430.0,87.76,88.526,0.03319 (100.03319),,2021/05/20 15:36:33,
10,1108155382,(주)굿채널시스템,백홍현,분석,153282000.0,87.763,88.529,0.03620 (100.0362),,2021/05/20 09:17:06,
11,1068641109,주식회사 피앤지텍,조홍길,분석,153286950.0,87.766,88.532,0.03946 (100.03946),,2021/05/18 09:22:10,
12,1058680303,주식회사 제이엔디케이,이재식,분석,153289500.0,87.767,88.533,0.04114 (100.04114),,2021/05/18 15:28:39,
13,2158138510,신신이앤씨주식회사,하대청,분석,153289773.0,87.767,88.534,0.04132 (100.04132),,2021/05/18 09:00:24,
14,1058792785,주식회사 신석,김민경,분석,153302500.0,87.775,88.541,0.04969 (100.04969),,2021/05/18 09:46:16,
15,1138640850,주식회사 우솔네트웍스,유상열,분석,153306800.0,87.778,88.543,0.05252 (100.05252),,2021/05/18 10:03:42,
16,1248691271,주식회사 티팩토리,최형석,분석,153307214.0,87.778,88.544,0.05280 (100.0528),,2021/05/18 07:37:24,
17,1068188579,(주)키월드정보통신,김영범,분석,153309600.0,87.78,88.545,0.05437 (100.05437),,2021/05/20 13:01:51,
18,1088179135,주왕전기통신(주),권이길,분석,153311020.0,87.781,88.546,0.05530 (100.0553),,2021/05/20 07:59:48,
19,1018700532,주식회사 우리통신,박현준,분석,153323100.0,87.788,88.553,0.06325 (100.06325),,2021/05/14 17:09:00,
20,1128143733,공간미디어(주),김명숙,분석,153323425.0,87.788,88.553,0.06347 (100.06347),,2021/05/21 08:03:32,
21,1198616251,주식회사 누리인프라,정성우,분석,153324800.0,87.789,88.554,0.06437 (100.06437),,2021/05/18 18:18:43,
22,1138175034,(주)윈플러스정보기술,정재원,분석,153337568.0,87.797,88.561,0.07278 (100.07278),,2021/05/21 09:18:33,
23,5298100062,주식회사 알에프코리아,신현성,분석,153338662.0,87.798,88.562,0.07350 (100.0735),,2021/05/20 09:28:22,
24,1198184278,주식회사엠디네트워크,이재현,분석,153340106.0,87.798,88.563,0.07445 (100.07445),,2021/05/17 11:41:13,
25,1098166803,(주)아이앤씨파트너스,곽준철,분석,153341860.0,87.8,88.564,0.07560 (100.0756),,2021/05/20 10:44:52,
26,2158168275,천마정보통신(주),황범만,분석,153342000.0,87.8,88.564,0.07569 (100.07569),,2021/05/17 22:51:20,
27,1018178116,(주)오경컴텍,김종근,분석,153348080.0,87.803,88.567,0.07969 (100.07969),,2021/05/20 11:08:33,
28,2138800230,주식회사 성민전기통신,홍종애,분석,153350664.0,87.805,88.569,0.08140 (100.0814),,2021/05/20 09:24:42,
29,2148777322,주식회사 보림프러스,김병관,분석,153351576.0,87.805,88.569,0.08200 (100.082),,2021/05/20 15:24:42,
30,2488101162,주식회사 코업컴퍼니,이철재,분석,153352856.0,87.806,88.57,0.08284 (100.08284),,2021/05/17 16:27:36,
31,2148705513,주식회사 케이이에스 전기공사,강성진,분석,153360995.0,87.811,88.575,0.08820 (100.0882),,2021/05/20 08:40:52,
32,1058162163,주식회사대한종합산전,이섭,분석,153361000.0,87.811,88.575,0.08820 (100.0882),,2021/05/18 08:57:56,
33,1048800071,주식회사 대광사업단,박선희,분석,153364100.0,87.813,88.576,0.09024 (100.09024),,2021/05/18 21:34:16,
34,5088137937,(주)벨류데이터,이선미,분석,153367225.0,87.815,88.578,0.09230 (100.0923),,2021/05/20 18:37:25,
35,2068125404,(주)대경인트라넷,이강열,분석,153373149.0,87.819,88.582,0.09620 (100.0962),,2021/05/20 17:52:44,
36,5828800285,주식회사 본정보,김명호,분석,153375885.0,87.82,88.583,0.09800 (100.098),,2021/05/20 13:22:06,
37,1138175669,(주)용상전기통신,권혁기,분석,153382570.0,87.825,88.587,0.10240 (100.1024),,2021/05/20 08:20:16,
38,2148759208,(주)로드반,김형준,분석,153383000.0,87.825,88.587,0.10268 (100.10268),,2021/05/14 14:23:10,
39,2298109203,(주)테스콤엔지니어링,박영복,분석,153384400.0,87.826,88.588,0.10360 (100.1036),,2021/05/20 09:21:32,
40,1428168147,주식회사 다옴건설,이창석,분석,153385600.0,87.826,88.589,0.10439 (100.10439),,2021/05/20 16:22:33,
41,2298119166,(주)삼영기업,금동흠,분석,153389930.0,87.829,88.591,0.10724 (100.10724),,2021/05/20 16:32:50,
42,2188114856,서교정보통신(주),김기설,분석,153390400.0,87.829,88.592,0.10755 (100.10755),,2021/05/17 20:09:23,
43,2068682619,주식회사 엠플러스통신,신동수,분석,153393660.0,87.831,88.594,0.10970 (100.1097),,2021/05/18 13:59:48,
44,1068150525,주식회사 캐스트윈,김낙희,분석,153394022.0,87.832,88.594,0.10993 (100.10993),,2021/05/20 15:13:25,
45,1078731896,(주)비시텍코리아,임헌욱,분석,153396800.0,87.833,88.595,0.11176 (100.11176),,2021/05/18 17:09:03,
46,1098643839,주식회사 케이비정보통신,지인현,분석,153397608.0,87.834,88.596,0.11229 (100.11229),,2021/05/20 14:21:33,
47,2148883836,주식회사 포엠넷,전영진,분석,153398107.0,87.834,88.596,0.11262 (100.11262),,2021/05/17 09:25:07,
48,1098153822,서울텔엔지니어링(주),정영철,분석,153405600.0,87.839,88.6,0.11756 (100.11756),,2021/05/20 17:00:59,
49,2018603701,소성정보기술 (주),김금남,분석,153405720.0,87.839,88.6,0.11763 (100.11763),,2021/05/20 09:00:49,
50,2118774990,(주)제이에프텍,김중규,분석,153411100.0,87.842,88.604,0.12118 (100.12118),,2021/05/18 12:07:26,
51,1058814068,주식회사 한강통신건설,최문봉,분석,153412000.0,87.843,88.604,0.12177 (100.12177),,2021/05/18 14:01:33,
52,1188116568,후지쯔코리아테크놀러지 주식회사,백종도,분석,153418575.0,87.847,88.608,0.12610 (100.1261),,2021/05/18 10:50:51,
53,2208727579,유환아이텍 주식회사,유창수,분석,153419030.0,87.847,88.608,0.12640 (100.1264),,2021/05/21 09:51:40,
54,2158691790,에이브이에스텍(주),박주영,분석,153420700.0,87.848,88.609,0.12749 (100.12749),,2021/05/18 18:02:31,
55,2178145434,주식회사 한양전자피에이,여동도,분석,153420800.0,87.848,88.609,0.12756 (100.12756),,2021/05/18 17:09:11,
56,1198611746,(주)지트인,김재환,분석,153421310.0,87.848,88.61,0.12790 (100.1279),,2021/05/18 13:29:42,
57,2148781807,(주)창리정보통신,정종호,분석,153423891.0,87.85,88.611,0.12960 (100.1296),,2021/05/21 09:17:48,
58,1138632307,(주)인투에스,남기융,분석,153425562.0,87.851,88.612,0.13069 (100.13069),,2021/05/18 14:47:21,
59,2148710582,모던웨이브(주),원회광,분석,153425715.0,87.851,88.612,0.13080 (100.1308),,2021/05/17 09:43:05,
60,2158168163,블루엔이(주),정홍채,분석,153427200.0,87.852,88.613,0.13177 (100.13177),,2021/05/17 15:41:10,
61,1188119624,탑정보통신(주),오영권,분석,153429664.0,87.854,88.614,0.13339 (100.13339),,2021/05/18 15:43:56,
62,1013672771,전일통신,반석현,분석,153430880.0,87.854,88.615,0.13420 (100.1342),,2021/05/17 19:55:43,
63,2098161262,주식회사 아이에스인텍,황관홍,분석,153431270.0,87.855,88.615,0.13445 (100.13445),,2021/05/20 14:18:55,
64,1148608950,(주)알티솔루션,허병회,분석,153436000.0,87.857,88.618,0.13757 (100.13757),,2021/05/20 10:09:58,
65,1098613335,주식회사 스마트씨앤아이,임요웅,분석,153437410.0,87.858,88.619,0.13849 (100.13849),,2021/05/20 15:32:42,
66,1074968483,국제정보통신,조광자,분석,153439578.0,87.86,88.62,0.13992 (100.13992),,2021/05/14 10:14:37,
67,1138694415,건웅정보통신 주식회사,김지유,분석,153441500.0,87.861,88.621,0.14119 (100.14119),,2021/05/20 13:32:04,
68,1098155422,창공정보통신 주식회사,김배명,분석,153442400.0,87.861,88.622,0.14178 (100.14178),,2021/05/18 15:02:37,
69,2198128028,(주)성신네트워크,강성범,분석,153443400.0,87.862,88.622,0.14244 (100.14244),,2021/05/17 15:08:16,
70,1198800016,주식회사 태영정보통신공사,김석주,분석,153444200.0,87.862,88.623,0.14296 (100.14296),,2021/05/14 08:25:33,
71,1148611926,(주)동진이앤티,심철희,분석,153447137.0,87.864,88.624,0.14490 (100.1449),,2021/05/18 11:25:46,
72,1178169252,엠에스온(주),이경미,분석,153450630.0,87.866,88.626,0.14720 (100.1472),,2021/05/18 09:04:12,
73,2198114499,(주)이레에너지테크,강래원,분석,153456700.0,87.87,88.63,0.15119 (100.15119),,2021/05/20 08:26:30,
74,2058132431,(주)삼화동력개발,정권봉,분석,153457600.0,87.871,88.63,0.15178 (100.15178),,2021/05/20 13:04:19,
75,2078152132,(주)홍남테크,김홍길,분석,153457760.0,87.871,88.631,0.15189 (100.15189),,2021/05/20 14:58:04,
76,1098167078,(주)에스씨네트,이계영,분석,153460000.0,87.872,88.632,0.15336 (100.15336),,2021/05/18 08:17:48,
77,4098163161,(주)동우커뮤니케이션,송준성,분석,153460240.0,87.872,88.632,0.15352 (100.15352),,2021/05/19 18:28:27,
78,1078640952,(주)바비젼,이주일,분석,153463932.0,87.875,88.634,0.15595 (100.15595),,2021/05/18 10:10:54,
79,1078127876,동하시티개발주식회사,윤종사,분석,153465367.0,87.875,88.635,0.15690 (100.1569),,2021/05/21 00:27:17,
80,1128152149,(주)일신티에이치이,이상운,분석,153467038.0,87.877,88.636,0.15800 (100.158),,2021/05/15 20:55:33,
81,1098160416,(주)용진정보통신,도용석,분석,153468860.0,87.878,88.637,0.15919 (100.15919),,2021/05/14 09:49:22,
82,1088607693,(주)가온데이터,이기원,분석,153471139.0,87.879,88.638,0.16069 (100.16069),,2021/05/17 15:16:24,
83,2068625883,주식회사 누리제어시스템,박상진,분석,153472800.0,87.88,88.639,0.16179 (100.16179),,2021/05/18 09:37:08,
84,1198195493,주식회사 인텍하우징,심인석,분석,153474026.0,87.881,88.64,0.16260 (100.1626),,2021/05/20 17:37:57,
85,2258115381,(주)인하통신,이춘범,분석,153479039.0,87.884,88.643,0.16589 (100.16589),,2021/05/20 23:33:04,
86,2118606665,주식회사 아라랏,오선환,분석,153479268.0,87.884,88.643,0.16605 (100.16605),,2021/05/19 20:32:53,
87,2128142640,팍스코이앤아이(주),송기민,분석,153480560.0,87.885,88.644,0.16690 (100.1669),,2021/05/20 14:02:49,
88,2170366237,염광통신공사,기홍용,분석,153481600.0,87.885,88.644,0.16758 (100.16758),,2021/05/18 16:29:27,
89,1058601287,(주)성산정보시스템,김기주,분석,153483902.0,87.887,88.646,0.16910 (100.1691),,2021/05/18 17:38:50,
90,1058649262,주식회사 노하우전기통신,임창배,분석,153488000.0,87.889,88.648,0.17179 (100.17179),,2021/05/18 09:51:35,
91,1180217524,대창 이엔씨,송효양,분석,153488036.0,87.889,88.648,0.17182 (100.17182),,2021/05/21 08:18:48,
