순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2068196840,주식회사 혜성이티에스,이상영,분석,308223320,86.746,87.752,0.34369 (100.34369),,2020/03/24 08:55:04,1순위
2,1078635181,티에스라인시스템 주식회사,최국현,분석,308225700,86.747,87.753,0.34447 (100.34447),,2020/03/23 14:00:45,2순위
3,1068150525,주식회사 캐스트윈,김낙희,분석,308228200,86.748,87.753,0.34529 (100.34529),,2020/03/24 08:58:44,3순위
4,1068642694,우림정보시스템(주),조원희,분석,308235930,86.75,87.756,0.34783 (100.34783),,2020/03/20 09:58:29,4순위
5,1198179983,(주)에이피텔,정용명,분석,308245870,86.753,87.758,0.35109 (100.35109),,2020/03/23 16:10:45,5순위
6,1048142446,(주)대성텔레콤,양종만,분석,308248800,86.754,87.759,0.35206 (100.35206),,2020/03/24 09:42:11,6순위
7,1098166803,(주)아이앤씨파트너스,곽준철,분석,308256200,86.756,87.761,0.35448 (100.35448),,2020/03/23 10:16:43,7순위
8,2078148017,(주)명신시스템,노근식,분석,308262730,86.758,87.763,0.35663 (100.35663),,2020/03/18 13:20:26,8순위
9,1058649262,주식회사 노하우전기통신,임창배,분석,308266200,86.759,87.764,0.35777 (100.35777),,2020/03/20 09:51:54,9순위
10,2118145912,영남전기통신 주식회사,장한목,분석,308284112,86.764,87.769,0.36365 (100.36365),,2020/03/23 09:10:34,10순위
11,6138171784,서경정보통신 주식회사,이석희,분석,308286700,86.765,87.77,0.36449 (100.36449),,2020/03/23 15:35:17,11순위
12,2041077930,라인월드정보,박선양,분석,308289748,86.766,87.771,0.36549 (100.36549),,2020/03/23 09:28:31,12순위
13,2158138510,신신이앤씨주식회사,하대청,분석,308293710,86.767,87.772,0.36680 (100.3668),,2020/03/20 10:34:03,13순위
14,1208742187,주식회사 미소아이티,김재욱,분석,308293900,86.767,87.772,0.36686 (100.36686),,2020/03/23 09:38:37,14순위
15,2178143187,(주)미디어밸리렛,전필숙,분석,308296700,86.768,87.773,0.36778 (100.36778),,2020/03/23 10:41:02,15순위
16,1138132447,태진정보통신(주),정태수,분석,308302850,86.77,87.775,0.36980 (100.3698),,2020/03/23 09:38:03,16순위
17,1078162397,신용통신 주식회사,변옥희,분석,308308578,86.772,87.776,0.37168 (100.37168),,2020/03/23 13:31:50,17순위
18,1328127945,부민통신 주식회사,박창욱,분석,308314427,86.774,87.778,0.37359 (100.37359),,2020/03/20 15:12:51,18순위
19,1138141456,(주)나우아이앤씨,안남훈,분석,308317100,86.774,87.779,0.37447 (100.37447),,2020/03/23 15:20:01,19순위
20,2068120414,(주)일광기업,오도진,분석,308317535,86.774,87.779,0.37461 (100.37461),,2020/03/23 13:30:05,20순위
21,2148647495,(주)테크스피어,최환수,분석,308319610,86.775,87.779,0.37530 (100.3753),,2020/03/23 09:36:07,21순위
22,2208658565,주식회사 주인정보시스템,김근호,분석,308327200,86.777,87.782,0.37779 (100.37779),,2020/03/19 17:58:35,22순위
