,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2048131967,(주)용백전설  [최종낙찰],곽의영,분석,532005040,65.0,87.746,88.141,-0.04811 (99.95189),11 14,2024/08/26 14:03:29,
1,2,2178114305,주식회사 광문정보통신,서정만,분석,532018960,65.0,87.749,88.143,-0.04548 (99.95452),7 4,2024/08/27 22:23:22,
2,3,1018138303,주식회사 비엘에스,안홍서,분석,532019875,65.0,87.749,88.143,-0.04530 (99.9547),12 6,2024/08/28 08:58:10,
3,4,2128196243,신광씨앤티 주식회사,박광선,분석,532053770,65.2,87.755,88.149,-0.03890 (99.9611),8 12,2024/08/26 14:20:53,
4,5,2108164712,주식회사 데스카,조혜연,분석,532061184,65.2,87.756,88.15,-0.03750 (99.9625),4 9,2024/08/27 12:50:10,
5,6,1348120104,(주)씨월드정보기술,남형연,분석,532073101,65.2,87.758,88.152,-0.03525 (99.96475),5 3,2024/08/27 17:49:03,
6,7,1198169165,(주)기창인포텍,김석진,분석,532085020,65.2,87.76,88.154,-0.03300 (99.967),14 7,2024/08/26 11:21:16,
7,8,1198670916,주식회사 에이치앤아이씨,정용훈,분석,532086815,65.2,87.761,88.154,-0.03267 (99.96733),8 15,2024/08/27 10:00:59,
8,9,6318800044,화인씨엔이 주식회사,김영심,분석,532107394,65.2,87.764,88.158,-0.02878 (99.97122),5 9,2024/08/26 14:33:21,
9,10,1078642265,텔레플러스주식회사,황은성,분석,532128843,65.4,87.768,88.161,-0.02473 (99.97527),9 15,2024/08/26 14:51:54,
10,11,1188114949,이주씨스템(주),이복균,분석,532154730,65.4,87.772,88.166,-0.01984 (99.98016),6 1,2024/08/28 09:11:18,
11,12,1138183325,주식회사금강전력,오영선,분석,532167520,65.4,87.774,88.168,-0.01743 (99.98257),11 4,2024/08/26 11:16:39,
12,13,2018190031,주식회사 태건씨앤씨,김복수,분석,532172450,65.6,87.775,88.169,-0.01650 (99.9835),7 1,2024/08/27 08:42:40,
13,14,1108155460,주식회사 자유전설,김상중,분석,532177170,65.6,87.776,88.169,-0.01560 (99.9844),10 2,2024/08/28 08:38:24,
14,15,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,532177700,65.6,87.776,88.17,-0.01550 (99.9845),9 7,2024/08/26 13:34:21,
15,16,1098603050,(주)이루기술,박지현,분석,532181410,65.6,87.777,88.17,-0.01480 (99.9852),11 9,2024/08/27 10:27:11,
16,17,2148180640,(주)남인정보통신,김남호,분석,532199943,65.6,87.78,88.173,-0.01130 (99.9887),15 3,2024/08/26 15:21:36,
17,18,8018600805,세인트로그 주식회사,김세연,분석,532215302,65.6,87.783,88.176,-0.00840 (99.9916),8 13,2024/08/26 17:27:50,
18,19,1198153402,고현건설(주),이화선,분석,532216100,65.6,87.783,88.176,-0.00825 (99.99175),1 13,2024/08/27 10:42:44,
19,20,2208100563,경창계전 주식회사,이성욱,분석,532223230,65.6,87.784,88.177,-0.00691 (99.99309),10 5,2024/08/26 11:17:38,
20,21,2158168163,블루엔이(주),정홍채,분석,532225800,65.6,87.784,88.178,-0.00642 (99.99358),3 5,2024/08/26 10:10:25,
21,22,1208194567,아산정보통신(주),홍수길,분석,532236208,65.8,87.786,88.179,-0.00446 (99.99554),12 6,2024/08/26 11:09:08,
22,23,2108124739,(주)한성기술개발,서창식,분석,532246019,65.8,87.788,88.181,-0.00260 (99.9974),2 6,2024/08/27 01:45:28,
23,24,1088181548,디에스지엔 주식회사,신재범,분석,532246175,65.8,87.788,88.181,-0.00258 (99.99742),15 9,2024/08/26 11:33:44,
24,25,1018605466,금부통신 주식회사,정재학,분석,532249200,65.8,87.788,88.181,-0.00200 (99.998),13 14,2024/08/26 17:02:36,
25,26,1888601171,에이케이에스정보주식회사,안기수,분석,532252374,65.8,87.789,88.182,-0.00140 (99.9986),11 1,2024/08/28 08:18:35,
26,27,2048197877,주식회사 그린주의,김현미,분석,532259788,65.8,87.79,88.183,-0.00001 (99.99999),2 4,2024/08/27 08:49:01,
27,28,7998800243,주식회사 비티엘정보통신,최성진,분석,532269320,65.8,87.792,88.185,0.00179 (100.00179),3 15,2024/08/26 14:00:56,
28,29,2148811443,(주)우신지엘에스,문경종,분석,532272500,65.8,87.792,88.185,0.00240 (100.0024),12 14,2024/08/28 09:00:36,
29,30,2200459632,하나정보통신,현광섭,분석,532292095,66.0,87.796,88.189,0.00610 (100.0061),6 3,2024/08/27 09:45:44,
30,31,2178601498,주식회사 엔키텍,원영춘,분석,532325462,66.0,87.802,88.194,0.01240 (100.0124),4 7,2024/08/26 16:29:16,
31,32,5338700141,주식회사 인프라엔이,정우진,분석,532335523,66.0,87.803,88.196,0.01430 (100.0143),8 4,2024/08/26 18:09:39,
32,33,2068193071,(주)에디슨전기,하영복,분석,532339230,66.0,87.804,88.196,0.01499 (100.01499),7 11,2024/08/26 22:36:22,
33,34,1078212647,사단법인 한국장애인미래정책포럼,배영환,분석,532352400,66.2,87.806,88.198,0.01748 (100.01748),1 2,2024/08/27 09:48:39,
34,35,1198615820,프리커스(주),최훈,분석,532355239,66.2,87.807,88.199,0.01802 (100.01802),11 7,2024/08/26 10:17:06,
35,36,1298126260,현대아이티에스전자(주),정영자,분석,532365023,66.2,87.808,88.201,0.01987 (100.01987),5 13,2024/08/28 07:51:17,
36,37,4108633207,(유)대원엔지니어링,박윤규,분석,532369920,66.2,87.809,88.201,0.02079 (100.02079),9 6,2024/08/26 17:15:24,
37,38,1198656229,주식회사 경진네트워크,김응환,분석,532380610,66.2,87.811,88.203,0.02281 (100.02281),7 1,2024/08/27 09:23:11,
38,39,8038600460,주식회사 파르이앤씨,김종훈,분석,532388530,66.2,87.812,88.204,0.02430 (100.0243),8 15,2024/08/27 10:33:03,
39,40,2028162708,(주)에스텍시스템,이병화,분석,532392722,66.2,87.813,88.205,0.02510 (100.0251),3 15,2024/08/28 07:59:26,
40,41,2148823314,화인정보기술주식회사,이명우,분석,532394310,66.2,87.813,88.205,0.02540 (100.0254),1 14,2024/08/27 12:42:21,
41,42,1168144224,제일정보건설 주식회사,김진철,분석,532398813,66.2,87.814,88.206,0.02625 (100.02625),11 14,2024/08/27 07:39:28,
42,43,1208105711,주식회사 삼진일렉스,김성관,분석,532424499,66.4,87.819,88.21,0.03110 (100.0311),12 14,2024/08/27 14:03:12,
43,44,2118668579,(주)아이정보기술,이훈희,분석,532435620,66.4,87.82,88.212,0.03320 (100.0332),7 3,2024/08/26 14:40:10,
44,45,2148669602,(주)우호텔레콤,이강록,분석,532445340,66.4,87.822,88.214,0.03503 (100.03503),8 2,2024/08/27 10:42:49,
45,46,2208192516,주식회사 한싹,이주도,분석,532462790,66.6,87.825,88.217,0.03833 (100.03833),14 12,2024/08/26 17:05:11,
46,47,5948603205,(주)미루이엔씨,홍영지,분석,532464220,66.6,87.825,88.217,0.03860 (100.0386),3 9,2024/08/28 09:22:28,
47,48,7298600518,주식회사 킴스앤,김동선,분석,532474812,66.6,87.827,88.219,0.04060 (100.0406),1 5,2024/08/26 23:00:18,
48,49,2628802128,주식회사 성우일렉콤,최종국,분석,532478120,66.6,87.828,88.219,0.04122 (100.04122),1 3,2024/08/26 10:04:05,
49,50,2138800230,주식회사 성민전기통신,홍종애,분석,532480638,66.6,87.828,88.22,0.04170 (100.0417),9 14,2024/08/26 23:36:31,
0,51,1198616251,주식회사 누리인프라,정성우,분석,532484300,66.6,87.829,88.22,0.04239 (100.04239),4 15,2024/08/27 16:07:01,
1,52,2011497895,정우이앤씨,유동환,분석,532486765,66.6,87.829,88.221,0.04285 (100.04285),3 11,2024/08/26 15:27:51,
2,53,8978600790,로봇앤컴 주식회사,이경일,분석,532490170,66.6,87.83,88.221,0.04350 (100.0435),2 15,2024/08/26 14:29:33,
3,54,1068188579,(주)키월드정보통신,김영범,분석,532499180,66.6,87.831,88.223,0.04520 (100.0452),8 1,2024/08/27 08:29:46,
4,55,1138635212,(주)아이제이일렉트론,김도형,분석,532501200,66.6,87.832,88.223,0.04558 (100.04558),9 8,2024/08/27 15:27:03,
5,56,2078148017,(주)명신시스템,노근식,분석,532521947,66.8,87.835,88.227,0.04950 (100.0495),14 2,2024/08/26 14:13:50,
6,57,2188109765,(주)웨이브컴,채인석,분석,532530420,66.8,87.837,88.228,0.05109 (100.05109),7 12,2024/08/27 08:55:05,
7,58,2178127061,주식회사 칸씨앤에스,이민지,분석,532535241,66.8,87.838,88.229,0.05201 (100.05201),13 12,2024/08/27 19:37:36,
8,59,1138135425,(주)뉴넷팝,이경택,분석,532562780,66.8,87.842,88.233,0.05721 (100.05721),14 9,2024/08/27 10:48:24,
9,60,1198188750,한솔코에버 주식회사,반기동,분석,532564310,66.8,87.843,88.234,0.05749 (100.05749),12 2,2024/08/27 18:59:31,
10,61,2038149028,대륭중공건설(주),박임우,분석,532569453,66.8,87.843,88.234,0.05847 (100.05847),8 7,2024/08/27 16:56:29,
11,62,2118726218,주식회사 씨그테크,이윤호,분석,532578920,67.0,87.845,88.236,0.06025 (100.06025),14 10,2024/08/27 09:27:02,
12,63,1088189685,주식회사 태산정보기술,채연옥,분석,532579145,67.0,87.845,88.236,0.06030 (100.0603),3 7,2024/08/27 10:03:01,
13,64,2018634956,주식회사 신성전자통신,전용한,분석,532584441,67.0,87.846,88.237,0.06130 (100.0613),13 11,2024/08/26 12:09:01,
14,65,1088124659,(주)비젼텔레콤,김진수,분석,532595508,67.0,87.848,88.239,0.06338 (100.06338),5 4,2024/08/26 10:14:41,
15,66,2048129194,위성이앤씨(주),이양숙,분석,532597151,67.0,87.848,88.239,0.06369 (100.06369),7 15,2024/08/27 10:13:00,
16,67,1198611746,(주)지트인,김재환,분석,532600860,67.0,87.849,88.24,0.06440 (100.0644),3 8,2024/08/27 12:13:14,
17,68,1138156089,코아아이앤씨(주),김현모,분석,532605100,67.0,87.85,88.24,0.06520 (100.0652),15 5,2024/08/27 08:28:20,
18,69,1078688280,콘텐츠스퀘어주식회사,함규식,분석,532622410,67.0,87.853,88.243,0.06846 (100.06846),11 5,2024/08/26 10:08:27,
19,70,1068128718,서광통신 주식회사,최경석,분석,532637932,67.2,87.855,88.246,0.07140 (100.0714),14 11,2024/08/27 13:40:59,
20,71,1238175875,주식회사 휴톤,김영상,분석,532639521,67.2,87.856,88.246,0.07170 (100.0717),3 12,2024/08/27 00:28:51,
