,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1198118405,우광기전(주)  [최종낙찰],이기진,분석,224809760,85.0,87.745,88.369,-0.23310 (99.7669),8 5,2024/01/03 09:13:03,
1,2,2208197511,(주)다산지앤지,유철종,분석,224811760,85.0,87.746,88.37,-0.23221 (99.76779),9 12,2024/01/02 13:04:56,
2,3,1048603486,우영메카(주),김규승,분석,224812882,85.0,87.746,88.37,-0.23170 (99.7683),11 6,2024/01/02 23:21:20,
3,4,1138123972,(주)일광테크,임기철,분석,224813990,85.0,87.747,88.371,-0.23121 (99.76879),8 13,2024/01/02 17:19:38,
4,5,2148724941,한빛시스템주식회사,윤명호,분석,224819577,85.0,87.749,88.373,-0.22870 (99.7713),12 1,2024/01/03 10:10:13,
5,6,7598100611,에스트랜스포트 주식회사,최제이미장국,분석,224820400,85.0,87.749,88.373,-0.22834 (99.77166),13 2,2024/01/04 09:06:44,
6,7,2118716350,(주)비엔인더스트리,이재혁,분석,224822930,85.0,87.75,88.374,-0.22720 (99.7728),11 9,2024/01/02 13:22:16,
7,8,1138637772,(주)헤로스테크,박우현,분석,224824480,85.0,87.751,88.375,-0.22651 (99.77349),5 14,2024/01/03 09:33:32,
8,9,1068653279,주식회사 랜오아시스,서진선,분석,224825158,85.0,87.751,88.375,-0.22620 (99.7738),2 15,2024/01/04 09:47:52,
9,10,2058139910,우현전기(주),채광식,분석,224825830,85.0,87.752,88.375,-0.22590 (99.7741),4 9,2024/01/04 08:43:45,
10,11,1198158412,애드넷정보통신(주),박상흥,분석,224827041,85.0,87.752,88.376,-0.22536 (99.77464),1 7,2024/01/02 17:31:16,
11,12,1138195817,(주)베스트일렉트로닉스,최경원,분석,224827600,85.0,87.752,88.376,-0.22511 (99.77489),7 13,2024/01/03 10:32:26,
12,13,1068194348,(주)퓨젼아이앤씨,임영출,분석,224832837,85.2,87.755,88.378,-0.22276 (99.77724),15 10,2024/01/03 16:19:13,
13,14,1198684157,(주)이제이정보시스템,정광열,분석,224834090,85.2,87.755,88.379,-0.22220 (99.7778),14 11,2024/01/03 09:47:58,
14,15,2148842024,주식회사 에이번,김지윤,분석,224835000,85.2,87.756,88.379,-0.22180 (99.7782),4 7,2024/01/02 16:53:28,
15,16,2208626821,한성씨앤엔(주),박철호,분석,224835500,85.2,87.756,88.379,-0.22157 (99.77843),13 9,2024/01/02 10:00:47,
16,17,2068179706,(주)씨엠유니버샬,전재용,분석,224836610,85.2,87.756,88.38,-0.22107 (99.77893),4 13,2024/01/03 10:05:09,
17,18,1088149704,썬시큐원(주),백석환,분석,224840130,85.2,87.758,88.381,-0.21950 (99.7805),12 4,2024/01/03 06:08:32,
18,19,2138800230,주식회사 성민전기통신,홍종애,분석,224841677,85.2,87.758,88.382,-0.21880 (99.7812),14 12,2024/01/02 20:45:59,
19,20,2068125141,주식회사 스테이지넷,임영규,분석,224841899,85.2,87.758,88.382,-0.21870 (99.7813),2 1,2024/01/02 16:27:26,
20,21,2208742003,신영에스아이 (주),박형근,분석,224845250,85.2,87.76,88.383,-0.21720 (99.7828),3 15,2024/01/04 09:30:43,
21,22,2448601409,주식회사 지투넥스,김용태,분석,224851320,85.2,87.762,88.385,-0.21448 (99.78552),7 13,2024/01/02 16:16:14,
22,23,2188120741,케이씨티정보통신(주),백형은,분석,224851490,85.2,87.762,88.386,-0.21441 (99.78559),14 12,2024/01/04 08:31:25,
23,24,1108170025,(주)원비즈시스템,박의영,분석,224853195,85.2,87.763,88.386,-0.21364 (99.78636),9 3,2024/01/03 15:39:48,
24,25,1068167098,코스믹전기통신 주식회사,이규선,분석,224856080,85.2,87.764,88.387,-0.21235 (99.78765),5 13,2024/01/03 08:39:23,
25,26,2208123149,(주)에이제이월드,최순호,분석,224856410,85.4,87.765,88.387,-0.21220 (99.7878),9 14,2024/01/02 12:06:07,
26,27,1048157634,쿠도커뮤니케이션(주),김용식,분석,224859646,85.4,87.766,88.389,-0.21075 (99.78925),4 15,2024/01/04 09:33:12,
27,28,1068651233,(주)나사씨엔에스,신희태,분석,224864221,85.4,87.768,88.391,-0.20871 (99.79129),11 5,2024/01/03 19:13:46,
28,29,2068183592,(주)신광티앤이,이일환,분석,224869530,85.4,87.77,88.393,-0.20633 (99.79367),15 3,2024/01/03 15:19:21,
29,30,1128126393,주식회사 승도이엔씨,신종성,분석,224876800,85.4,87.773,88.396,-0.20307 (99.79693),14 8,2024/01/03 15:01:47,
30,31,1138672575,주식회사 시스메이트,정종균,분석,224878730,85.4,87.774,88.396,-0.20221 (99.79779),5 14,2024/01/02 18:06:40,
31,32,4908801461,주식회사 긱스퍼,이정아,분석,224879848,85.4,87.774,88.397,-0.20170 (99.7983),10 6,2024/01/02 13:10:23,
32,33,1148137386,(주)유일엔지니어링,송수길,분석,224880870,85.6,87.775,88.397,-0.20125 (99.79875),8 14,2024/01/03 14:13:55,
33,34,1068648117,주식회사 티원엘에스,김영규,분석,224881410,85.6,87.775,88.397,-0.20100 (99.799),5 2,2024/01/02 19:24:35,
34,35,2158689085,(주)에스지테크놀러지,손병학,분석,224891200,85.6,87.779,88.401,-0.19662 (99.80338),1 11,2024/01/02 12:34:04,
35,36,1078155407,(주)윤익계전,안용준,분석,224895380,85.6,87.781,88.403,-0.19475 (99.80525),3 8,2024/01/03 13:19:39,
36,37,2118606665,주식회사 아라랏,황지홍,분석,224896086,85.6,87.781,88.403,-0.19443 (99.80557),10 7,2024/01/03 21:10:41,
37,38,2148792435,주식회사케이이씨디바이스,이종수,분석,224898374,85.6,87.782,88.404,-0.19340 (99.8066),11 2,2024/01/04 08:26:01,
38,39,2148687288,(주)포어링크,송기봉,분석,224905750,85.8,87.785,88.407,-0.19010 (99.8099),5 4,2024/01/02 13:28:32,
