,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1198609177,이유솔루션주식회사,장지호,분석,42124838,87.746,88.429,-0.15893 (99.84107),8 12,2024/12/08 22:43:32,
1,2,4908801461,주식회사 긱스퍼,이정아,분석,42125183,87.747,88.43,-0.15810 (99.8419),8 2,2024/12/09 10:31:07,
2,3,6278801874,주식회사 포킨,김영민,분석,42125392,87.747,88.43,-0.15760 (99.8424),1 7,2024/12/07 16:12:41,
3,4,2088115955,대건통신건설(주),양승범,분석,42126930,87.751,88.433,-0.15392 (99.84608),13 7,2024/12/09 15:43:03,
4,5,1198633283,주식회사 지컴네트웍스,이광림,분석,42127648,87.752,88.435,-0.15220 (99.8478),7 1,2024/12/06 17:34:15,
5,6,2198111833,주식회사 대영아이오티,전인구,분석,42127815,87.753,88.435,-0.15181 (99.84819),2 11,2024/12/06 11:16:33,
6,7,2208626821,한성씨앤엔(주),박철호,분석,42127900,87.753,88.435,-0.15160 (99.8484),5 2,2024/12/05 10:17:33,
7,8,1138123972,(주)일광테크,임기철,분석,42128055,87.753,88.436,-0.15123 (99.84877),8 3,2024/12/06 11:09:02,
8,9,2118612681,(주)해우정보시스템,김병헌,분석,42129440,87.756,88.439,-0.14792 (99.85208),9 10,2024/12/09 18:01:16,
9,10,1138615856,(주)서원티에스,김안수,분석,42129900,87.758,88.44,-0.14682 (99.85318),9 1,2024/12/09 14:58:51,
10,11,1108130339,(주)기양상사,조효진,분석,42130280,87.758,88.44,-0.14591 (99.85409),4 9,2024/12/05 15:30:23,
11,12,2948601665,누리종합전기 주식회사,천금진,분석,42130454,87.759,88.441,-0.14549 (99.85451),1 13,2024/12/09 10:07:07,
12,13,1068146133,(주)케이씨이,조정휘,분석,42133542,87.766,88.447,-0.13810 (99.8619),9 15,2024/12/06 12:41:45,
13,14,2158769714,주식회사 누리엔에스,박봉기,분석,42134900,87.769,88.45,-0.13486 (99.86514),8 2,2024/12/06 16:59:44,
14,15,1138156089,코아아이앤씨(주),김현모,분석,42136600,87.773,88.454,-0.13079 (99.86921),7 12,2024/12/09 09:13:28,
15,16,4778800659,더파트주식회사,강현준,분석,42137500,87.775,88.455,-0.12863 (99.87137),15 10,2024/12/05 17:18:32,
16,17,1138148366,주식회사 레이어스,조인선,분석,42139269,87.779,88.459,-0.12440 (99.8756),9 4,2024/12/08 23:15:25,
17,18,2130230588,태극정보통신,이상호,분석,42139352,87.779,88.459,-0.12420 (99.8758),14 15,2024/12/09 23:08:09,
