,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,7218601565,주식회사 라인전기  [최종낙찰],이호동,분석,33357910.0,87.745,88.559,0.07107 (100.07107),4 15,2024/09/04 15:59:48,
1,2,1108155382,(주)굿채널시스템,백홍현,분석,33358840.0,87.748,88.562,0.07389 (100.07389),15 5,2024/09/04 11:36:08,
2,3,2128169519,세진시스콤주식회사,박수환,분석,33359410.0,87.749,88.563,0.07561 (100.07561),11 10,2024/09/03 14:51:17,
3,4,1148680379,주식회사 다경시스템,김대원,분석,33359834.0,87.751,88.565,0.07690 (100.0769),12 3,2024/09/04 07:27:31,
4,5,6758102266,주식회사 정현이엔지,김종현,분석,33360710.0,87.753,88.567,0.07955 (100.07955),9 5,2024/09/04 09:23:40,
5,6,2208719934,주식회사 지제이전기통신,김진수,분석,33363040.0,87.76,88.573,0.08660 (100.0866),6 2,2024/09/04 08:27:21,
6,7,1088159691,(주)다우텔레콤,이영순,분석,33363338.0,87.76,88.574,0.08750 (100.0875),15 13,2024/09/04 21:06:59,
7,8,1068704756,엔씨엔스페이스 주식회사,김찬중,분석,33363420.0,87.761,88.574,0.08775 (100.08775),3 6,2024/09/03 13:57:16,
8,9,2118691240,거성일렉콤(주),박성래,분석,33363761.0,87.762,88.575,0.08878 (100.08878),15 12,2024/09/02 10:06:30,
9,10,4470403029,힐탑아이씨티,정강준,분석,33364190.0,87.763,88.576,0.09008 (100.09008),6 15,2024/09/03 15:14:31,
10,11,1120180788,대성미디어,김상봉,분석,33367304.0,87.772,88.584,0.09950 (100.0995),14 10,2024/09/03 08:56:21,
11,12,2021295047,협진전기통신공사,최종운,분석,33368330.0,87.775,88.587,0.10260 (100.1026),9 11,2024/09/04 20:02:02,
12,13,1068194620,(주)합동전자산업,정호원,분석,33369280.0,87.777,88.59,0.10548 (100.10548),1 7,2024/09/02 10:11:14,
13,14,7948100026,주식회사 아성엠,전세희,분석,33370090.0,87.78,88.592,0.10793 (100.10793),8 15,2024/09/03 09:10:05,
14,15,8468701202,주식회사 아이티윈스,김정수,분석,33370700.0,87.781,88.593,0.10977 (100.10977),10 9,2024/09/03 15:26:57,
15,16,1058191993,링크정보통신주식회사,이재호,분석,33371050.0,87.782,88.594,0.11083 (100.11083),5 14,2024/09/05 09:45:07,
16,17,2298109203,(주)테스콤엔지니어링,박영복,분석,33371200.0,87.783,88.595,0.11129 (100.11129),3 12,2024/09/04 15:45:59,
17,18,1198174839,(주)선진솔루션,송성재,분석,33371401.0,87.783,88.595,0.11189 (100.11189),3 2,2024/09/04 09:27:13,
18,19,1098143872,보은전자방송통신(주),우영섭,분석,33371630.0,87.784,88.596,0.11259 (100.11259),3 1,2024/09/02 13:47:07,
19,20,2088702355,주식회사 수운,김치래,분석,33372559.0,87.786,88.598,0.11540 (100.1154),8 5,2024/09/04 17:38:13,
20,21,1078211162,사회복지법인한국노인생활지원재단,최종운,분석,33373847.0,87.79,88.602,0.11929 (100.11929),9 4,2024/09/04 09:19:25,
21,22,1138175669,(주)용상전기통신,권혁기,분석,33374245.0,87.791,88.603,0.12050 (100.1205),9 12,2024/09/05 08:36:48,
22,23,2138800230,주식회사 성민전기통신,홍종애,분석,33374575.0,87.792,88.604,0.12150 (100.1215),15 2,2024/09/04 20:57:07,
23,24,6278801874,주식회사 포킨,김영민,분석,33376856.0,87.799,88.61,0.12840 (100.1284),12 5,2024/09/02 15:43:12,
24,25,2958800474,주식회사 원정보기술원,송은자,분석,33377390.0,87.8,88.611,0.13001 (100.13001),6 1,2024/09/05 08:50:18,
25,26,2068165221,유니슨전기(주),유창진,분석,33377616.0,87.801,88.612,0.13070 (100.1307),6 15,2024/09/02 11:20:01,
26,27,4048800118,주식회사 앙츠,박창진,분석,33377682.0,87.801,88.612,0.13090 (100.1309),6 3,2024/09/04 18:04:11,
27,28,4878800409,주식회사 백산전기,이강호,분석,33378720.0,87.804,88.615,0.13404 (100.13404),1 15,2024/09/04 15:12:26,
28,29,1018159521,(주)명지아이앤씨,서맹영,분석,33378971.0,87.805,88.615,0.13480 (100.1348),12 8,2024/09/01 09:38:33,
29,30,2066762193,보성통신,문용권,분석,33379170.0,87.805,88.616,0.13540 (100.1354),4 5,2024/09/04 08:38:54,
30,31,1058153999,현대계장공업(주),박종성,분석,33379530.0,87.806,88.617,0.13649 (100.13649),9 1,2024/09/04 17:07:18,
31,32,1178175429,주식회사 아이씨스템,서현권,분석,33381910.0,87.813,88.623,0.14369 (100.14369),12 11,2024/09/03 14:05:18,
32,33,1098195410,(주)신성글로벌네트워크,홍우석,분석,33383267.0,87.817,88.627,0.14780 (100.1478),11 14,2024/09/02 15:14:00,
33,34,6118700363,주식회사 서경산업,이대규,분석,33383433.0,87.817,88.627,0.14830 (100.1483),8 13,2024/09/04 23:34:51,
34,35,2068184529,(주)네오티엔씨,조정현,분석,33383640.0,87.818,88.628,0.14892 (100.14892),6 14,2024/09/04 14:15:00,
35,36,1638101139,주식회사 이한엔에스,이영주,분석,33384175.0,87.819,88.629,0.15054 (100.15054),5 2,2024/09/05 09:07:29,
36,37,2018199051,나루씨앤씨주식회사,이상협,분석,33384391.0,87.82,88.63,0.15120 (100.1512),13 11,2024/09/02 09:46:58,
37,38,2048189682,세왕전력(주),안성호,분석,33384821.0,87.821,88.631,0.15250 (100.1525),9 2,2024/09/05 09:49:59,
38,39,1058740405,(주)화성이엔지,김택환,분석,33385416.0,87.823,88.632,0.15430 (100.1543),9 10,2024/09/04 09:56:26,
39,40,2148888151,주식회사 씨앤피테크,제해동,분석,33386470.0,87.826,88.635,0.15749 (100.15749),8 13,2024/09/04 12:50:25,
40,41,1048140865,다이아몬드전자(주),이건,분석,33388500.0,87.832,88.641,0.16363 (100.16363),10 8,2024/09/03 16:13:37,
41,42,7998800243,주식회사 비티엘정보통신,최성진,분석,33389010.0,87.833,88.642,0.16517 (100.16517),8 4,2024/09/05 08:58:01,
42,43,2148122183,(주)하나전기,김선식,분석,33389210.0,87.834,88.643,0.16578 (100.16578),4 8,2024/09/04 19:48:40,
43,44,7188803483,주식회사 이제이엔넷,황지연,분석,33390340.0,87.837,88.646,0.16920 (100.1692),11 8,2024/09/03 15:29:49,
44,45,2148673033,대일전기통신(주),김종엽,분석,33390700.0,87.838,88.646,0.17029 (100.17029),4 9,2024/09/02 12:49:08,
45,46,2188114856,서교정보통신(주),김기설,분석,33391180.0,87.839,88.648,0.17174 (100.17174),3 13,2024/09/04 21:24:37,
46,47,6078616291,케이시스 주식회사,김중섭,분석,33391620.0,87.84,88.649,0.17307 (100.17307),4 9,2024/09/03 18:22:04,
47,48,1018635413,주식회사 더올아이티,김정순,분석,33392390.0,87.843,88.651,0.17540 (100.1754),1 13,2024/09/03 13:58:31,
48,49,1138157962,(주)하이눈정보통신,이희경,분석,33392885.0,87.844,88.652,0.17690 (100.1769),14 1,2024/09/04 10:54:52,
49,50,1138193726,(주)성진에스에스,강신범,분석,33393192.0,87.845,88.653,0.17783 (100.17783),1 10,2024/09/04 09:41:19,
0,51,1078193207,주식회사 주광전기,이승훈,분석,33395760.0,87.852,88.66,0.18559 (100.18559),14 2,2024/09/04 14:23:56,
1,52,1058164176,(주)신보파워텍,공민우,분석,33396220.0,87.853,88.661,0.18699 (100.18699),12 13,2024/09/04 20:08:42,
2,53,1138157550,뉴코리아전자통신 주식회사,조영순,분석,33396388.0,87.854,88.662,0.18750 (100.1875),8 7,2024/09/03 11:48:07,
3,54,1138694415,건웅정보통신 주식회사,김지유,분석,33397546.0,87.857,88.665,0.19100 (100.191),9 8,2024/09/03 09:54:07,
4,55,2158643395,민네트워크(주),황상택,분석,33398190.0,87.859,88.666,0.19295 (100.19295),10 6,2024/09/03 10:11:35,
5,56,1068606683,로버무트 주식회사,송태하,분석,33399623.0,87.863,88.67,0.19728 (100.19728),4 15,2024/09/03 10:49:26,
6,57,1138148411,(주)풍천정보네트웍,김학봉,분석,33399990.0,87.864,88.671,0.19839 (100.19839),8 5,2024/09/03 09:55:44,
7,58,2158199031,한소리이앤씨주식회사,안홍희,분석,33400190.0,87.865,88.672,0.19900 (100.199),3 11,2024/09/03 11:05:12,
8,59,1078619861,주식회사 하이텍영상,최종만,분석,33400400.0,87.865,88.672,0.19963 (100.19963),15 10,2024/09/04 13:27:01,
9,60,2148661411,(주)엘리시스,이시정,분석,33402440.0,87.871,88.678,0.20581 (100.20581),1 13,2024/09/03 08:49:46,
10,61,1068682075,주식회사 세이프원,이명근,분석,33403230.0,87.873,88.68,0.20820 (100.2082),7 9,2024/09/03 12:46:06,
11,62,2148639466,(주)동방데이타테크놀러지,원덕숙,분석,33404090.0,87.876,88.682,0.21080 (100.2108),7 9,2024/09/05 09:42:06,
12,63,1088193869,(주)동명텔레콤,김경은,분석,33405740.0,87.88,88.686,0.21579 (100.21579),2 7,2024/09/03 13:53:19,
13,64,1018663767,비케이전기통신 주식회사,유봉근,분석,33406700.0,87.883,88.689,0.21870 (100.2187),15 10,2024/09/04 08:53:50,
14,65,1188115778,대신통신기술(주),김지영,분석,33407390.0,87.885,88.691,0.22078 (100.22078),13 15,2024/09/03 15:00:48,
15,66,1068684748,주식회사고도기술,고동현,분석,33407498.0,87.885,88.691,0.22111 (100.22111),6 15,2024/09/03 19:31:28,
16,67,5288601141,주식회사재원정보,천지명,분석,33408319.0,87.888,88.693,0.22359 (100.22359),4 9,2024/09/04 09:43:34,
17,68,2058140829,원앤원산업개발(주),배애순,분석,33409050.0,87.89,88.695,0.22581 (100.22581),5 14,2024/09/04 10:32:12,
18,69,2048105154,우일정보기술 주식회사,이오,분석,33409708.0,87.891,88.697,0.22780 (100.2278),5 15,2024/09/04 13:36:18,
19,70,1088178096,에이치티액세스 주식회사,김정호,분석,33410238.0,87.893,88.698,0.22940 (100.2294),5 12,2024/09/02 08:16:12,
20,71,1378143275,한창이웨이 주식회사,이옥희,분석,33410700.0,87.894,88.7,0.23080 (100.2308),11 6,2024/09/03 10:48:19,
21,72,2068126626,주식회사 동부전기,형남길,분석,33411361.0,87.896,88.701,0.23280 (100.2328),10 12,2024/09/05 09:11:08,
22,73,1058630797,주식회사 이디엔텍,김기영,분석,33412350.0,87.899,88.704,0.23579 (100.23579),2 8,2024/09/04 16:38:21,
23,74,2338109463,주식회사 아이티에스서비스,지영일,분석,33412812.0,87.9,88.705,0.23719 (100.23719),15 12,2024/09/03 17:05:05,
24,75,1188114764,(주)세빛전자통신,이상호,분석,33413940.0,87.903,88.708,0.24060 (100.2406),2 15,2024/09/04 10:24:58,
25,76,1068674463,주식회사 리번드,임성일,분석,33413970.0,87.904,88.708,0.24069 (100.24069),6 4,2024/09/03 10:28:48,
26,77,1068619820,주식회사유엔콘트롤,남성모,분석,33414450.0,87.905,88.71,0.24214 (100.24214),2 11,2024/09/03 15:24:31,
27,78,1078677070,씨지에스아이티(주),최규식,분석,33414869.0,87.906,88.711,0.24341 (100.24341),1 7,2024/09/03 17:09:30,
28,79,1098153822,서울텔엔지니어링(주),정영철,분석,33415000.0,87.906,88.711,0.24381 (100.24381),6 11,2024/09/04 15:28:37,
29,80,2148844610,(주)제이디솔루션,제영호,분석,33415660.0,87.908,88.713,0.24581 (100.24581),8 7,2024/09/03 17:10:27,
30,81,1078640587,(주)엑스퍼넷,이종경,분석,33415800.0,87.909,88.713,0.24623 (100.24623),7 12,2024/09/03 16:27:49,
31,82,2148105563,(주)인성이엔씨,김규만,분석,33416484.0,87.911,88.715,0.24830 (100.2483),15 4,2024/09/03 12:50:42,
32,83,2128189567,주식회사 스마트파워시스템,원용훈,분석,33416782.0,87.911,88.716,0.24920 (100.2492),2 8,2024/09/03 10:54:00,
33,84,2068193673,지에스네트웍스(주),임동배,분석,33417500.0,87.914,88.718,0.25137 (100.25137),6 1,2024/09/02 10:18:00,
34,85,1198653668,에코아이넷(주),박은희,분석,33417641.0,87.914,88.718,0.25180 (100.2518),3 10,2024/09/04 09:38:45,
35,86,1138613391,주식회사 지에스씨앤씨,석덕림,분석,33417660.0,87.914,88.718,0.25186 (100.25186),8 10,2024/09/04 09:16:39,
36,87,1058163309,(주)한국에빅스,신지훈,분석,33418000.0,87.915,88.719,0.25288 (100.25288),1 9,2024/09/02 13:27:51,
37,88,1208791771,(주)유니정보,주규식,분석,33418335.0,87.916,88.72,0.25390 (100.2539),5 9,2024/09/03 16:18:29,
38,89,2198128106,우선이엔씨(주),김광수,분석,33418500.0,87.916,88.72,0.25440 (100.2544),4 10,2024/09/02 13:21:24,
39,90,2068179706,(주)씨엠유니버샬,전재용,분석,33418546.0,87.916,88.72,0.25454 (100.25454),9 13,2024/09/04 09:39:36,
40,91,1078619629,염광전기통신(주),최인재,분석,33418731.0,87.917,88.721,0.25510 (100.2551),5 4,2024/09/02 13:53:32,
41,92,1138618417,(주)씨에스플러스,장준영,분석,33418960.0,87.918,88.722,0.25579 (100.25579),11 5,2024/09/04 08:12:29,
42,93,6188134896,주식회사 동신정보통신,임춘섭,분석,33419360.0,87.919,88.723,0.25700 (100.257),9 6,2024/09/04 09:56:17,
43,94,1148608950,주식회사 알티솔루션,이재석,분석,33419570.0,87.919,88.723,0.25764 (100.25764),5 2,2024/09/03 11:30:38,
44,95,2108164712,주식회사 데스카,조혜연,분석,33419623.0,87.92,88.723,0.25780 (100.2578),6 8,2024/09/03 13:31:35,
45,96,2068606585,(주)상지일렉스,정원상,분석,33419852.0,87.92,88.724,0.25849 (100.25849),1 3,2024/09/03 19:11:08,
46,97,1138132447,태진정보통신(주),정태수,분석,33420251.0,87.921,88.725,0.25970 (100.2597),7 6,2024/09/03 17:37:42,
47,98,2148612657,주식회사 와이어블(Wiable Corp.),김문환,분석,33420610.0,87.922,88.726,0.26078 (100.26078),8 13,2024/09/04 10:32:20,
48,99,8418601383,주식회사 미리내통신,김정훈,분석,33420880.0,87.923,88.727,0.26160 (100.2616),15 9,2024/09/03 17:46:36,
49,100,1138183325,주식회사금강전력,오영선,분석,33421720.0,87.925,88.729,0.26414 (100.26414),2 8,2024/09/03 13:53:35,
0,101,1138683368,주식회사 에스엠시스템즈,이승환,분석,33421750.0,87.926,88.729,0.26423 (100.26423),14 15,2024/09/04 15:17:16,
1,102,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,33421889.0,87.926,88.729,0.26465 (100.26465),1 6,2024/09/02 10:19:03,
2,103,2098139213,(주)뉴타운전력,박형우,분석,33422249.0,87.927,88.73,0.26574 (100.26574),13 8,2024/09/03 14:03:22,
3,104,1381158521,비트정보통신,이종진,분석,33422270.0,87.927,88.73,0.26580 (100.2658),15 11,2024/09/04 09:37:29,
4,105,1078825334,스마트네트웍스 주식회사,박정옥,분석,33423200.0,87.93,88.733,0.26862 (100.26862),12 13,2024/09/03 21:53:49,
5,106,2098119463,(주)두레정보통신,김시영,분석,33424000.0,87.932,88.735,0.27104 (100.27104),3 14,2024/09/05 08:38:54,
6,107,6988700230,주식회사 스마트이엔씨,전유선,분석,33424100.0,87.932,88.735,0.27134 (100.27134),14 13,2024/09/04 11:10:12,
7,108,1188105192,(주)효원엔지니어링,진재권,분석,33425937.0,87.937,88.74,0.27690 (100.2769),14 15,2024/09/04 09:10:03,
8,109,1088178984,(주)포소드,마명철,분석,33426135.0,87.938,88.741,0.27750 (100.2775),6 9,2024/09/04 14:51:54,
9,110,1098150316,(주)건우통신,노형환,분석,33426565.0,87.939,88.742,0.27880 (100.2788),10 15,2024/09/04 10:02:51,
10,111,3148701175,주식회사 윈스타비투비,강가현,분석,33426800.0,87.94,88.742,0.27951 (100.27951),14 11,2024/09/02 10:03:15,
11,112,2208727337,주식회사주니파워네트웍스,노병준,분석,33426930.0,87.94,88.743,0.27990 (100.2799),5 9,2024/09/03 09:46:42,
12,113,1928702481,주식회사 크랜베리,이은혜,분석,33427220.0,87.941,88.743,0.28078 (100.28078),9 5,2024/09/02 17:15:52,
13,114,1188117816,(주)영원정보통신,전춘식,분석,33427952.0,87.943,88.745,0.28300 (100.283),10 9,2024/09/03 14:50:02,
14,115,2037683508,우리통신네트워크,김만수,분석,33428220.0,87.944,88.746,0.28381 (100.28381),4 6,2024/09/04 06:13:14,
15,116,2148781807,(주)창리정보통신,정종호,분석,33428349.0,87.944,88.746,0.28420 (100.2842),3 7,2024/09/05 09:14:27,
16,117,2028136990,(주)무궁화전자,이효형,분석,33428800.0,87.945,88.748,0.28556 (100.28556),12 1,2024/09/03 13:55:05,
17,118,4578701128,주식회사 공유테크,류갑일,분석,33428810.0,87.945,88.748,0.28559 (100.28559),11 10,2024/09/03 07:58:07,
18,119,1078682044,명승파워넷 주식회사,공건식,분석,33428880.0,87.946,88.748,0.28580 (100.2858),1 4,2024/09/03 10:55:02,
