,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1098161598,(주)삼우씨앤에스  [최종낙찰],이기만,분석,64350760,87.747,88.179,-0.29131 (99.70869),7 14,2024/03/04 10:51:02,
1,2,2148705513,주식회사 케이이에스 전기공사,강성진,분석,64352108,87.749,88.181,-0.28920 (99.7108),14 1,2024/03/05 08:52:23,
2,3,2140875125,삼화전기정보통신공사,석동욱,분석,64352490,87.749,88.181,-0.28860 (99.7114),2 14,2024/02/29 17:47:54,
3,4,2048620636,(주)유시스,이경재,분석,64353300,87.75,88.182,-0.28734 (99.71266),5 6,2024/02/28 11:58:20,
4,5,2138800230,주식회사 성민전기통신,홍종애,분석,64353706,87.751,88.183,-0.28670 (99.7133),15 5,2024/03/05 20:35:55,
5,6,1358131171,(주)금성전기통신공사,김윤환,분석,64354990,87.753,88.185,-0.28470 (99.7153),5 7,2024/03/04 10:28:10,
6,7,2628802128,주식회사 성우일렉콤,최종국,분석,64356080,87.754,88.186,-0.28300 (99.717),10 3,2024/02/29 10:12:22,
7,8,1088603552,주식회사 아이앤씨테크,전민호,분석,64359090,87.759,88.19,-0.27830 (99.7217),15 8,2024/03/05 08:38:01,
8,9,1178124861,케이이피엔지니어링(주),박성진,분석,64359470,87.759,88.191,-0.27770 (99.7223),1 3,2024/03/05 14:58:16,
9,10,1018635413,(주)씨유앰앤아이,김정순,분석,64359980,87.76,88.192,-0.27691 (99.72309),6 14,2024/02/29 09:34:32,
10,11,2048197877,주식회사 그린주의,김현미,분석,64360336,87.761,88.192,-0.27635 (99.72365),13 3,2024/03/06 08:34:38,
11,12,7968600745,마스트아이엔씨 주식회사,전병호,분석,64361520,87.762,88.194,-0.27450 (99.7255),6 2,2024/03/01 12:13:48,
12,13,1208799720,주식회사 틴들코리아,백성주,분석,64363180,87.765,88.196,-0.27191 (99.72809),9 14,2024/03/05 14:55:19,
13,14,5298103040,주식회사 명성이앤티,박명훈,분석,64363500,87.765,88.196,-0.27141 (99.72859),13 15,2024/03/04 13:24:26,
14,15,2078141917,합자회사 대성전업상사,권기원,분석,64363610,87.765,88.197,-0.27124 (99.72876),9 2,2024/03/04 17:11:43,
15,16,1138159301,삼인제어시스템 주식회사,최민성,분석,64363620,87.765,88.197,-0.27122 (99.72878),13 6,2024/03/04 16:58:39,
16,17,2148675138,(주)대호아이티에스,임진덕,분석,64364080,87.766,88.197,-0.27050 (99.7295),11 1,2024/03/05 09:43:03,
17,18,2188101953,주식회사 비츠로시스,이기재,분석,64366000,87.769,88.2,-0.26751 (99.73249),7 9,2024/03/04 09:12:08,
18,19,1065089370,성도전자,송무선,분석,64366320,87.769,88.2,-0.26701 (99.73299),11 13,2024/02/29 10:40:12,
19,20,2048626080,주식회사 엘제이이엔지,임성희,분석,64367100,87.771,88.201,-0.26579 (99.73421),13 8,2024/03/02 11:48:42,
20,21,2068601178,주식회사 해인이티에프,오재근,분석,64368204,87.772,88.203,-0.26406 (99.73594),14 4,2024/03/06 07:57:47,
21,22,2078147814,(주)대호엔지니어링,윤용상,분석,64369830,87.775,88.205,-0.26152 (99.73848),7 5,2024/03/05 13:33:21,
22,23,1138672575,주식회사 시스메이트,정종균,분석,64369970,87.775,88.205,-0.26131 (99.73869),10 11,2024/03/05 14:41:51,
23,24,2148842024,주식회사 에이번,김지윤,분석,64371120,87.776,88.207,-0.25951 (99.74049),14 2,2024/03/05 16:43:44,
24,25,1078162422,프라미스유 주식회사,박정은,분석,64371380,87.777,88.207,-0.25910 (99.7409),11 12,2024/03/05 22:32:01,
25,26,2021067983,엘지전자통신공사,최태익,분석,64374454,87.781,88.211,-0.25430 (99.7457),6 2,2024/03/04 09:15:16,
26,27,1208762238,(주)컴스정보기술,김응관,분석,64376214,87.784,88.214,-0.25155 (99.74845),12 5,2024/03/05 09:04:00,
