,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1978600685,주식회사 에스에이텍  [최종낙찰],남기출,분석,285558830,85.0,87.745,88.747,0.25629 (100.25629),15 8,2024/03/15 08:59:54,
1,2,1068188579,(주)키월드정보통신,김영범,분석,285564200,85.0,87.746,88.749,0.25820 (100.2582),12 9,2024/03/14 18:18:42,
2,3,1208137120,(주)지티일렉콘,고광열,분석,285565500,85.0,87.747,88.749,0.25866 (100.25866),8 12,2024/03/15 08:49:11,
3,4,1048120291,청음통신 주식회사,임광희,분석,285569400,85.0,87.748,88.751,0.26004 (100.26004),11 14,2024/03/15 09:25:05,
4,5,1108175622,동해아이앤티(주),이기봉,분석,285573500,85.0,87.749,88.752,0.26149 (100.26149),14 13,2024/03/15 10:45:30,
5,6,1188109975,(주)부광네트워크,박경진,분석,285591300,85.2,87.755,88.758,0.26780 (100.2678),3 15,2024/03/14 14:24:55,
6,7,1138163218,(주)신성하이텍,성성모,분석,285628426,85.4,87.768,88.769,0.28094 (100.28094),7 3,2024/03/15 10:05:43,
7,8,6378801279,주식회사정암정보통신,조강수,분석,285637600,85.4,87.771,88.772,0.28419 (100.28419),12 4,2024/03/13 14:12:21,
8,9,2140875125,삼화전기정보통신공사,석동욱,분석,285637610,85.4,87.771,88.772,0.28420 (100.2842),5 9,2024/03/13 16:51:52,
9,10,1068603240,태경이엘피 주식회사,김평석,분석,285641239,85.4,87.772,88.773,0.28548 (100.28548),4 2,2024/03/14 23:11:25,
10,11,1018675701,주식회사 두이정보통신,정영희,분석,285643743,85.4,87.773,88.774,0.28637 (100.28637),6 10,2024/03/14 10:36:36,
11,12,1068601621,주식회사 동양타브,이세근,분석,285643820,85.4,87.773,88.774,0.28640 (100.2864),14 3,2024/03/14 19:04:32,
12,13,1408169475,주식회사 제이앤제이파워스,박재옥,분석,285644900,85.4,87.773,88.774,0.28678 (100.28678),13 7,2024/03/14 09:50:32,
13,14,1138694415,건웅정보통신 주식회사,김지유,분석,285656802,85.6,87.777,88.778,0.29100 (100.291),13 2,2024/03/13 15:12:05,
14,15,1078140904,대월기전(주),김승연,분석,285670740,85.6,87.782,88.782,0.29593 (100.29593),6 13,2024/03/15 08:32:12,
15,16,2148888151,주식회사 씨앤피테크,제해동,분석,285670920,85.6,87.782,88.782,0.29600 (100.296),7 3,2024/03/13 16:07:41,
16,17,4918100826,키엔컴아이엔씨 주식회사,이현지,분석,285673685,85.6,87.783,88.783,0.29698 (100.29698),15 6,2024/03/13 14:12:06,
17,18,2068650742,한선씨앤씨 주식회사,장홍식,분석,285675775,85.6,87.783,88.784,0.29772 (100.29772),7 2,2024/03/14 10:19:33,
18,19,2118691240,거성일렉콤(주),박성래,분석,285687801,85.8,87.787,88.787,0.30198 (100.30198),9 8,2024/03/13 14:01:16,
19,20,2298119773,양우건설 주식회사,고문철,분석,285696330,85.8,87.79,88.79,0.30500 (100.305),12 9,2024/03/14 10:57:52,
20,21,1138663611,주식회사 엠브이씨앤에스,오남림,분석,285696920,85.8,87.79,88.79,0.30520 (100.3052),4 1,2024/03/14 15:56:47,
21,22,1068194620,(주)합동전자산업,정호원,분석,285698580,85.8,87.791,88.791,0.30579 (100.30579),7 6,2024/03/14 19:15:25,
22,23,1078677070,씨지에스아이티(주),최규식,분석,285701966,85.8,87.792,88.792,0.30699 (100.30699),6 2,2024/03/14 15:13:09,
23,24,1198653668,에코아이넷(주),박은희,분석,285703104,85.8,87.792,88.792,0.30740 (100.3074),9 15,2024/03/14 09:15:01,
24,25,1068674084,주식회사월드아이,신영구,분석,285708750,85.8,87.794,88.794,0.30940 (100.3094),15 8,2024/03/15 09:01:57,
25,26,1078155407,(주)윤익계전,안용준,분석,285716850,86.0,87.797,88.797,0.31226 (100.31226),9 1,2024/03/13 15:47:55,
26,27,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,285719760,86.0,87.798,88.797,0.31329 (100.31329),12 2,2024/03/14 09:33:02,
27,28,1068619820,주식회사유엔콘트롤,남성모,분석,285721160,86.0,87.798,88.798,0.31379 (100.31379),9 6,2024/03/14 13:19:12,
28,29,2448601409,주식회사 지투넥스,김용태,분석,285723149,86.0,87.799,88.798,0.31450 (100.3145),5 15,2024/03/13 16:40:40,
29,30,1018211295,사단법인 한국장애인이워크협회,조무호,분석,285724600,86.0,87.799,88.799,0.31501 (100.31501),10 11,2024/03/14 09:51:33,
30,31,2158197106,주식회사통해,전용일,분석,285726432,86.0,87.8,88.8,0.31566 (100.31566),15 2,2024/03/14 09:03:14,
31,32,4318600057,주식회사 엘제이텍,전용준,분석,285731619,86.0,87.802,88.801,0.31750 (100.3175),13 10,2024/03/14 13:31:33,
32,33,1328127945,부민통신 주식회사,박창욱,분석,285734726,86.0,87.803,88.802,0.31860 (100.3186),3 1,2024/03/14 10:30:13,
33,34,2148647194,투앤원정보통신주식회사,서승호,분석,285741218,86.2,87.805,88.804,0.32090 (100.3209),11 12,2024/03/13 16:21:13,
34,35,1058740405,(주)화성이엔지,김택환,분석,285742716,86.2,87.805,88.805,0.32143 (100.32143),10 6,2024/03/13 16:10:30,
35,36,1108175767,(주)에스에이치전기,김성태,분석,285745171,86.2,87.806,88.805,0.32230 (100.3223),8 11,2024/03/13 20:58:27,
36,37,1198173261,주식회사 현대네트웍기술,조성익,분석,285752230,86.2,87.809,88.808,0.32480 (100.3248),2 14,2024/03/13 16:21:31,
37,38,5048133604,주식회사다온네트웍스,김진환,분석,285753920,86.2,87.809,88.808,0.32539 (100.32539),12 14,2024/03/14 08:47:23,
38,39,2208180951,엘지정보기술(주),엄태원,분석,285755050,86.2,87.809,88.808,0.32579 (100.32579),3 4,2024/03/14 14:59:54,
