,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1148135087,장한전산(주)  [최종낙찰],이상철,분석,93682516,85.0,87.747,88.418,-0.18732 (99.81268),6 10,2024/07/01 11:40:30,
1,2,1288138083,주식회사 유앤후레쉬,우재명,분석,93682950,85.0,87.747,88.419,-0.18686 (99.81314),15 10,2024/07/01 21:04:33,
2,3,2068125404,(주)대경인트라넷,이강열,분석,93684440,85.0,87.748,88.42,-0.18525 (99.81475),9 2,2024/07/01 15:50:37,
3,4,2038149028,대륭중공건설(주),박임우,분석,93685324,85.0,87.749,88.421,-0.18430 (99.8157),4 14,2024/07/01 15:01:23,
4,5,2068165615,(주)아이커머,조상현,분석,93688112,85.0,87.752,88.424,-0.18130 (99.8187),8 5,2024/07/01 09:49:58,
5,6,3738701418,주식회사 에스비넷,허훈,분석,93688270,85.0,87.752,88.424,-0.18113 (99.81887),11 4,2024/06/28 13:45:55,
6,7,1098603050,(주)이루기술,박지현,분석,93688580,85.0,87.753,88.424,-0.18080 (99.8192),13 11,2024/07/01 09:19:23,
7,8,1198181214,엔텍월드주식회사,안병립,분석,93689030,85.0,87.753,88.425,-0.18032 (99.81968),3 12,2024/07/02 09:40:35,
8,9,2118138895,주식회사 나라컨트롤,문찬혁,분석,93689054,85.0,87.753,88.425,-0.18029 (99.81971),6 1,2024/06/27 14:13:16,
9,10,2148781807,(주)창리정보통신,정종호,분석,93691274,85.2,87.755,88.427,-0.17790 (99.8221),6 5,2024/07/02 09:26:51,
10,11,2068184285,주식회사 진명파워택,이명규,분석,93692550,85.2,87.757,88.428,-0.17653 (99.82347),2 11,2024/07/02 09:33:06,
11,12,1180673427,한마음정보시스템,정인숙,분석,93692865,85.2,87.757,88.428,-0.17619 (99.82381),12 6,2024/06/25 09:49:13,
12,13,2048651425,주식회사 메이사운드,심문섭,분석,93692940,85.2,87.757,88.428,-0.17611 (99.82389),12 6,2024/07/01 14:27:30,
13,14,8228700717,주식회사 해나정보통신,이창현,분석,93693783,85.2,87.758,88.429,-0.17520 (99.8248),3 6,2024/06/27 14:54:15,
14,15,2068124123,(주)세양텔레콤,김한섭,분석,93695550,85.2,87.76,88.431,-0.17330 (99.8267),11 8,2024/06/28 08:55:49,
15,16,2148798098,주식회사 에이스뷰,김종오,분석,93696900,85.2,87.761,88.432,-0.17185 (99.82815),8 2,2024/06/28 10:02:37,
16,17,2118899396,주식회사 피에스콤,최정환,분석,93699779,85.2,87.764,88.435,-0.16876 (99.83124),14 10,2024/06/28 17:05:10,
17,18,1058714080,(주) 한일이앤에스,박완교,분석,93700536,85.4,87.765,88.435,-0.16794 (99.83206),8 1,2024/07/01 11:34:26,
18,19,1068681756,주식회사 융창,이재진,분석,93700800,85.4,87.765,88.436,-0.16766 (99.83234),13 6,2024/06/28 13:46:32,
19,20,2158693084,주식회사 온파워아이앤티,송종희,분석,93706500,85.4,87.771,88.441,-0.16153 (99.83847),14 8,2024/07/01 10:28:44,
20,21,1068178635,(주)지아이테크놀러지,홍영우,분석,93707400,85.4,87.772,88.442,-0.16056 (99.83944),8 9,2024/06/27 14:16:32,
21,22,1078162422,프라미스유 주식회사,박정은,분석,93709400,85.4,87.774,88.444,-0.15841 (99.84159),14 8,2024/07/01 22:45:03,
22,23,2158171649,(주)삼삼통신기술,이성오,분석,93710800,85.6,87.775,88.445,-0.15690 (99.8431),9 8,2024/07/01 09:00:22,
23,24,2158774589,주식회사 스카이코어,최명훈,분석,93714700,85.6,87.779,88.449,-0.15271 (99.84729),13 14,2024/06/28 11:08:11,
24,25,2158769714,주식회사 누리엔에스,박봉기,분석,93714880,85.6,87.779,88.449,-0.15251 (99.84749),8 15,2024/06/28 16:28:27,
25,26,2068650742,한선씨앤씨 주식회사,장홍식,분석,93716660,85.6,87.781,88.451,-0.15060 (99.8494),5 15,2024/06/26 11:13:35,
26,27,2048137258,대신엔에스(주),정동진,분석,93716750,85.6,87.781,88.451,-0.15050 (99.8495),14 10,2024/06/28 10:41:16,
27,28,2208865207,주식회사 소나텍,최성욱,분석,93716979,85.6,87.782,88.451,-0.15025 (99.84975),8 3,2024/06/27 10:27:06,
28,29,1048607916,대신브이씨에스주식회사,김창선,분석,93717210,85.6,87.782,88.451,-0.15001 (99.84999),9 13,2024/06/27 14:30:51,
29,30,1138163218,(주)신성하이텍,성성모,분석,93717908,85.6,87.782,88.452,-0.14926 (99.85074),13 6,2024/07/01 09:57:17,
30,31,1078746443,(주)라인테크놀로지,유현식,분석,93719378,85.6,87.784,88.453,-0.14767 (99.85233),6 9,2024/06/27 16:27:53,
31,32,7598100611,에스트랜스포트 주식회사,최제이미장국,분석,93719810,85.6,87.784,88.454,-0.14721 (99.85279),11 12,2024/06/28 09:12:36,
32,33,8018600805,세인트로그 주식회사,김세연,분석,93720558,85.8,87.785,88.454,-0.14640 (99.8536),1 10,2024/06/29 23:52:11,
33,34,1068188579,(주)키월드정보통신,김영범,분석,93722240,85.8,87.787,88.456,-0.14460 (99.8554),1 12,2024/07/01 09:44:55,
34,35,1358178502,주식회사 디알네트웍스,이기영,분석,93722500,85.8,87.787,88.456,-0.14432 (99.85568),5 15,2024/06/27 14:17:07,
35,36,5208801248,주식회사 해주정보통신,임나영,분석,93724270,85.8,87.789,88.458,-0.14241 (99.85759),2 13,2024/07/01 09:04:05,
36,37,1058680303,주식회사 제이엔디케이,이재식,분석,93724900,85.8,87.79,88.458,-0.14173 (99.85827),11 1,2024/06/28 11:19:28,
37,38,1068619761,(주) 한걸음정보통신,정진원,분석,93727670,85.8,87.792,88.461,-0.13875 (99.86125),13 12,2024/06/28 18:24:00,
38,39,1318174028,"주식회사 에이치케이 (HK Co., Ltd.)",장해각,분석,93729036,85.8,87.794,88.462,-0.13729 (99.86271),2 12,2024/07/01 09:27:18,
