,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1198602494,(주) 네오인아이텍  [최종낙찰],이경미,분석,949221900.0,75.0,87.745,88.225,-0.37071 (99.62929),10 6,2024/08/14 14:34:04,
1,2,5568600846,주식회사 아이콘정보통신,박종일,분석,949235000.0,75.0,87.746,88.226,-0.36932 (99.63068),10 2,2024/08/14 14:47:30,
2,3,2068632045,주식회사 티볼리씨앤씨,박주흠,분석,949268305.0,75.0,87.749,88.229,-0.36579 (99.63421),12 8,2024/08/19 09:15:02,
3,4,2118716350,(주)비엔인더스트리,이재혁,분석,949274770.0,75.0,87.75,88.229,-0.36511 (99.63489),10 9,2024/08/14 13:55:39,
4,5,1098154781,(주)공항엔지니어링,박필립,분석,949284220.0,75.0,87.751,88.23,-0.36410 (99.6359),1 15,2024/08/15 10:48:50,
5,6,1058630797,주식회사 이디엔텍,김기영,분석,949321030.0,75.2,87.755,88.234,-0.36020 (99.6398),3 11,2024/08/16 16:02:07,
6,7,2148194561,주식회사 해오름이엔씨,김길수,분석,949337079.0,75.2,87.756,88.235,-0.35850 (99.6415),15 6,2024/08/14 11:10:56,
7,8,1288160023,지앤티테크주식회사,박정수,분석,949342980.0,75.2,87.757,88.236,-0.35788 (99.64212),15 7,2024/08/14 10:55:08,
8,9,3568102176,주식회사 코맥스강북점,이재명,분석,949344600.0,75.2,87.757,88.236,-0.35771 (99.64229),13 6,2024/08/16 16:43:39,
9,10,2148885547,주식회사 디앤와이코리아,손경탁,분석,949390890.0,75.2,87.762,88.24,-0.35280 (99.6472),14 3,2024/08/14 11:06:41,
10,11,4178802112,주식회사 팬택씨앤아이엔지니어링,신광식,분석,949393730.0,75.2,87.762,88.24,-0.35250 (99.6475),4 10,2024/08/16 09:55:46,
11,12,3058123509,중앙통신 주식회사,한의동,분석,949402220.0,75.2,87.763,88.241,-0.35160 (99.6484),4 12,2024/08/14 10:13:43,
12,13,1088165228,(주)콤텍피엔씨,송기영,분석,949414490.0,75.2,87.764,88.242,-0.35031 (99.64969),2 12,2024/08/19 09:03:18,
13,14,2208895263,주식회사 필립이엔씨,임혜란,분석,949415437.0,75.2,87.764,88.243,-0.35020 (99.6498),2 3,2024/08/14 16:54:02,
14,15,2208104161,대신정보기술 주식회사,이광호,분석,949419200.0,75.2,87.764,88.243,-0.34981 (99.65019),7 12,2024/08/14 15:43:23,
15,16,2158133077,오티씨 주식회사,김희언,분석,949441114.0,75.4,87.767,88.245,-0.34748 (99.65252),13 1,2024/08/19 09:38:33,
16,17,6068665713,주식회사 두배라,김왕섭,분석,949443757.0,75.4,87.767,88.245,-0.34721 (99.65279),7 12,2024/08/14 10:08:19,
17,18,1198182057,주식회사 다온티엔지,남기완,분석,949452250.0,75.4,87.768,88.246,-0.34631 (99.65369),1 8,2024/08/15 19:44:26,
18,19,1178152367,(주)브레인컨설팅,박수영,분석,949461690.0,75.4,87.769,88.247,-0.34531 (99.65469),5 4,2024/08/16 09:35:47,
19,20,2198128106,우선이엔씨(주),김광수,분석,949468000.0,75.4,87.769,88.247,-0.34464 (99.65536),14 15,2024/08/19 08:41:46,
20,21,2118645407,흥일정보통신(주),정본영,분석,949488128.0,75.4,87.771,88.249,-0.34250 (99.6575),14 13,2024/08/16 13:59:25,
21,22,2158774105,주식회사 노비텍,이준영,분석,949506774.0,75.4,87.773,88.251,-0.34053 (99.65947),14 2,2024/08/16 10:46:39,
22,23,1078662029,주식회사 아이티트레인,주영일,분석,949508900.0,75.4,87.773,88.251,-0.34030 (99.6597),2 10,2024/08/14 13:13:54,
23,24,2148768992,주식회사 앤샵,장진화,분석,949509940.0,75.4,87.774,88.251,-0.34019 (99.65981),2 9,2024/08/16 09:05:18,
24,25,3878101598,주식회사 비에스정보통신,우봉석,분석,949511730.0,75.4,87.774,88.251,-0.34000 (99.66),14 11,2024/08/16 09:53:20,
25,26,1288196628,코마정보통신(주),이경수,분석,949523050.0,75.6,87.775,88.253,-0.33881 (99.66119),3 6,2024/08/14 10:47:18,
26,27,2078148017,(주)명신시스템,노근식,분석,949542880.0,75.6,87.777,88.254,-0.33671 (99.66329),9 3,2024/08/14 14:53:11,
27,28,1348199839,주식회사 두두,이서근,분석,949566490.0,75.6,87.779,88.257,-0.33420 (99.6658),9 6,2024/08/16 16:12:28,
28,29,1198601520,주식회사 에스에이치아이앤씨,장덕진,분석,949594810.0,75.6,87.782,88.259,-0.33120 (99.6688),11 15,2024/08/14 11:07:31,
29,30,1138672575,주식회사 시스메이트,정종균,분석,949603300.0,75.6,87.783,88.26,-0.33031 (99.66969),13 15,2024/08/19 08:25:59,
30,31,1078726452,벽산파워 주식회사,송한승,분석,949606135.0,75.6,87.783,88.26,-0.33000 (99.67),8 2,2024/08/14 17:22:13,
31,32,1068619820,주식회사유엔콘트롤,남성모,분석,949607000.0,75.6,87.783,88.26,-0.32991 (99.67009),2 11,2024/08/14 13:54:56,
32,33,1288166463,(주)대운전설,김지환,분석,949627849.0,75.8,87.785,88.262,-0.32770 (99.6723),2 8,2024/08/18 18:32:21,
33,34,2068125404,(주)대경인트라넷,이강열,분석,949629270.0,75.8,87.785,88.262,-0.32755 (99.67245),9 14,2024/08/14 16:36:09,
34,35,1120180788,대성미디어,김상봉,분석,949645790.0,75.8,87.787,88.264,-0.32580 (99.6742),15 14,2024/08/16 06:48:26,
35,36,1168155492,주식회사 코콤텍,고성춘,분석,949652390.0,75.8,87.788,88.265,-0.32511 (99.67489),4 1,2024/08/14 14:31:59,
36,37,3128196859,주식회사 가델,김정민,분석,949653100.0,75.8,87.788,88.265,-0.32503 (99.67497),2 3,2024/08/14 21:39:36,
37,38,1068147942,태양이엠씨(주),선오규,분석,949654280.0,75.8,87.788,88.265,-0.32491 (99.67509),15 9,2024/08/19 09:11:17,
38,39,6148102219,톱텔레콤(주),김기용,분석,949656230.0,75.8,87.788,88.265,-0.32470 (99.6753),6 7,2024/08/15 20:11:25,
39,40,2158168163,블루엔이(주),정홍채,분석,949660800.0,75.8,87.789,88.265,-0.32421 (99.67579),9 14,2024/08/14 10:19:21,
40,41,1078757203,주식회사 비에스파워,정병섭,분석,949667400.0,75.8,87.789,88.266,-0.32352 (99.67648),2 5,2024/08/18 20:54:26,
41,42,1108185552,한양이이씨 주식회사,문주환,분석,949688269.0,75.8,87.791,88.268,-0.32130 (99.6787),1 14,2024/08/14 16:15:17,
42,43,1198629800,주식회사 메카넷,천수연,분석,949692988.0,75.8,87.792,88.268,-0.32081 (99.67919),13 11,2024/08/16 14:44:50,
