,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148105563,(주)인성이엔씨  [최종낙찰],김규만,분석,58322520,87.747,88.144,-0.23010 (99.7699),3 1,2024/09/11 10:45:09,
1,2,1088107572,세빈테크(주),박재영,분석,58322723,87.747,88.144,-0.22975 (99.77025),1 5,2024/09/19 18:04:41,
2,3,1138658592,위너시스텍 주식회사,조용걸,분석,58323100,87.748,88.145,-0.22910 (99.7709),13 11,2024/09/13 10:49:54,
3,4,1068704756,엔씨엔스페이스 주식회사,김찬중,분석,58323120,87.748,88.145,-0.22907 (99.77093),15 11,2024/09/13 13:27:13,
4,5,2048170015,(주)하남통신,김종화,분석,58324237,87.749,88.147,-0.22715 (99.77285),12 4,2024/09/19 15:16:22,
5,6,2708702044,(주)넷원시스템,김두한,분석,58324435,87.75,88.147,-0.22680 (99.7732),6 5,2024/09/19 08:42:39,
6,7,1188105192,(주)효원엔지니어링,진재권,분석,58325423,87.751,88.148,-0.22510 (99.7749),8 7,2024/09/19 08:17:07,
7,8,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,58325890,87.752,88.149,-0.22430 (99.7757),14 1,2024/09/19 07:43:04,
8,9,2100412872,유광미디어,김유성,분석,58326463,87.753,88.15,-0.22331 (99.77669),12 10,2024/09/19 09:25:19,
9,10,2148675138,(주)대호아이티에스,임진덕,분석,58327919,87.755,88.152,-0.22080 (99.7792),10 3,2024/09/13 09:41:26,
10,11,1138663208,주식회사 유영정보통신,박경순,분석,58328750,87.757,88.153,-0.21937 (99.78063),6 7,2024/09/12 15:38:07,
11,12,2148811443,(주)우신지엘에스,문경종,분석,58329770,87.758,88.155,-0.21762 (99.78238),10 9,2024/09/18 21:24:36,
12,13,2148669048,보라정보통신 주식회사,송석상,분석,58330901,87.76,88.157,-0.21567 (99.78433),3 9,2024/09/19 07:39:18,
13,14,1168166913,주식회사케이엠데이타,이강섭,분석,58331518,87.761,88.158,-0.21460 (99.7854),6 2,2024/09/19 16:03:41,
14,15,2148823314,화인정보기술주식회사,이명우,분석,58331520,87.761,88.158,-0.21460 (99.7854),14 1,2024/09/13 08:50:04,
15,16,2158686415,(주)새빛엔에스,양채원,분석,58331540,87.761,88.158,-0.21457 (99.78543),5 2,2024/09/19 15:07:32,
