순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1138176237,주식회사 벽상이앤씨,,분석,237251403,90.204,90.054,-0.5253 (99.4747),8 7,2021/08/13 19:59:29,미심사
2,1308680411,주식회사 비트정보통신,,분석,237253557,90.205,90.055,-0.5244 (99.4756),13 4,2021/08/17 08:24:06,미심사
3,1428800582,엘제이테크 주식회사,,분석,237256649,90.206,90.056,-0.5231 (99.4769),13 4,2021/08/13 16:05:33,미심사
4,3078143613,주식회사 조양테크,,분석,237257000,90.206,90.057,-0.5230 (99.477),2 7,2021/08/13 11:50:09,미심사
5,1283901651,한수전기통신공사,,분석,237261420,90.208,90.058,-0.5211 (99.4789),9 6,2021/08/13 17:06:00,미심사
6,1068669669,(주)일광통신,,분석,237261660,90.208,90.058,-0.5210 (99.479),4 8,2021/08/16 09:48:19,미심사
7,2158706984,도드람정보기술 주식회사,,분석,237264200,90.209,90.059,-0.5200 (99.48),10 6,2021/08/16 12:17:37,미심사
8,2158760391,주식회사 뉴엔스,,분석,237264422,90.209,90.059,-0.5199 (99.4801),1 15,2021/08/13 14:45:27,미심사
9,8228700717,주식회사 해나정보통신,,분석,237265474,90.21,90.06,-0.5194 (99.4806),9 3,2021/08/12 13:03:14,미심사
10,1198606485,주식회사 에이치엠솔루션,,분석,237274310,90.213,90.063,-0.5157 (99.4843),1 3,2021/08/13 12:46:47,미심사
11,1068615367,대성아이넷(주),,분석,237278393,90.215,90.065,-0.5140 (99.486),4 8,2021/08/17 12:33:26,미심사
12,5408800603,금동전기 주식회사,,분석,237279069,90.215,90.065,-0.5137 (99.4863),7 3,2021/08/17 09:12:15,미심사
13,2118716291,(주)유토닉스,,분석,237282033,90.216,90.066,-0.5125 (99.4875),11 10,2021/08/16 13:51:33,미심사
14,1238173692,(주)인트로통신기술,,분석,237285750,90.218,90.067,-0.5109 (99.4891),3 14,2021/08/17 09:56:27,미심사
15,1058606899,이화티티씨(주),,분석,237286629,90.218,90.068,-0.5106 (99.4894),3 13,2021/08/13 16:30:50,미심사
16,6898801402,주식회사 씨엔에스전기통신,,분석,237286700,90.218,90.068,-0.5105 (99.4895),14 8,2021/08/13 18:21:08,미심사
17,1138106099,기전통신(주),,분석,237287500,90.218,90.068,-0.5102 (99.4898),14 15,2021/08/16 17:21:02,미심사
18,2148840477,주식회사 알비에스테크,,분석,237289420,90.219,90.069,-0.5094 (99.4906),4 13,2021/08/17 08:29:03,미심사
19,1278617270,(주)동하통신기술,,분석,237292200,90.22,90.07,-0.5082 (99.4918),14 9,2021/08/12 16:33:23,미심사
20,5768100511,주식회사 태형씨엔씨,,분석,237293549,90.221,90.07,-0.5077 (99.4923),1 12,2021/08/13 09:21:10,미심사
21,1358126192,주식회사 부림,,분석,237296240,90.222,90.071,-0.5065 (99.4935),12 2,2021/08/17 09:09:59,미심사
22,2068603856,앱솔루트시스템(주),,분석,237296718,90.222,90.072,-0.5063 (99.4937),14 2,2021/08/12 16:26:32,미심사
23,1388123137,주식회사 에스시큐리티,,분석,237298865,90.223,90.072,-0.5054 (99.4946),7 13,2021/08/17 10:34:31,미심사
24,5568600846,주식회사 아이콘정보통신,,분석,237300773,90.223,90.073,-0.5046 (99.4954),10 4,2021/08/13 17:14:10,미심사
25,1898700508,주식회사 세종네트웍스,,분석,237301640,90.224,90.073,-0.5043 (99.4957),11 9,2021/08/12 14:44:40,미심사
26,2158168275,천마정보통신(주),,분석,237302000,90.224,90.074,-0.5041 (99.4959),10 9,2021/08/16 21:17:12,미심사
27,1288133230,청석전기(주),,분석,237303630,90.225,90.074,-0.5035 (99.4965),6 12,2021/08/12 10:11:56,미심사
28,6988700036,주식회사 디원이엔지,,분석,237312042,90.228,90.077,-0.4999 (99.5001),6 11,2021/08/13 09:39:03,미심사
29,6728700335,탑스이앤씨 주식회사,,분석,237312504,90.228,90.078,-0.4997 (99.5003),10 6,2021/08/12 09:49:46,미심사
30,1248605945,주식회사 새롬정보통신,,분석,237316430,90.23,90.079,-0.4981 (99.5019),10 1,2021/08/16 13:46:18,미심사
31,2318106102,주식회사 이엔에스네트웍,,분석,237317359,90.23,90.079,-0.4977 (99.5023),6 5,2021/08/12 10:40:39,미심사
32,1258164205,주현전기(주),,분석,237320096,90.231,90.08,-0.4965 (99.5035),14 3,2021/08/16 19:55:24,미심사
33,1108177407,시큐에스주식회사,,분석,237320567,90.231,90.081,-0.4964 (99.5036),12 3,2021/08/15 13:32:12,미심사
34,1138680944,주식회사 세종아이티엘,,분석,237324385,90.233,90.082,-0.4947 (99.5053),15 10,2021/08/17 10:16:42,미심사
35,3018164793,(주)원신정보통신,,분석,237324525,90.233,90.082,-0.4947 (99.5053),2 3,2021/08/17 07:15:50,미심사
36,1108162262,주식회사예원정보통신,,분석,237326140,90.234,90.083,-0.4940 (99.506),14 12,2021/08/13 17:21:34,미심사
37,1138663208,주식회사 유영정보통신,,분석,237327970,90.234,90.083,-0.4932 (99.5068),2 12,2021/08/17 10:07:47,미심사
38,2178134392,(주)씨에스통신기술,,분석,237330823,90.235,90.085,-0.4921 (99.5079),11 12,2021/08/17 10:12:55,미심사
39,1388100487,합자회사동화,,분석,237333200,90.236,90.085,-0.4911 (99.5089),15 10,2021/08/13 16:02:25,미심사
40,1378618335,동서이엔씨 주식회사,,분석,237333686,90.236,90.086,-0.4908 (99.5092),13 12,2021/08/12 15:35:49,미심사
41,1238196749,(주)용화전기통신,,분석,237334400,90.237,90.086,-0.4906 (99.5094),11 13,2021/08/13 15:42:02,미심사
42,1418124656,주식회사 미르종합건설,,분석,237334760,90.237,90.086,-0.4904 (99.5096),3 9,2021/08/13 15:07:38,미심사
43,1248655391,한결이엔지(주),,분석,237337025,90.238,90.087,-0.4894 (99.5106),7 3,2021/08/12 10:12:29,미심사
44,1328182574,다산정보통신(주),,분석,237338460,90.238,90.087,-0.4888 (99.5112),14 10,2021/08/13 09:27:51,미심사
45,1308197047,드림네트웍스 주식회사,,분석,237341080,90.239,90.088,-0.4877 (99.5123),2 15,2021/08/17 09:07:28,미심사
46,2278114656,주식회사 정상네트워크,,분석,237345160,90.241,90.09,-0.4860 (99.514),9 8,2021/08/13 09:09:17,미심사
47,1238604638,삼우통신 주식회사,,분석,237347642,90.242,90.091,-0.4850 (99.515),6 9,2021/08/12 10:00:41,미심사
48,1198157669,주식회사 유진네트웍스,,분석,237348190,90.242,90.091,-0.4848 (99.5152),4 13,2021/08/12 09:23:39,미심사
49,1458601290,주식회사 포스정보통신,,분석,237348600,90.242,90.091,-0.4846 (99.5154),10 2,2021/08/12 16:55:23,미심사
50,1358157661,(주)삼흥정보통신,,분석,237354436,90.245,90.093,-0.4821 (99.5179),7 10,2021/08/12 17:33:01,미심사
51,2158119769,주식회사 남일기업,,분석,237358013,90.246,90.095,-0.4806 (99.5194),5 11,2021/08/17 07:41:50,미심사
52,1138145772,(주)래대테크,,분석,237360356,90.247,90.096,-0.4797 (99.5203),4 12,2021/08/17 09:22:12,미심사
53,1328173997,주식회사 시티,,분석,237362790,90.248,90.097,-0.4786 (99.5214),15 11,2021/08/17 08:53:55,미심사
54,7288700415,주식회사 티엑스텍,,분석,237368678,90.25,90.099,-0.4762 (99.5238),10 9,2021/08/17 09:47:45,미심사
55,1198627971,(주)구주네트웍,,분석,237369220,90.251,90.099,-0.4760 (99.524),9 2,2021/08/13 16:10:06,미심사
56,6898801076,주식회사 위드플러스,,분석,237370415,90.251,90.1,-0.4754 (99.5246),3 8,2021/08/13 17:04:06,미심사
57,1138183136,링크맥스(주),,분석,237374400,90.253,90.101,-0.4738 (99.5262),8 2,2021/08/12 15:21:10,미심사
58,1098172945,(주)마커스코리아,,분석,237378300,90.254,90.103,-0.4721 (99.5279),11 1,2021/08/13 16:02:51,미심사
59,2048181185,(주)쓰리컴에스,,분석,237378842,90.254,90.103,-0.4719 (99.5281),3 8,2021/08/17 10:06:55,미심사
60,1308642339,주식회사 케이엠미디어,,분석,237379121,90.254,90.103,-0.4718 (99.5282),11 7,2021/08/13 09:09:46,미심사
61,7868600807,주식회사 성진에이앤씨,,분석,237384166,90.256,90.105,-0.4697 (99.5303),13 4,2021/08/16 06:15:54,미심사
62,1138655784,주식회사 유씨큐넷,,분석,237386212,90.257,90.106,-0.4688 (99.5312),13 4,2021/08/12 10:07:49,미심사
63,1138157962,(주)하이눈정보통신,,분석,237386550,90.257,90.106,-0.4687 (99.5313),2 10,2021/08/16 16:09:16,미심사
64,2148613923,(주)영국전자,,분석,237386870,90.257,90.106,-0.4686 (99.5314),8 10,2021/08/17 09:12:39,미심사
65,1078626135,주식회사 그린텍아이엔씨,,분석,237387633,90.258,90.106,-0.4682 (99.5318),13 6,2021/08/12 17:35:19,미심사
66,1178124861,케이이피엔지니어링(주),,분석,237388542,90.258,90.106,-0.4678 (99.5322),1 12,2021/08/15 22:07:20,미심사
67,1138175034,(주)윈플러스정보기술,,분석,237389568,90.259,90.107,-0.4674 (99.5326),9 11,2021/08/17 09:04:46,미심사
68,1088159691,(주)다우텔레콤,,분석,237389974,90.259,90.107,-0.4672 (99.5328),6 12,2021/08/17 11:56:18,미심사
69,2318110057,주식회사 제이씨정보통신,,분석,237391580,90.259,90.108,-0.4666 (99.5334),2 3,2021/08/14 14:31:29,미심사
70,2208709343,유텔레콤주식회사,,분석,237394281,90.26,90.109,-0.4654 (99.5346),2 4,2021/08/13 09:16:18,미심사
71,1388172114,주식회사 더콘솔,,분석,237394740,90.261,90.109,-0.4653 (99.5347),6 1,2021/08/12 11:26:10,미심사
72,1368108673,삼덕전기(주),,분석,237396186,90.261,90.109,-0.4646 (99.5354),13 12,2021/08/17 08:26:30,미심사
73,1248706897,주식회사 국보정보통신,,분석,237401272,90.263,90.111,-0.4625 (99.5375),12 2,2021/08/13 09:57:40,미심사
74,2118743406,보성통신기술(주),,분석,237404463,90.264,90.112,-0.4612 (99.5388),15 10,2021/08/17 10:09:04,미심사
75,2538800164,주식회사두리넷,,분석,237405200,90.265,90.113,-0.4609 (99.5391),1 14,2021/08/13 16:30:58,미심사
76,2158603049,유니넷텍(주),,분석,237411920,90.267,90.115,-0.4580 (99.542),7 12,2021/08/15 07:49:20,미심사
77,1258147939,(주)중앙컴정보통신,,분석,237412368,90.268,90.115,-0.4579 (99.5421),14 7,2021/08/16 08:55:13,미심사
78,2178113330,(주)오성에스이엠,,분석,237413986,90.268,90.116,-0.4572 (99.5428),7 1,2021/08/12 16:52:19,미심사
79,1298683835,주식회사 씨엔케이솔루션,,분석,237415254,90.269,90.117,-0.4566 (99.5434),6 14,2021/08/17 06:57:02,미심사
80,1018197466,주식회사콤위즈,,분석,237416447,90.269,90.117,-0.4561 (99.5439),1 11,2021/08/13 11:28:53,미심사
81,1218199473,(주)진성정보통신,,분석,237417410,90.27,90.117,-0.4557 (99.5443),11 2,2021/08/13 13:40:58,미심사
82,2068188409,주식회사 넥스파시스템,,분석,237419548,90.27,90.118,-0.4548 (99.5452),11 7,2021/08/17 13:32:34,미심사
83,2068120414,(주)일광기업,,분석,237422409,90.272,90.119,-0.4536 (99.5464),4 6,2021/08/14 16:59:52,미심사
84,1888601171,에이케이에스정보주식회사,,분석,237425510,90.273,90.12,-0.4523 (99.5477),3 13,2021/08/16 02:21:03,미심사
85,1228167163,하이테크텔(주),,분석,237426703,90.273,90.121,-0.4518 (99.5482),2 6,2021/08/16 19:52:47,미심사
86,2148798652,주식회사 성암전력,,분석,237427048,90.273,90.121,-0.4517 (99.5483),14 4,2021/08/17 09:04:52,미심사
87,1058192352,한아름정보통신(주),,분석,237436750,90.277,90.125,-0.4476 (99.5524),6 2,2021/08/12 15:06:12,미심사
88,7078100041,주식회사 보가텍,,분석,237436958,90.277,90.125,-0.4475 (99.5525),1 8,2021/08/17 13:52:13,미심사
89,1108609224,주식회사 두루스코,,분석,237439177,90.278,90.126,-0.4466 (99.5534),15 3,2021/08/17 10:26:35,미심사
90,1398115682,백상건설 주식회사,,분석,237441800,90.279,90.127,-0.4455 (99.5545),8 7,2021/08/17 08:57:10,미심사
91,1068152988,주식회사 이고,,분석,237444829,90.28,90.128,-0.4442 (99.5558),10 1,2021/08/13 08:12:19,미심사
92,2148186794,주식회사 리트코,,분석,237445890,90.281,90.128,-0.4438 (99.5562),11 2,2021/08/13 10:17:18,미심사
93,1058111500,이화공영주식회사,,분석,237449000,90.282,90.129,-0.4425 (99.5575),5 3,2021/08/17 09:35:34,미심사
94,1308630323,(주)오앤씨테크,,분석,237452129,90.283,90.131,-0.4412 (99.5588),2 10,2021/08/12 16:28:29,미심사
95,2128148358,(주)명현정보통신,,분석,237453893,90.284,90.131,-0.4404 (99.5596),13 2,2021/08/13 10:18:54,미심사
