순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2158138510,신신이앤씨주식회사,하대청,분석,352024091.0,86.745,87.88,0.22171 (100.22171),,2021/04/13 16:42:55,
2,1208100598,(주)삼지엔지니어링,김동명,분석,352027000.0,86.745,87.88,0.22255 (100.22255),,2021/04/13 15:41:42,
3,1068167098,코스믹전기통신 주식회사,이규선,분석,352027840.0,86.746,87.881,0.22279 (100.22279),,2021/04/12 09:22:34,
4,2148854189,(주)태원전기,김응식,분석,352031322.0,86.747,87.882,0.22379 (100.22379),,2021/04/14 13:29:36,
5,2148626637,(주)아이엔지시스템,김정화,분석,352034750.0,86.748,87.882,0.22478 (100.22478),,2021/04/12 09:46:58,
5,2208604531,주식회사 월드린시스템즈,류준열,분석,352034750.0,86.748,87.882,0.22478 (100.22478),,2021/04/16 10:40:56,
7,2208100563,경창계전 주식회사,이성욱,분석,352038770.0,86.749,87.883,0.22594 (100.22594),,2021/04/09 13:44:40,
8,3578800544,디와이아이앤씨주식회사,주인웅,분석,352055600.0,86.753,87.888,0.23078 (100.23078),,2021/04/15 15:50:16,
9,1108174749,유프로시스(주),김종본,분석,352056680.0,86.753,87.888,0.23109 (100.23109),,2021/04/14 11:41:31,
10,1198637085,(주) 하이네트워크,이준수,분석,352060510.0,86.754,87.889,0.23219 (100.23219),,2021/04/13 10:07:46,
11,1098161598,(주)삼우씨앤에스,송민형,분석,352064680.0,86.756,87.89,0.23340 (100.2334),,2021/04/15 09:53:32,
12,1058199938,삼호전자통신(주),이경희,분석,352065950.0,86.756,87.89,0.23376 (100.23376),,2021/04/14 09:36:29,
13,1208762238,(주)컴스정보기술,김응관,분석,352067807.0,86.756,87.891,0.23429 (100.23429),,2021/04/14 15:54:48,
14,2048137258,대신엔에스(주),정동진,분석,352073640.0,86.758,87.892,0.23597 (100.23597),,2021/04/15 12:34:53,
15,2098101546,교보정보통신(주),이재훈,분석,352088657.0,86.762,87.896,0.24030 (100.2403),,2021/04/14 12:24:47,
16,2178145434,주식회사 한양전자피에이,여동도,분석,352090300.0,86.762,87.896,0.24077 (100.24077),,2021/04/14 17:10:28,
17,2148105563,(주)인성이엔씨,김규만,분석,352092131.0,86.763,87.897,0.24130 (100.2413),,2021/04/09 10:38:08,
18,2128196942,동진이앤씨(주),민진식,분석,352092820.0,86.763,87.897,0.24149 (100.24149),,2021/04/14 17:06:59,
