순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2018603701,소성정보기술 (주),김금남,분석,112303065,87.747,88.622,0.12104 (100.12104),,2021/09/16 09:26:18,
2,2158168163,블루엔이(주),정홍채,분석,112303900,87.748,88.623,0.12179 (100.12179),,2021/09/13 10:35:33,
3,2038149028,대륭중공건설(주),박임우,분석,112307132,87.751,88.626,0.12470 (100.1247),,2021/09/15 17:22:01,
4,1098162433,광명정보통신(주),김형준,분석,112309150,87.752,88.627,0.12651 (100.12651),,2021/09/14 10:27:59,
5,2118698428,테크노빌리지 주식회사,유인목,분석,112312246,87.755,88.63,0.12930 (100.1293),,2021/09/14 18:16:21,
6,1138195331,(주)한남이앤씨,조성호,분석,112315000,87.757,88.632,0.13177 (100.13177),,2021/09/14 21:26:38,
7,4098163161,(주)동우커뮤니케이션,송준성,분석,112315360,87.758,88.632,0.13210 (100.1321),,2021/09/14 09:24:19,
8,1198646212,주식회사 에프에스네트웍스,이화수,분석,112315550,87.758,88.632,0.13227 (100.13227),,2021/09/14 09:08:37,
9,1138157550,뉴코리아전자통신 주식회사,조영순,분석,112316138,87.758,88.633,0.13280 (100.1328),,2021/09/14 08:39:38,
10,2118716291,(주)유토닉스,박찬호,분석,112321137,87.762,88.637,0.13729 (100.13729),,2021/09/15 16:46:04,
11,1198618088,주식회사 하이넷 네트웍스,김동순,분석,112321300,87.763,88.637,0.13744 (100.13744),,2021/09/14 10:34:56,
12,2208602950,(주)세연텔레콤,홍성일,분석,112322540,87.764,88.638,0.13855 (100.13855),,2021/09/09 11:48:27,
13,2168100638,원흥전설(주),이제호,분석,112322600,87.764,88.638,0.13861 (100.13861),,2021/09/15 11:14:57,
14,2208106252,(주)중선아이티씨,김학선,분석,112322810,87.764,88.638,0.13880 (100.1388),,2021/09/15 10:43:04,
15,1198116692,주식회사 서우건설산업,이종근,분석,112324000,87.765,88.639,0.13987 (100.13987),,2021/09/16 09:32:41,
16,1018151776,(주)지디시,김승환,분석,112324920,87.766,88.64,0.14069 (100.14069),,2021/09/15 16:34:15,
17,1078658471,우암정보통신 주식회사,김정훈,분석,112325366,87.766,88.64,0.14109 (100.14109),,2021/09/14 09:32:40,
18,2948601665,누리종합전기 주식회사,천금진,분석,112326100,87.767,88.641,0.14175 (100.14175),,2021/09/13 15:51:38,
19,1188113673,동해정보통신 주식회사,이창원,분석,112326479,87.767,88.641,0.14210 (100.1421),,2021/09/13 16:15:06,
20,1288196628,코마정보통신(주),이경수,분석,112326920,87.767,88.641,0.14249 (100.14249),,2021/09/15 05:06:12,
21,1138175034,(주)윈플러스정보기술,정재원,분석,112327698,87.768,88.642,0.14319 (100.14319),,2021/09/16 09:05:21,
22,2148607396,(주) 리노스,박병근,분석,112328260,87.768,88.642,0.14370 (100.1437),,2021/09/14 11:19:12,
23,1168173694,(주)지엠에스인터내셔날,김형준,분석,112329296,87.769,88.643,0.14463 (100.14463),,2021/09/16 09:15:14,
24,1088604075,청목이앤아이 주식회사,김희경,분석,112331872,87.771,88.645,0.14695 (100.14695),,2021/09/15 17:14:22,
25,2158168275,천마정보통신(주),황범만,분석,112334000,87.773,88.647,0.14886 (100.14886),,2021/09/16 09:41:05,
26,2158669639,(주)한정원,이수환,분석,112337820,87.776,88.65,0.15230 (100.1523),,2021/09/14 16:21:20,
27,2018182230,주식회사 본네트시큐,최수기,분석,112338820,87.777,88.651,0.15319 (100.15319),,2021/09/15 11:55:09,
28,2048137258,대신엔에스(주),정동진,분석,112339470,87.778,88.651,0.15378 (100.15378),,2021/09/14 14:52:11,
29,1058645500,태지종합건설(주),박명호,분석,112342700,87.781,88.654,0.15668 (100.15668),,2021/09/16 09:42:28,
30,2298125412,스크린정보통신(주),조승제,분석,112343600,87.781,88.654,0.15749 (100.15749),,2021/09/15 09:02:43,
30,2048174554,주식회사 창흥텔레콤,진경미,분석,112343600,87.781,88.654,0.15749 (100.15749),,2021/09/16 08:06:44,
32,1408177811,주식회사 네오비젼,유정식,분석,112348300,87.785,88.658,0.16172 (100.16172),,2021/09/14 14:18:20,
33,2158726791,(주)21세기정보기술,송채현,분석,112348827,87.786,88.659,0.16219 (100.16219),,2021/09/15 12:24:13,
34,1018139321,(주)세웅정보통신,장우진,분석,112349273,87.786,88.659,0.16260 (100.1626),,2021/09/14 16:28:41,
35,1088122326,주식회사 주세움정보통신,염인덕,분석,112349495,87.786,88.659,0.16280 (100.1628),,2021/09/16 08:25:35,
36,2048159043,이앤씨텔레콤(주),김진갑,분석,112350710,87.787,88.66,0.16389 (100.16389),,2021/09/15 09:59:12,
37,1088107572,세빈테크(주),박재영,분석,112352118,87.789,88.661,0.16515 (100.16515),,2021/09/16 10:22:32,
38,2118145912,영남전기통신 주식회사,장한목,분석,112354000,87.79,88.663,0.16685 (100.16685),,2021/09/15 09:47:16,
39,2048140753,(주)청효이씨이,이범석,분석,112354700,87.791,88.663,0.16748 (100.16748),,2021/09/14 11:33:50,
40,1180565240,성보전자통신,양행천,분석,112357760,87.793,88.666,0.17023 (100.17023),,2021/09/16 05:02:34,
41,1018144159,주식회사 넥선,박민호,분석,112357946,87.793,88.666,0.17040 (100.1704),,2021/09/15 14:04:38,
42,2118774990,(주)제이에프텍,김중규,분석,112359500,87.795,88.667,0.17179 (100.17179),,2021/09/13 13:50:07,
43,1074870357,영진정보통신,김종규,분석,112362730,87.797,88.67,0.17470 (100.1747),,2021/09/14 17:15:14,
44,1138184945,에스엠티정보기술(주),이묵희,분석,112364979,87.799,88.671,0.17672 (100.17672),,2021/09/15 13:07:50,
45,1208633380,(주)에스에스통신,이종필,분석,112365800,87.8,88.672,0.17746 (100.17746),,2021/09/13 11:00:04,
46,1208742187,주식회사 미소아이티,김재욱,분석,112365980,87.8,88.672,0.17762 (100.17762),,2021/09/14 09:23:55,
47,1088167041,(주)가디엘,최혜심,분석,112369960,87.804,88.675,0.18120 (100.1812),,2021/09/15 16:07:55,
48,2138633324,(주)서경엔씨에스,김진태,분석,112370600,87.804,88.676,0.18178 (100.18178),,2021/09/15 08:58:51,
49,1168111572,남성기전(주),최전남,분석,112372620,87.806,88.677,0.18359 (100.18359),,2021/09/14 16:11:25,
50,2068196840,주식회사 혜성이티에스,이상영,분석,112373735,87.807,88.678,0.18460 (100.1846),,2021/09/15 18:02:11,
51,1148137654,(주)미동이엔씨,이병복,분석,112375403,87.808,88.68,0.18610 (100.1861),,2021/09/16 09:21:42,
52,2148105563,(주)인성이엔씨,김규만,분석,112376070,87.809,88.68,0.18670 (100.1867),,2021/09/09 09:35:44,
53,2018633767,주식회사 명진에스앤씨,이성훈,분석,112376900,87.809,88.681,0.18744 (100.18744),,2021/09/14 09:41:11,
54,1078805018,주식회사 지엔아이테크,박우정,분석,112377100,87.81,88.681,0.18762 (100.18762),,2021/09/13 16:26:01,
55,1118129252,광원전설(주),김영선,분석,112377300,87.81,88.681,0.18780 (100.1878),,2021/09/16 11:27:52,
56,2208886221,주식회사 지엔아이티,윤상병,분석,112378267,87.811,88.682,0.18867 (100.18867),,2021/09/14 15:52:06,
57,1138169250,코리아이지텔주식회사,임규학,분석,112381700,87.813,88.685,0.19176 (100.19176),,2021/09/13 20:29:55,
58,1068180183,보람정보통신서비스(주),정승원,분석,112382000,87.814,88.685,0.19203 (100.19203),,2021/09/13 23:20:44,
59,1018176627,(주)엔터정보통신,이용구,분석,112382185,87.814,88.685,0.19220 (100.1922),,2021/09/15 16:37:49,
60,1058680303,주식회사 제이엔디케이,이재식,분석,112384900,87.816,88.687,0.19464 (100.19464),,2021/09/14 09:37:53,
61,2040371641,한서전자,김영옥,분석,112388000,87.819,88.69,0.19743 (100.19743),,2021/09/14 16:59:31,
62,2128145574,콤시스(주),서경환,분석,112391420,87.822,88.692,0.20050 (100.2005),,2021/09/14 17:11:23,
63,1068651233,(주)나사씨엔에스,신희태,분석,112393304,87.823,88.694,0.20220 (100.2022),,2021/09/15 07:57:49,
64,1198668254,디에스인포시스(주),최혜경,분석,112397780,87.827,88.697,0.20622 (100.20622),,2021/09/10 17:12:37,
65,1188120761,(주)동화이엔씨,이재원,분석,112398300,87.827,88.698,0.20669 (100.20669),,2021/09/14 09:38:18,
66,1198165586,제이케이앤티텔레콤(주),전찬화,분석,112402088,87.831,88.701,0.21010 (100.2101),,2021/09/13 10:07:11,
67,2208165402,서전엔지니어링(주),유경하,분석,112406425,87.834,88.704,0.21400 (100.214),,2021/09/15 16:42:01,
68,1198195493,주식회사 인텍하우징,심인석,분석,112408092,87.836,88.705,0.21550 (100.2155),,2021/09/15 17:39:57,
69,6458700672,주식회사 비앤아이테크,김혜용,분석,112408760,87.836,88.706,0.21610 (100.2161),,2021/09/14 14:55:44,
70,2308103607,주식회사 디케이앤트,양동국,분석,112410460,87.838,88.707,0.21762 (100.21762),,2021/09/13 16:20:43,
71,1208137120,(주)지티일렉콘,고광열,분석,112413208,87.84,88.709,0.22010 (100.2201),,2021/09/16 05:18:21,
72,1208100598,(주)삼지엔지니어링,김동명,분석,112418212,87.844,88.713,0.22460 (100.2246),,2021/09/10 14:45:26,
73,7048701285,주식회사 하랑에스아이,김호중,분석,112418430,87.844,88.714,0.22479 (100.22479),,2021/09/15 09:30:13,
74,1128143733,공간미디어(주),김명숙,분석,112420335,87.846,88.715,0.22651 (100.22651),,2021/09/16 08:26:59,
75,1048159651,(주)성우음향정보통신,송민자,분석,112421102,87.847,88.716,0.22720 (100.2272),,2021/09/16 08:10:20,
76,1138679165,주식회사 드림아이시스템,유원준,분석,112421580,87.847,88.716,0.22763 (100.22763),,2021/09/14 15:58:59,
77,1018639665,(주)한양인프라넷,김주호,분석,112424890,87.85,88.719,0.23060 (100.2306),,2021/09/13 08:09:44,
78,2078129117,경우전기(주),김한정,분석,112426330,87.851,88.72,0.23190 (100.2319),,2021/09/14 11:39:54,
79,2198111833,주식회사 대영아이오티,전인구,분석,112426438,87.851,88.72,0.23199 (100.23199),,2021/09/15 17:03:33,
80,2148619102,유석산업(주),최현호,분석,112426551,87.851,88.72,0.23210 (100.2321),,2021/09/15 17:14:51,
81,1058151176,(주)에스디엠엔씨,조성정,분석,112427723,87.852,88.721,0.23315 (100.23315),,2021/09/15 09:42:37,
82,2218120693,주식회사 일동에너텍,김종삼,분석,112430376,87.854,88.723,0.23554 (100.23554),,2021/09/15 11:18:34,
83,2048161869,(주)근영이엔씨,이성영,분석,112430660,87.855,88.723,0.23579 (100.23579),,2021/09/14 11:39:55,
84,2037666794,금성텔레콤,정용상,분석,112437900,87.861,88.729,0.24230 (100.2423),,2021/09/15 13:41:02,
