순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2058140829,원앤원산업개발(주)  [최종낙찰],배애순,분석,70953290,87.746,88.691,0.39760 (100.3976),5 14,2021/02/03 10:15:34,
2,1058676599,주식회사 비아이엔솔루션,이승엽,분석,70953454,87.746,88.691,0.39783 (100.39783),5 12,2021/02/04 09:29:52,
3,1180565240,성보전자통신,양행천,분석,70957560,87.751,88.696,0.40368 (100.40368),8 7,2021/02/02 08:29:16,
4,2158765528,삼마전기통신 주식회사,고인숙,분석,70958692,87.753,88.698,0.40530 (100.4053),6 15,2021/02/04 06:46:15,
5,2158735193,주식회사 시너젠,윤금란,분석,70959400,87.754,88.699,0.40630 (100.4063),12 3,2021/02/04 09:03:47,
6,1258180919,(주)경일전공,정요진,분석,70962693,87.758,88.703,0.41100 (100.411),1 12,2021/02/03 15:34:38,
7,2078149656,코리아데이타코퍼레이션(주),이기철,분석,70963000,87.758,88.703,0.41143 (100.41143),3 5,2021/02/01 17:25:21,
8,1048636288,(주)엠케이이엔씨,문광일,분석,70963570,87.759,88.704,0.41225 (100.41225),4 15,2021/02/04 08:17:52,
9,1208134161,(주)파코코리아인더스,송재혁,분석,70964658,87.76,88.705,0.41380 (100.4138),5 2,2021/02/03 13:11:12,
10,1108609224,주식회사 두루스코,김옥연,분석,70965536,87.762,88.706,0.41505 (100.41505),14 8,2021/02/04 08:48:59,
11,1018154598,씨엔에스코리아(주),유호태,분석,70966290,87.763,88.707,0.41612 (100.41612),4 5,2021/01/29 11:02:04,
12,1018143596,부기테크(주),은철우,분석,70969400,87.767,88.711,0.42055 (100.42055),3 5,2021/02/03 09:41:35,
13,2148823314,화인정보기술주식회사,이명우,분석,70969980,87.767,88.712,0.42138 (100.42138),13 12,2021/02/04 08:58:41,
14,2048651425,주식회사 메이사운드,심문섭,분석,70972870,87.771,88.716,0.42549 (100.42549),1 9,2021/02/03 15:49:31,
15,1058601287,(주)성산정보시스템,김기주,분석,70973433,87.772,88.716,0.42630 (100.4263),9 1,2021/02/02 17:30:09,
16,1168161465,(주)솔루텍시스템,이인명,분석,70974187,87.773,88.717,0.42737 (100.42737),9 4,2021/02/03 13:25:05,
17,1078682044,명승파워넷 주식회사,공건식,분석,70977290,87.777,88.721,0.43179 (100.43179),5 9,2021/02/03 09:26:30,
18,1108127950,서경전기(주),이종환,분석,70977503,87.777,88.721,0.43209 (100.43209),12 4,2021/02/03 08:45:25,
19,1068167098,코스믹전기통신 주식회사,이규선,분석,70978250,87.778,88.722,0.43316 (100.43316),12 9,2021/02/01 09:14:03,
20,1148135087,장한전산(주),이상철,분석,70980101,87.781,88.725,0.43580 (100.4358),14 3,2021/02/03 08:45:22,
21,1138190302,(주)우리젠,고상원,분석,70980700,87.781,88.725,0.43665 (100.43665),3 9,2021/02/02 09:26:00,
22,1200582335,델타전자통신,이성남,분석,70980943,87.782,88.726,0.43699 (100.43699),8 11,2021/02/04 06:27:52,
23,1058630797,주식회사 이디엔텍,김기영,분석,70982910,87.784,88.728,0.43980 (100.4398),1 3,2021/02/03 17:52:59,
24,5208801248,주식회사 해주정보통신,임나영,분석,70983892,87.786,88.729,0.44120 (100.4412),11 8,2021/02/03 09:32:37,
25,1128107625,(주)삼정전기통신,김상민,분석,70984524,87.786,88.73,0.44210 (100.4421),6 11,2021/02/04 08:11:45,
26,2158148186,시스텍전기통신(주),전진우,분석,70984629,87.787,88.73,0.44225 (100.44225),6 12,2021/02/03 15:46:34,
27,2158197106,주식회사통해,전용일,분석,70984810,87.787,88.731,0.44250 (100.4425),10 15,2021/02/01 20:41:25,
28,2078155629,씨티아이앤아이(주),김덕제,분석,70985085,87.787,88.731,0.44290 (100.4429),1 10,2021/02/03 09:52:09,
29,2148647495,(주)테크스피어,최환수,분석,70987120,87.79,88.733,0.44579 (100.44579),9 10,2021/02/04 09:32:39,
30,1178185645,무원이엔씨 주식회사,염규주,분석,70987820,87.791,88.734,0.44679 (100.44679),1 7,2021/02/02 11:05:48,
31,1138633645,주식회사 와이넷,석지윤,분석,70988260,87.791,88.735,0.44742 (100.44742),7 2,2021/02/01 09:22:21,
32,2290162579,우성전기통신,박노선,분석,70988300,87.791,88.735,0.44748 (100.44748),5 7,2021/02/02 12:33:09,
33,2048601134,주식회사시원에스알아이,김종훈,분석,70991150,87.795,88.738,0.45154 (100.45154),9 3,2021/02/04 09:52:21,
34,2018604618,(주)씨피에스일렉트론,안영균,분석,70991550,87.796,88.739,0.45211 (100.45211),1 12,2021/02/02 14:10:52,
35,1148678591,주식회사엠아이솔텍,최윤정,분석,70992100,87.796,88.74,0.45289 (100.45289),15 2,2021/02/03 17:30:50,
36,2098121862,거우전설주식회사,김영훈,분석,70992709,87.797,88.74,0.45376 (100.45376),8 15,2021/02/03 09:30:46,
37,2108122973,인터컴넷(주),양지호,분석,70992877,87.797,88.741,0.45400 (100.454),2 14,2021/02/02 10:27:01,
38,1098651964,셀코정보기술 주식회사,권영용,분석,70993439,87.798,88.741,0.45480 (100.4548),1 5,2021/02/04 09:02:42,
39,2148626132,(주)오버넷,신창호,분석,70997791,87.804,88.747,0.46100 (100.461),8 11,2021/02/02 17:33:58,
40,1098700045,샘솔정보주식회사,정찬구,분석,71000100,87.807,88.75,0.46429 (100.46429),6 12,2021/02/03 09:39:28,
41,2208197511,(주)다산지앤지,유철종,분석,71000528,87.807,88.75,0.46490 (100.4649),2 13,2021/01/29 15:18:26,
42,8568800361,주식회사 우선기술,정우영,분석,71000669,87.808,88.75,0.46510 (100.4651),13 14,2021/02/01 17:20:47,
43,2078152132,(주)홍남테크,김홍길,분석,71002290,87.81,88.752,0.46741 (100.46741),11 2,2021/02/04 00:15:58,
44,2158669639,(주)한정원,이수환,분석,71005450,87.814,88.756,0.47191 (100.47191),1 10,2021/02/02 17:25:35,
45,1348182624,(주)이앤에스알앤디,이봉희,분석,71005500,87.814,88.756,0.47198 (100.47198),11 14,2021/02/03 08:43:46,
46,2148842024,주식회사 에이번,김지윤,분석,71005510,87.814,88.756,0.47199 (100.47199),10 5,2021/02/01 16:19:59,
47,2118620935,주식회사 한양티이씨,조형국,분석,71007969,87.817,88.759,0.47550 (100.4755),12 4,2021/02/03 21:32:00,
48,2068165221,유니슨전기(주),유창진,분석,71008461,87.818,88.76,0.47620 (100.4762),5 3,2021/01/28 15:41:52,
49,2128611287,현민전기주식회사,김응민,분석,71008952,87.818,88.761,0.47690 (100.4769),9 1,2021/02/03 09:24:32,
50,1198649596,주식회사 원넷시스,김성식,분석,71010100,87.82,88.762,0.47853 (100.47853),13 15,2021/02/03 10:25:28,
51,1018663767,비케이전기통신 주식회사,유봉근,분석,71014290,87.825,88.767,0.48450 (100.4845),8 15,2021/02/03 16:06:06,
52,1118114477,주식회사 대흥데이타통신,박상영,분석,71015410,87.827,88.769,0.48610 (100.4861),3 11,2021/02/02 15:34:56,
53,1068616819,(주)현성인포컴,박홍수,분석,71015750,87.827,88.769,0.48658 (100.48658),10 7,2021/02/04 09:31:52,
54,5518100318,주식회사 씨스테크,류니나,분석,71028950,87.845,88.786,0.50538 (100.50538),10 8,2021/02/03 23:37:28,
55,1188108054,대한신호(주),안종석,분석,71033590,87.851,88.791,0.51199 (100.51199),11 6,2021/02/02 19:44:50,
56,1288138083,(주)유앤후레쉬,우재명,분석,71034460,87.852,88.793,0.51323 (100.51323),11 9,2021/02/03 21:58:34,
57,1074870357,영진정보통신,김종규,분석,71034710,87.852,88.793,0.51359 (100.51359),14 5,2021/02/01 17:17:48,
58,4108607408,주식회사 천운정보통신,김복중,분석,71034900,87.852,88.793,0.51386 (100.51386),10 9,2021/02/03 09:10:50,
59,2208865207,주식회사 소나텍,최성욱,분석,71035065,87.853,88.793,0.51410 (100.5141),5 14,2021/02/02 10:17:03,
60,2048137258,대신엔에스(주),정동진,분석,71037200,87.855,88.796,0.51714 (100.51714),12 9,2021/02/03 16:03:26,
61,2088115955,대건통신건설(주),양승범,분석,71038290,87.857,88.797,0.51869 (100.51869),12 9,2021/02/03 13:52:34,
62,1208711248,(주)리얼아이씨티,변성암,분석,71038510,87.857,88.798,0.51900 (100.519),15 1,2021/02/04 09:32:21,
63,2058139910,우현전기(주),채광식,분석,71040960,87.86,88.801,0.52249 (100.52249),10 6,2021/02/04 09:14:33,
64,1074968483,국제정보통신,조광자,분석,71041172,87.861,88.801,0.52280 (100.5228),1 8,2021/01/29 10:02:54,
65,4098163161,(주)동우커뮤니케이션,송준성,분석,71042400,87.862,88.803,0.52455 (100.52455),8 7,2021/02/02 17:46:42,
66,1088178984,(주)포소드,마명철,분석,71044190,87.864,88.805,0.52710 (100.5271),15 10,2021/02/03 09:23:38,
67,1118101759,신원전설(주),심한섭,분석,71045310,87.866,88.806,0.52869 (100.52869),10 7,2021/02/03 09:29:10,
68,1068641109,주식회사 피앤지텍,조홍길,분석,71048500,87.87,88.81,0.53324 (100.53324),11 12,2021/01/29 10:15:46,
69,2068617141,(주)텔코아,황민석,분석,71052550,87.875,88.815,0.53900 (100.539),11 4,2021/02/02 17:11:02,
70,1138655784,주식회사 유씨큐넷,김경,분석,71053316,87.876,88.816,0.54010 (100.5401),13 3,2021/01/29 09:06:26,
71,2068611905,(주)한포넷,이현우,분석,71059278,87.884,88.824,0.54859 (100.54859),1 15,2021/02/03 09:21:24,
72,2208680918,(주)엠디엠알,이재원,분석,71064617,87.891,88.83,0.55620 (100.5562),4 15,2021/02/02 20:27:30,
73,2208798467,주식회사 태산이에이지,최홍석,분석,71068477,87.896,88.835,0.56169 (100.56169),7 6,2021/02/03 10:41:44,
74,1058164176,(주)신보파워텍,공민우,분석,71070100,87.898,88.837,0.56401 (100.56401),7 9,2021/02/03 14:26:15,
75,1198123174,주식회사 도래정보시스템,이은숙,분석,71073610,87.903,88.842,0.56901 (100.56901),12 13,2021/02/03 09:14:27,
76,2208727337,주식회사주니파워네트웍스,노병준,분석,71075290,87.905,88.844,0.57140 (100.5714),8 1,2021/02/01 16:15:52,
77,1138157962,(주)하이눈정보통신,박종우,분석,71078580,87.909,88.848,0.57609 (100.57609),15 7,2021/02/03 16:07:42,
78,2158138830,주식회사와이드이엔씨,최주섭,분석,71080380,87.912,88.85,0.57865 (100.57865),1 15,2021/02/03 10:29:31,
79,2558600773,주식회사 대건전력,박미영,분석,71080692,87.912,88.85,0.57910 (100.5791),2 10,2021/02/03 08:36:05,
80,1188111452,동화전자산업(주),김종화,분석,71083570,87.916,88.854,0.58320 (100.5832),9 3,2021/02/01 16:14:18,
81,1098162433,광명정보통신(주),김형준,분석,71086090,87.919,88.857,0.58679 (100.58679),5 3,2021/02/01 14:53:06,
82,4468801407,(주)큐엔큐,정정행,분석,71087852,87.922,88.859,0.58930 (100.5893),5 7,2021/02/01 16:45:36,
83,2068627407,(주)미르에스디아이,김원식,분석,71088975,87.923,88.861,0.59090 (100.5909),7 8,2021/02/03 09:31:36,
84,7508600152,육일전기공사주식회사,공삼례,분석,71093610,87.929,88.867,0.59750 (100.5975),1 7,2021/02/03 17:27:48,
85,1098176150,주식회사 하이큐스,최상호,분석,71094240,87.93,88.867,0.59840 (100.5984),6 2,2021/02/02 14:17:32,
86,1138195331,(주)한남이앤씨,조재령,분석,71095360,87.931,88.869,0.59999 (100.59999),9 3,2021/02/03 21:49:24,
87,1088159691,(주)다우텔레콤,이영순,분석,71095517,87.932,88.869,0.60021 (100.60021),8 15,2021/02/03 17:51:11,
88,1138175034,(주)윈플러스정보기술,정재원,분석,71095638,87.932,88.869,0.60039 (100.60039),3 6,2021/02/03 20:38:15,
89,1208194567,아산정보통신(주),홍수길,분석,71098189,87.935,88.872,0.60402 (100.60402),4 9,2021/02/03 10:06:21,
90,2128196942,동진이앤씨(주),민진식,분석,71098500,87.936,88.873,0.60446 (100.60446),8 15,2021/02/03 09:51:30,
91,1058153698,진우산전(주),정진태,분석,71098733,87.936,88.873,0.60480 (100.6048),12 15,2021/02/02 14:24:18,
92,1078616772,노드링크주식회사,장용철,분석,71102804,87.941,88.878,0.61060 (100.6106),1 8,2021/01/28 11:29:28,
93,1118128082,(주)디투엔지니어링,김낙경,분석,71104280,87.943,88.88,0.61270 (100.6127),2 10,2021/02/04 09:37:46,
94,1088122821,에스엘인포네트웍스 주식회사,이동현,분석,71107858,87.948,88.884,0.61780 (100.6178),5 15,2021/01/31 23:03:16,
95,2068196840,주식회사 혜성이티에스,이상영,분석,71108279,87.948,88.885,0.61840 (100.6184),6 10,2021/02/03 09:00:42,
96,1198609084,주식회사 유니씨엔에스,박경임,분석,71110175,87.951,88.887,0.62110 (100.6211),5 14,2021/02/01 15:10:27,
97,1108190808,노드정보기술(주),정상권,분석,71116280,87.959,88.895,0.62979 (100.62979),7 10,2021/02/04 09:51:24,
98,6058166688,(주)세계아이티씨,김황기,분석,71121890,87.966,88.902,0.63779 (100.63779),7 12,2021/02/03 09:24:36,
99,1018700532,주식회사 우리통신,박현준,분석,71123400,87.968,88.904,0.63994 (100.63994),15 1,2021/01/30 11:52:17,
