,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1078731896,(주)비시텍코리아  [최종낙찰],임헌욱,분석,39402907,87.748,88.986,0.50860 (100.5086),5 15,2024/07/23 17:31:27,
1,2,2128107793,호곡종합건설(주),박성환,분석,39403373,87.749,88.987,0.50980 (100.5098),5 14,2024/07/25 09:18:48,
2,3,1108185552,한양이이씨 주식회사,문주환,분석,39403994,87.751,88.989,0.51140 (100.5114),12 4,2024/07/23 10:19:13,
3,4,1048635917,주식회사 비전에스엔씨,김국배,분석,39404309,87.752,88.989,0.51221 (100.51221),14 15,2024/07/25 10:00:00,
4,5,6318800044,화인씨엔이 주식회사,김영심,분석,39406849,87.758,88.995,0.51874 (100.51874),11 7,2024/07/22 11:13:50,
5,6,3728800295,주식회사 좋은통신,박창우,분석,39407650,87.76,88.997,0.52081 (100.52081),8 9,2024/07/23 10:31:15,
6,7,2078127900,합동전자통신(주),하명용,분석,39408300,87.761,88.998,0.52248 (100.52248),2 1,2024/07/22 16:21:29,
7,8,1198653668,에코아이넷(주),박은희,분석,39409162,87.763,89.0,0.52470 (100.5247),4 9,2024/07/25 09:17:09,
8,9,6378801279,주식회사정암정보통신,조강수,분석,39409550,87.764,89.001,0.52570 (100.5257),1 5,2024/07/25 07:09:02,
9,10,1062873386,이행정보통신공사,오흥식,분석,39409820,87.765,89.002,0.52639 (100.52639),12 2,2024/07/23 19:31:22,
10,11,7338600614,시스테크솔루션 주식회사,최종문,분석,39410000,87.765,89.002,0.52685 (100.52685),9 3,2024/07/22 17:32:50,
11,12,1048159651,(주)성우음향정보통신,송민자,분석,39410059,87.765,89.002,0.52701 (100.52701),4 2,2024/07/23 14:48:29,
12,13,5288601141,주식회사재원정보,천지명,분석,39410094,87.766,89.002,0.52710 (100.5271),3 7,2024/07/23 22:19:24,
13,14,1188109728,득진통신(주),김진섭,분석,39410871,87.767,89.004,0.52910 (100.5291),15 4,2024/07/24 10:28:08,
14,15,2158774105,주식회사 노비텍,이준영,분석,39411800,87.77,89.006,0.53149 (100.53149),10 7,2024/07/23 09:42:59,
15,16,1068602542,주식회사 유셀네트웍스,김구동,분석,39412270,87.771,89.007,0.53270 (100.5327),8 10,2024/07/24 17:15:40,
16,17,2148180640,(주)남인정보통신,김남호,분석,39412698,87.772,89.008,0.53380 (100.5338),12 14,2024/07/23 11:21:14,
17,18,8228700717,주식회사 해나정보통신,이창현,분석,39414756,87.777,89.013,0.53909 (100.53909),5 11,2024/07/23 12:41:57,
18,19,2098139213,(주)뉴타운전력,박형우,분석,39416427,87.781,89.017,0.54340 (100.5434),2 12,2024/07/22 21:34:00,
19,20,2100412872,유광미디어,김유성,분석,39416443,87.781,89.017,0.54344 (100.54344),5 4,2024/07/25 09:14:27,
