,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2148768992,주식회사 앤샵  [최종낙찰],장진화,분석,498703620,75.0,87.745,88.571,0.16569 (100.16569),4 8,2024/06/24 09:04:03,
1,2,2208602950,(주)세연텔레콤,홍성일,분석,498710000,75.0,87.746,88.572,0.16699 (100.16699),12 10,2024/06/24 09:17:02,
2,3,1358145603,한라인포넷(주),장경민,분석,498715976,75.0,87.747,88.573,0.16820 (100.1682),11 12,2024/06/24 23:49:59,
3,4,2548800191,신용전기통신 주식회사,정지택,분석,498725860,75.0,87.749,88.574,0.17020 (100.1702),6 10,2024/06/21 10:38:01,
4,5,1148680379,주식회사 다경시스템,김대원,분석,498749070,75.0,87.753,88.579,0.17489 (100.17489),2 10,2024/06/21 10:07:28,
5,6,2198111833,주식회사 대영아이오티,전인구,분석,498758959,75.2,87.755,88.58,0.17690 (100.1769),9 4,2024/06/25 08:59:53,
6,7,1108190166,(주)페타네트워크,강인희,분석,498785144,75.2,87.76,88.585,0.18220 (100.1822),2 3,2024/06/24 08:15:53,
7,8,1328800173,난방산업 주식회사,강경옥,분석,498785150,75.2,87.76,88.585,0.18220 (100.1822),15 11,2024/06/24 09:46:55,
8,9,5568600996,주영전자통신 주식회사,임채열,분석,498786132,75.2,87.76,88.585,0.18240 (100.1824),7 3,2024/06/24 08:03:19,
9,10,1178169252,엠에스온(주),이경미,분석,498793542,75.2,87.762,88.587,0.18390 (100.1839),10 6,2024/06/25 09:33:50,
10,11,2048162437,다남전기(주),이병근,분석,498807230,75.2,87.764,88.589,0.18667 (100.18667),2 11,2024/06/21 18:07:33,
11,12,1078619629,염광전기통신(주),최인재,분석,498807376,75.2,87.764,88.589,0.18670 (100.1867),14 9,2024/06/24 14:17:56,
12,13,1054180243,태우산전,강정자,분석,498816770,75.4,87.766,88.591,0.18860 (100.1886),14 3,2024/06/21 11:17:36,
13,14,2068164028,주식회사 이지비앤티,김한복,분석,498830500,75.4,87.768,88.593,0.19138 (100.19138),13 8,2024/06/24 09:40:24,
14,15,2058140076,(주)제일첨단테크,김성수,분석,498836031,75.4,87.77,88.594,0.19250 (100.1925),3 11,2024/06/25 09:48:11,
15,16,1078677070,씨지에스아이티(주),최규식,분석,498840024,75.4,87.77,88.595,0.19330 (100.1933),15 9,2024/06/24 18:46:04,
16,17,1138645971,주식회사 포딕스시스템,정재호,분석,498841058,75.4,87.77,88.595,0.19351 (100.19351),6 3,2024/06/25 09:46:40,
17,18,2158674452,(주)새별네트웍스,현경순,분석,498854590,75.4,87.773,88.597,0.19625 (100.19625),15 13,2024/06/21 17:35:27,
18,18,1198158412,애드넷정보통신(주),박상흥,분석,498854590,75.4,87.773,88.597,0.19625 (100.19625),3 11,2024/06/21 14:27:24,
19,20,1138604679,(주) 투데이게이트,김익훈,분석,498856089,75.4,87.773,88.598,0.19656 (100.19656),4 11,2024/06/21 11:16:38,
20,21,2208143387,(주)글로벌텔레콤,서승현,분석,498871000,75.6,87.776,88.6,0.19957 (100.19957),15 2,2024/06/24 09:39:50,
21,22,2128169519,세진시스콤주식회사,박수환,분석,498895810,75.6,87.781,88.605,0.20459 (100.20459),5 13,2024/06/24 08:31:18,
22,23,1058740405,(주)화성이엔지,김택환,분석,498940869,75.8,87.789,88.613,0.21372 (100.21372),4 10,2024/06/21 16:45:29,
23,24,1138658592,위너시스텍 주식회사,조용걸,분석,498948100,75.8,87.791,88.614,0.21518 (100.21518),13 6,2024/06/24 10:01:31,
24,25,2148823314,화인정보기술주식회사,이명우,분석,498949170,75.8,87.791,88.614,0.21540 (100.2154),6 13,2024/06/24 08:49:42,
25,26,1138663208,주식회사 유영정보통신,박경순,분석,498962000,75.8,87.793,88.616,0.21799 (100.21799),4 15,2024/06/21 14:46:14,
26,27,1138615856,(주)서원티에스,김안수,분석,498963990,75.8,87.794,88.617,0.21840 (100.2184),5 4,2024/06/21 14:37:24,
27,28,2148645634,한국전자금융주식회사,이현석,분석,498966078,75.8,87.794,88.617,0.21882 (100.21882),15 2,2024/06/24 12:55:09,
28,29,1048142446,주식회사 디에스 이앤티,양종만,분석,498968420,75.8,87.794,88.618,0.21929 (100.21929),5 6,2024/06/24 09:59:15,
29,30,1128143733,공간미디어(주),김명숙,분석,498979702,76.0,87.796,88.62,0.22158 (100.22158),1 7,2024/06/25 07:03:32,
30,31,2108157604,주식회사 유니원이엔지,장소영,분석,498986720,76.0,87.798,88.621,0.22300 (100.223),13 4,2024/06/24 10:45:21,
31,32,1148639981,(주)태영에스엔에스,박태건,분석,499008021,76.0,87.802,88.625,0.22731 (100.22731),10 3,2024/06/24 08:12:57,
32,33,2078109289,栗林建設 株式會社,윤석율,분석,499016000,76.0,87.803,88.626,0.22892 (100.22892),5 12,2024/06/25 08:16:14,
33,34,1378608138,주식회사 지엠티일렉트릭,이혜경,분석,499020807,76.0,87.804,88.627,0.22990 (100.2299),5 2,2024/06/24 16:09:04,
34,35,1128701225,주식회사 블루인텔리전스,조축호,분석,499028218,76.2,87.806,88.628,0.23140 (100.2314),9 10,2024/06/24 09:54:14,
35,36,1058167076,(주)포오스,박성규,분석,499029210,76.2,87.806,88.628,0.23160 (100.2316),13 10,2024/06/24 21:37:37,
36,37,1198153493,(주)경성네트웍,편해용,분석,499029452,76.2,87.806,88.628,0.23165 (100.23165),2 8,2024/06/21 13:19:34,
37,38,1078619861,주식회사 하이텍영상,최종만,분석,499031430,76.2,87.806,88.629,0.23205 (100.23205),3 13,2024/06/24 13:24:06,
38,39,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,499051412,76.2,87.81,88.632,0.23609 (100.23609),12 11,2024/06/24 10:36:56,
39,40,2028159713,거산음향통신(주),김기만,분석,499053520,76.2,87.81,88.633,0.23652 (100.23652),7 9,2024/06/21 17:42:28,
40,41,2088100603,(주)전우사,김한재,분석,499058350,76.2,87.811,88.634,0.23749 (100.23749),11 13,2024/06/24 14:14:44,
41,42,2128166939,주식회사 연일전력,최희성,분석,499077622,76.4,87.815,88.637,0.24140 (100.2414),14 10,2024/06/21 16:40:05,
42,43,2138800230,주식회사 성민전기통신,홍종애,분석,499087503,76.4,87.817,88.639,0.24340 (100.2434),14 4,2024/06/24 16:27:21,
43,44,2021067983,엘지전자통신공사,최태익,분석,499099361,76.4,87.819,88.641,0.24580 (100.2458),1 6,2024/06/24 10:10:04,
44,45,2148768177,(주)프라임엔시스템,윤재중,분석,499100349,76.4,87.819,88.641,0.24600 (100.246),15 4,2024/06/25 09:23:41,
45,46,6118700363,주식회사 서경산업,이대규,분석,499106817,76.4,87.82,88.642,0.24730 (100.2473),2 14,2024/06/24 18:27:38,
46,47,2018199051,나루씨앤씨주식회사,이상협,분석,499109242,76.4,87.821,88.643,0.24780 (100.2478),14 10,2024/06/24 09:51:38,
47,48,1048120291,청음통신 주식회사,임광희,분석,499122900,76.4,87.823,88.645,0.25056 (100.25056),12 15,2024/06/25 09:32:49,
48,49,2118899396,주식회사 피에스콤,최정환,분석,499124310,76.4,87.824,88.645,0.25085 (100.25085),9 4,2024/06/24 09:59:40,
49,50,6158139437,이수이 주식회사,권득윤,분석,499135000,76.6,87.826,88.647,0.25301 (100.25301),13 10,2024/06/24 17:13:26,
0,51,1058191993,링크정보통신주식회사,이재호,분석,499135921,76.6,87.826,88.647,0.25320 (100.2532),8 4,2024/06/21 10:04:16,
1,52,2128606988,원강정보통신 주식회사,우강원,분석,499150248,76.6,87.829,88.65,0.25610 (100.2561),6 9,2024/06/24 14:29:23,
2,53,1178108842,풍성건설(주),임명환,분석,499153225,76.6,87.829,88.65,0.25670 (100.2567),1 3,2024/06/25 08:08:58,
3,54,2118645407,흥일정보통신(주),정본영,분석,499154694,76.6,87.829,88.651,0.25700 (100.257),4 10,2024/06/21 10:17:25,
4,55,1208612783,주식회사 나오디지탈,안병우,분석,499155180,76.6,87.829,88.651,0.25709 (100.25709),14 13,2024/06/25 09:39:34,
5,56,1108175433,승림이앤씨(주),박기철,분석,499159140,76.6,87.83,88.651,0.25789 (100.25789),6 14,2024/06/21 14:36:30,
