,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,7098602638,주식회사 시그널아이씨티,강민희,분석,46065400,87.746,88.145,0.32409 (100.32409),,2024/10/21 21:12:15,
1,2,1098154781,(주)공항엔지니어링,이소영,분석,46065400,87.746,88.145,0.32409 (100.32409),,2024/10/22 09:08:32,
2,3,2138176895,주식회사 코젠,윤영근,분석,46065700,87.746,88.146,0.32474 (100.32474),,2024/10/18 10:03:38,
3,4,5298103040,주식회사 명성이앤티,박명훈,분석,46065907,87.746,88.146,0.32519 (100.32519),,2024/10/18 08:23:12,
4,5,1101185132,메이폴정보통신,박용진,분석,46065954,87.747,88.146,0.32530 (100.3253),,2024/10/17 23:27:09,
5,6,2748800123,중앙씨앤티 주식회사,윤영진,분석,46067415,87.749,88.149,0.32848 (100.32848),,2024/10/22 09:14:35,
6,7,2024700576,성온엘,이미경,분석,46067420,87.749,88.149,0.32849 (100.32849),,2024/10/21 09:33:55,
7,8,1058153698,진우에이티에스 주식회사,정진태,분석,46067422,87.749,88.149,0.32850 (100.3285),,2024/10/18 18:07:02,
8,9,2158603049,유니넷텍(주),김한호,분석,46069120,87.753,88.152,0.33220 (100.3322),,2024/10/21 08:35:31,
9,10,4098163161,(주)동우커뮤니케이션,송준성,분석,46070750,87.756,88.155,0.33576 (100.33576),,2024/10/15 14:52:41,
10,11,1078763383,주식회사 아이티블럭,배경원,분석,46071457,87.757,88.157,0.33730 (100.3373),,2024/10/17 16:07:52,
11,12,1058130768,세원전설 주식회사,최영래,분석,46072325,87.759,88.158,0.33919 (100.33919),,2024/10/18 16:23:20,
12,13,1298162820,주식회사 다람정보,장명호,분석,46074117,87.762,88.162,0.34310 (100.3431),,2024/10/21 10:52:47,
13,14,1054180243,태우산전,강정자,분석,46074340,87.763,88.162,0.34358 (100.34358),,2024/10/18 11:42:41,
14,15,1198137042,(주)진명연합전설,엄재준,분석,46075580,87.765,88.165,0.34629 (100.34629),,2024/10/21 09:27:10,
15,16,1108604272,소리콤 주식회사,정재홍,분석,46075960,87.766,88.165,0.34712 (100.34712),,2024/10/22 01:46:21,
16,17,8018600805,세인트로그 주식회사,김세연,분석,46076508,87.767,88.166,0.34831 (100.34831),,2024/10/17 10:30:50,
17,18,3798700760,로안테크(주),장승현,분석,46081260,87.776,88.175,0.35868 (100.35868),,2024/10/21 10:45:11,
18,19,1068682075,주식회사 세이프원,이명근,분석,46081320,87.776,88.176,0.35881 (100.35881),,2024/10/17 15:12:18,
