,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1098153822,서울텔엔지니어링(주)  [최종낙찰],정영철,분석,67875850,87.746,88.444,-0.04651 (99.95349),12 9,2024/11/25 08:57:09,
1,2,1058740405,(주)화성이엔지,김택환,분석,67877067,87.748,88.446,-0.04470 (99.9553),5 12,2024/11/22 16:12:13,
2,3,2948601665,누리종합전기 주식회사,천금진,분석,67877740,87.749,88.446,-0.04370 (99.9563),8 2,2024/11/25 10:40:05,
3,4,1198121822,유경제어 주식회사,최종범,분석,67878000,87.749,88.447,-0.04332 (99.95668),8 5,2024/11/25 09:26:34,
4,5,4908801461,주식회사 긱스퍼,이정아,분석,67878009,87.749,88.447,-0.04330 (99.9567),8 10,2024/11/25 16:46:20,
5,6,1138148366,주식회사 레이어스,조인선,분석,67878077,87.749,88.447,-0.04320 (99.9568),5 14,2024/11/25 11:57:24,
6,7,2148180640,(주)남인정보통신,김남호,분석,67879558,87.751,88.449,-0.04100 (99.959),6 14,2024/11/22 11:01:37,
7,8,1138163218,(주)신성하이텍,성성모,분석,67880160,87.752,88.45,-0.04011 (99.95989),15 3,2024/11/22 15:23:59,
8,9,1208723502,인터트레이드앤테크놀로지스코리아(주),강홍석,분석,67882300,87.755,88.452,-0.03693 (99.96307),3 8,2024/11/25 10:03:05,
9,10,1198118405,우광기전(주),이기진,분석,67885020,87.759,88.456,-0.03289 (99.96711),9 3,2024/11/25 16:13:46,
10,11,1198633283,주식회사 지컴네트웍스,이광림,분석,67891343,87.768,88.464,-0.02350 (99.9765),11 4,2024/11/22 16:17:55,
11,12,2208895263,주식회사 필립이엔씨,임혜란,분석,67891477,87.768,88.464,-0.02330 (99.9767),15 12,2024/11/25 16:45:09,
12,13,1288154026,(주)니트로시스템,정인교,분석,67892490,87.769,88.466,-0.02180 (99.9782),6 15,2024/11/25 15:12:58,
13,14,2150786744,영진전기통신공사,정재인,분석,67897402,87.776,88.472,-0.01451 (99.98549),3 13,2024/11/23 14:01:11,
14,15,1380715369,영인 아이티 기술사 사무소,함영만,분석,67898740,87.778,88.474,-0.01252 (99.98748),4 3,2024/11/22 10:07:14,
15,16,1058777047,(주)텔레큐브,정영신,분석,67899400,87.779,88.475,-0.01154 (99.98846),8 7,2024/11/22 16:17:02,
16,17,8978600790,로봇앤컴 주식회사,이경일,분석,67900260,87.78,88.476,-0.01026 (99.98974),14 15,2024/11/25 13:14:14,
17,18,2158607273,(주)미주전통,장원식,분석,67900837,87.781,88.477,-0.00940 (99.9906),2 12,2024/11/24 19:32:54,
18,19,1018126108,(주)일능,심금자,분석,67902990,87.784,88.479,-0.00621 (99.99379),4 6,2024/11/25 09:14:08,
19,20,2108124739,(주)한성기술개발,서창식,분석,67903598,87.785,88.48,-0.00530 (99.9947),10 1,2024/11/25 02:02:56,
20,21,2128142640,팍스코이앤아이(주),송기민,분석,67907000,87.789,88.485,-0.00025 (99.99975),8 15,2024/11/25 17:31:58,
21,22,1198601520,주식회사 에스에이치아이앤씨,장덕진,분석,67907160,87.79,88.485,-0.00001 (99.99999),9 3,2024/11/25 14:32:02,
22,23,1198178757,주식회사우신아이앤씨,이화세,분석,67908110,87.791,88.486,0.00140 (100.0014),4 2,2024/11/25 17:05:00,
23,24,1098150581,주식회사 우진파워텍,한용일,분석,67913090,87.798,88.493,0.00879 (100.00879),7 11,2024/11/25 09:37:21,
24,25,8348600218,주식회사 코리아통신,박정현,분석,67914035,87.799,88.494,0.01020 (100.0102),3 13,2024/11/24 21:09:55,
25,26,1118124994,오리엔트주식회사,이경호,분석,67914655,87.8,88.495,0.01112 (100.01112),12 5,2024/11/22 10:36:16,
26,27,1288141176,주식회사 와이씨스템,장영찬,분석,67915517,87.801,88.496,0.01240 (100.0124),1 12,2024/11/25 09:18:50,
27,28,1068178902,주식회사 티에스아이티,박용수,분석,67917004,87.803,88.498,0.01460 (100.0146),15 8,2024/11/25 15:36:10,
28,29,7688802698,주식회사 티앤씨넷코리아,신동준,분석,67922377,87.811,88.505,0.02258 (100.02258),11 7,2024/11/22 11:25:40,
29,30,1018605466,금부통신 주식회사,정재학,분석,67927890,87.818,88.512,0.03077 (100.03077),3 6,2024/11/25 16:27:18,
30,31,1058773833,시큐솔루션 주식회사,남병창,분석,67928800,87.82,88.513,0.03212 (100.03212),5 1,2024/11/25 13:48:58,
31,32,4468801407,(주)큐엔큐,장나미,분석,67928850,87.82,88.513,0.03220 (100.0322),12 10,2024/11/22 11:23:31,
32,33,2118668579,(주)아이정보기술,이훈희,분석,67929525,87.821,88.514,0.03320 (100.0332),9 13,2024/11/25 08:07:58,
33,34,1088178096,에이치티액세스 주식회사,김정호,분석,67929890,87.821,88.514,0.03374 (100.03374),12 5,2024/11/25 09:48:52,
34,35,1198158412,애드넷정보통신(주),박상흥,분석,67930100,87.822,88.515,0.03405 (100.03405),13 2,2024/11/22 14:23:59,
35,36,1138636865,주식회사 정원시큐,염승호,분석,67930968,87.823,88.516,0.03534 (100.03534),6 4,2024/11/25 16:44:08,
36,37,1188109975,(주)부광네트워크,박경진,분석,67932400,87.825,88.518,0.03747 (100.03747),8 11,2024/11/25 13:31:33,
37,38,2208869047,양지전기 주식회사,박승연,분석,67932420,87.825,88.518,0.03750 (100.0375),5 8,2024/11/22 16:17:59,
