,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1198191309,용진하이테크에너지 주식회사  [최종낙찰],김진석,분석,85674850,87.745,88.073,0.37390 (100.3739),9 8,2024/08/29 17:14:50,
1,2,8178800099,(주)대성오토텍,신미금,분석,85676380,87.747,88.074,0.37569 (100.37569),14 4,2024/08/29 08:06:09,
2,3,6058603558,주식회사 와이에스제이,나은영,분석,85680300,87.751,88.078,0.38028 (100.38028),14 3,2024/08/29 09:51:40,
3,4,1138640850,주식회사 우솔네트웍스,유상열,분석,85681420,87.752,88.079,0.38159 (100.38159),12 2,2024/08/29 10:43:25,
4,5,1138183325,주식회사금강전력,오영선,분석,85681800,87.752,88.08,0.38204 (100.38204),11 14,2024/08/28 11:55:30,
5,6,2148705513,주식회사 케이이에스 전기공사,강성진,분석,85682872,87.753,88.081,0.38329 (100.38329),8 4,2024/08/29 08:52:22,
6,7,5138100034,주식회사 엠젠솔루션,조상환,분석,85683000,87.754,88.081,0.38344 (100.38344),3 6,2024/08/29 10:10:35,
7,8,4098163161,(주)동우커뮤니케이션,송준성,분석,85684820,87.755,88.083,0.38558 (100.38558),9 12,2024/08/28 11:38:58,
8,9,2158607273,(주)미주전통,장원식,분석,85684920,87.756,88.083,0.38569 (100.38569),4 12,2024/08/28 18:42:19,
9,10,1088604075,청목이앤아이 주식회사,김희경,분석,85685777,87.756,88.084,0.38670 (100.3867),11 6,2024/08/29 15:47:41,
10,11,2148134127,(주)대경텔레콤,오병도,분석,85686290,87.757,88.084,0.38730 (100.3873),7 8,2024/08/29 09:18:29,
11,12,1088124659,(주)비젼텔레콤,김진수,분석,85687567,87.758,88.086,0.38880 (100.3888),6 14,2024/08/28 17:16:48,
12,13,2128196942,동진이앤씨(주),민진식,분석,85689309,87.76,88.087,0.39084 (100.39084),1 13,2024/08/29 17:11:55,
13,14,1058606899,이화티티씨(주),이선정,분석,85689662,87.76,88.088,0.39125 (100.39125),7 9,2024/08/29 09:56:37,
14,15,2048189682,세왕전력(주),안성호,분석,85689872,87.761,88.088,0.39150 (100.3915),12 6,2024/08/30 09:30:58,
15,16,1078746443,(주)라인테크놀로지,유현식,분석,85691000,87.762,88.089,0.39282 (100.39282),1 14,2024/08/29 16:09:53,
16,17,1378608138,주식회사 지엠티일렉트릭,이혜경,분석,85693099,87.764,88.091,0.39528 (100.39528),5 13,2024/08/27 15:33:35,
17,18,1058744982,주식회사 비에이치에스,최은선,분석,85693450,87.764,88.092,0.39569 (100.39569),9 8,2024/08/27 16:17:07,
18,19,2118691240,거성일렉콤(주),박성래,분석,85694149,87.765,88.092,0.39651 (100.39651),12 9,2024/08/26 16:02:11,
19,20,2128155922,(주)티에스엠이앤씨,박원택,분석,85694800,87.766,88.093,0.39727 (100.39727),3 11,2024/08/28 14:41:25,
20,21,1058110006,삼성전기산업 주식회사,박소연,분석,85695700,87.767,88.094,0.39832 (100.39832),5 13,2024/08/29 17:00:51,
21,22,3188601020,주식회사 프레이,조성준,분석,85695745,87.767,88.094,0.39838 (100.39838),11 10,2024/08/30 09:35:31,
22,23,2158601380,세계정보시스템(주),한인창,분석,85696378,87.767,88.095,0.39912 (100.39912),15 13,2024/08/29 09:25:13,
23,24,1198637085,(주) 하이네트워크,이준수,분석,85698600,87.77,88.097,0.40172 (100.40172),6 1,2024/08/29 09:15:23,
24,25,7048701285,주식회사 하랑에스아이,김호중,분석,85699520,87.771,88.098,0.40280 (100.4028),7 11,2024/08/29 14:05:35,
25,26,2138627690,(주)이스텍,황복영,분석,85700110,87.771,88.099,0.40349 (100.40349),10 14,2024/08/30 09:06:17,
26,27,2048641403,주식회사 에스디에스테크놀로지,임대성,분석,85701564,87.773,88.1,0.40519 (100.40519),13 10,2024/08/29 08:15:51,
27,28,2158751757,주식회사 광림엔지니어링,이장원,분석,85701900,87.773,88.1,0.40559 (100.40559),7 15,2024/08/29 15:16:47,
28,29,1198647905,주식회사 리안시스템,원미리,분석,85703780,87.775,88.102,0.40779 (100.40779),10 6,2024/08/29 10:51:41,
29,30,7598100611,에스트랜스포트 주식회사,최제이미장국,분석,85705300,87.776,88.104,0.40957 (100.40957),6 9,2024/08/28 10:40:50,
30,31,1048157783,(주)서울정보컴,고응준,분석,85708050,87.779,88.107,0.41279 (100.41279),7 12,2024/08/27 15:03:01,
31,32,1148611926,(주)동진이앤티,김미화,분석,85708650,87.78,88.107,0.41350 (100.4135),15 13,2024/08/28 13:38:44,
32,33,1168175601,한빛인프라소닉(주),이한철,분석,85709760,87.781,88.108,0.41480 (100.4148),3 6,2024/08/29 17:20:10,
33,34,1198618088,주식회사 하이넷 네트웍스,김동순,분석,85710520,87.782,88.109,0.41569 (100.41569),12 6,2024/08/28 08:23:29,
34,35,4568800195,주식회사 동부코리아통신,윤미옥,분석,85711894,87.783,88.111,0.41730 (100.4173),12 7,2024/08/30 09:00:50,
35,36,1188120761,(주)동화이엔씨,이재원,분석,85712320,87.784,88.111,0.41780 (100.4178),4 3,2024/08/28 14:06:16,
36,37,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,85713350,87.785,88.112,0.41900 (100.419),9 1,2024/08/28 16:13:22,
37,38,1138175034,(주)윈플러스정보기술,정재원,분석,85713550,87.785,88.112,0.41924 (100.41924),11 13,2024/08/29 17:38:28,
38,39,1198153493,(주)경성네트웍,편해용,분석,85716590,87.788,88.115,0.42280 (100.4228),10 2,2024/08/27 14:56:33,
39,40,1288141176,주식회사 와이씨스템,장영찬,분석,85717271,87.789,88.116,0.42360 (100.4236),15 4,2024/08/30 08:58:49,
40,41,1058199938,삼호전자통신(주),이경희,분석,85717870,87.789,88.117,0.42430 (100.4243),15 9,2024/08/29 09:30:52,
41,42,2158735193,주식회사 시너젠,윤금란,분석,85720100,87.792,88.119,0.42691 (100.42691),14 15,2024/08/29 09:33:11,
42,43,1198637557,주식회사제이케이데이터시스템즈,윤재근,분석,85721000,87.793,88.12,0.42796 (100.42796),7 8,2024/08/29 16:52:21,
43,44,2188102928,한광전기공업 주식회사,유기현,분석,85722200,87.794,88.121,0.42937 (100.42937),13 15,2024/08/28 10:16:08,
44,45,8608100283,주식회사 테크인스,전재현,분석,85723240,87.795,88.122,0.43059 (100.43059),9 15,2024/08/27 11:02:47,
45,46,2108139396,아이포콤주식회사,김영철,분석,85724800,87.796,88.124,0.43242 (100.43242),12 1,2024/08/29 08:03:06,
46,47,2118716350,(주)비엔인더스트리,이재혁,분석,85725120,87.797,88.124,0.43279 (100.43279),2 6,2024/08/27 16:19:23,
