,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,6448700081,알바이오텍 주식회사  [최종낙찰],김영국,분석,24950160,87.747,88.766,0.16377 (100.16377),7 14,2024/07/12 14:27:57,
1,2,2148738256,주식회사 화승이엔아이,장진숙,분석,24950167,87.747,88.766,0.16380 (100.1638),14 7,2024/07/12 09:14:59,
2,3,1358141155,(주)이지텔레콤,이찬주,분석,24950170,87.747,88.766,0.16381 (100.16381),6 9,2024/07/15 09:07:34,
3,4,1148194451,신화소방(주),정영옥,분석,24950241,87.747,88.766,0.16410 (100.1641),2 1,2024/07/11 09:02:48,
4,5,1178169252,엠에스온(주),이경미,분석,24950438,87.748,88.767,0.16490 (100.1649),1 3,2024/07/15 09:59:44,
5,6,1198646212,주식회사 에프에스네트웍스,이화수,분석,24950640,87.749,88.768,0.16571 (100.16571),9 15,2024/07/12 08:45:38,
6,7,1278622735,주식회사 담소리,이동건,분석,24951560,87.753,88.771,0.16944 (100.16944),10 4,2024/07/15 09:37:15,
7,8,1198158412,애드넷정보통신(주),박상흥,분석,24952080,87.755,88.773,0.17155 (100.17155),11 2,2024/07/15 09:57:04,
8,9,1058640131,우진이앤씨 주식회사(Woo Jin E&C),조성인,분석,24952310,87.755,88.773,0.17249 (100.17249),15 2,2024/07/14 07:37:16,
9,10,1448134207,(주)에스오투,오미현,분석,24952650,87.757,88.775,0.17386 (100.17386),10 2,2024/07/11 11:03:18,
10,11,1350665674,대륭이엔지,홍한기,분석,24952750,87.757,88.775,0.17427 (100.17427),10 1,2024/07/10 10:04:58,
11,12,1108175622,동해아이앤티(주),이기봉,분석,24952800,87.757,88.775,0.17447 (100.17447),14 2,2024/07/11 14:13:30,
12,13,1178175429,주식회사 아이씨스템,서현권,분석,24953080,87.758,88.776,0.17561 (100.17561),1 3,2024/07/12 11:34:51,
13,14,7838702220,주식회사 가엘비젼,윤봉숙,분석,24953100,87.758,88.776,0.17569 (100.17569),14 6,2024/07/11 19:23:51,
14,15,1278195155,주식회사 대흥디씨티,박준석,분석,24953370,87.759,88.777,0.17678 (100.17678),13 9,2024/07/12 16:04:53,
15,16,1358143584,주식회사 해비치이앤티,김정현,분석,24953490,87.76,88.778,0.17727 (100.17727),5 8,2024/07/11 14:38:34,
16,17,1078155407,(주)윤익계전,안용준,분석,24953670,87.761,88.778,0.17800 (100.178),14 15,2024/07/10 16:10:24,
17,18,7888800054,주식회사 동서티앤씨,주영미,분석,24953720,87.761,88.778,0.17820 (100.1782),11 12,2024/07/11 13:06:38,
18,19,1283901651,한수전기통신공사,김한중,분석,24953743,87.761,88.779,0.17830 (100.1783),12 8,2024/07/12 15:39:29,
19,20,5568600846,주식회사 아이콘정보통신,박종일,분석,24954000,87.762,88.779,0.17934 (100.17934),14 9,2024/07/12 16:05:50,
