순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2018176136,(주)휴넷시스템  [최종낙찰],김초영,분석,56009739,87.747,88.294,0.16870 (100.1687),1 9,2021/07/26 16:12:49,
2,8958700597,주식회사 아이티앤에스,김세영,분석,56011297,87.75,88.296,0.17150 (100.1715),9 8,2021/07/25 14:29:55,
3,1148726111,티비엠테크주식회사,김치연,분석,56011700,87.751,88.297,0.17222 (100.17222),10 8,2021/07/26 20:33:01,
4,1068648117,주식회사 티원엘에스,김영규,분석,56016028,87.758,88.303,0.18000 (100.18),5 13,2021/07/23 18:45:58,
5,1088167041,(주)가디엘,최혜심,분석,56016697,87.759,88.305,0.18120 (100.1812),13 6,2021/07/26 16:45:34,
6,1208612783,주식회사 나오디지탈,안병우,분석,56017308,87.76,88.306,0.18230 (100.1823),2 8,2021/07/26 09:04:10,
7,1208147588,서현정보통신(주),배상만,분석,56017365,87.76,88.306,0.18240 (100.1824),3 10,2021/07/26 10:16:40,
8,1088154468,(주)이젠정보통신,이동필,분석,56017980,87.761,88.307,0.18350 (100.1835),3 7,2021/07/23 15:15:15,
9,2068625393,주식회사 성림전설,박상동,분석,56018000,87.761,88.307,0.18354 (100.18354),9 15,2021/07/23 10:35:33,
10,2208604531,주식회사 월드린시스템즈,류준열,분석,56018250,87.761,88.307,0.18399 (100.18399),15 6,2021/07/26 10:27:11,
11,2148115227,대상전설(주),김상범,분석,56020125,87.764,88.31,0.18736 (100.18736),9 2,2021/07/26 19:17:36,
12,2068694508,주식회사 웰정보기술,강희춘,분석,56020162,87.764,88.31,0.18742 (100.18742),3 2,2021/07/27 08:51:30,
13,1198125041,옥성정보통신(주),황석,분석,56020700,87.765,88.311,0.18839 (100.18839),10 2,2021/07/26 09:44:59,
14,2128611287,현민전기주식회사,김응민,분석,56020760,87.765,88.311,0.18850 (100.1885),7 4,2021/07/26 15:59:58,
15,1058191993,링크정보통신주식회사,이재호,분석,56020928,87.766,88.311,0.18880 (100.1888),11 5,2021/07/27 09:26:14,
16,1130259965,LG미래정보통신,황병창,분석,56022590,87.768,88.314,0.19179 (100.19179),11 5,2021/07/27 07:55:54,
17,8208100418,주식회사 드웰링,전정환,분석,56024933,87.772,88.318,0.19599 (100.19599),4 6,2021/07/26 17:27:07,
18,2208615417,마인드원 주식회사,차희원,분석,56024990,87.772,88.318,0.19610 (100.1961),4 7,2021/07/27 09:15:22,
19,1268620466,(주)진원엔지니어링,이규황,분석,56027830,87.777,88.322,0.20120 (100.2012),1 11,2021/07/26 16:05:42,
20,1148608950,(주)알티솔루션,허병회,분석,56028160,87.777,88.323,0.20179 (100.20179),2 1,2021/07/26 09:11:05,
21,1058680303,주식회사 제이엔디케이,이재식,분석,56028900,87.779,88.324,0.20312 (100.20312),9 2,2021/07/26 10:48:18,
22,2068625883,주식회사 누리제어시스템,박상진,분석,56031220,87.782,88.327,0.20729 (100.20729),2 7,2021/07/27 09:29:39,
23,2048170015,(주)하남통신,김종화,분석,56031547,87.783,88.328,0.20788 (100.20788),11 15,2021/07/23 12:59:27,
24,1138658592,위너시스텍 주식회사,조용걸,분석,56032100,87.784,88.329,0.20887 (100.20887),13 4,2021/07/26 14:53:55,
25,1068648591,주식회사 투지시스템,김승택,분석,56032450,87.784,88.329,0.20950 (100.2095),10 2,2021/07/23 11:24:47,
26,1098647062,주식회사 조아정보통신,박민응,분석,56032726,87.785,88.33,0.21000 (100.21),11 5,2021/07/26 09:24:07,
27,2158603049,유니넷텍(주),김한호,분석,56033280,87.786,88.331,0.21099 (100.21099),6 14,2021/07/27 09:11:06,
28,1058686587,(주)참슬테크,김금순,분석,56033720,87.786,88.331,0.21178 (100.21178),14 5,2021/07/26 08:53:05,
29,2048131967,(주)용백전설,곽의영,분석,56034230,87.787,88.332,0.21270 (100.2127),14 6,2021/07/23 10:25:44,
30,2078136563,동하이앤에프(주),전영길,분석,56036511,87.791,88.336,0.21680 (100.2168),12 13,2021/07/26 08:35:46,
31,2298125412,스크린정보통신(주),조승제,분석,56036790,87.791,88.336,0.21730 (100.2173),5 9,2021/07/26 10:47:47,
32,2148724941,한빛시스템주식회사,윤명호,분석,56036960,87.792,88.336,0.21760 (100.2176),5 1,2021/07/27 09:12:43,
33,2148777322,주식회사 보림프러스,김병관,분석,56037069,87.792,88.337,0.21780 (100.2178),9 2,2021/07/26 15:41:34,
34,3188601020,주식회사 프레이,조성준,분석,56037959,87.793,88.338,0.21940 (100.2194),7 1,2021/07/23 11:59:05,
35,1208178820,주식회사 아이티엑스에이아이,박상열,분석,56039290,87.795,88.34,0.22179 (100.22179),7 13,2021/07/26 09:53:00,
36,1178155699,유림씨스템통신(주),권영성,분석,56039851,87.796,88.341,0.22280 (100.2228),4 8,2021/07/27 09:13:14,
37,1018642326,한우이앤에스(주),변준석,분석,56041353,87.799,88.343,0.22549 (100.22549),10 2,2021/07/26 09:22:09,
38,1108170025,(주)원비즈시스템,박의영,분석,56041811,87.8,88.344,0.22632 (100.22632),6 10,2021/07/26 13:07:22,
39,2208727337,주식회사주니파워네트웍스,노병준,분석,56042077,87.8,88.345,0.22679 (100.22679),5 11,2021/07/23 10:01:14,
40,3578800544,디와이아이앤씨주식회사,주인웅,분석,56042350,87.8,88.345,0.22729 (100.22729),1 5,2021/07/26 11:07:24,
41,1138655784,주식회사 유씨큐넷,김경,분석,56043581,87.802,88.347,0.22950 (100.2295),10 13,2021/07/23 18:01:16,
42,2948601665,누리종합전기 주식회사,천금진,분석,56044860,87.804,88.349,0.23179 (100.23179),10 12,2021/07/26 23:50:43,
43,1058649262,주식회사 노하우전기통신,임창배,분석,56045000,87.805,88.349,0.23205 (100.23205),4 13,2021/07/26 14:40:41,
44,1128118909,(주)한일종합산업,박응석,분석,56045250,87.805,88.35,0.23250 (100.2325),10 13,2021/07/26 15:33:52,
45,1018642796,주식회사 나이스포유,조향심,분석,56045420,87.805,88.35,0.23280 (100.2328),2 10,2021/07/23 14:36:15,
46,1208762238,(주)컴스정보기술,김응관,분석,56046252,87.807,88.351,0.23430 (100.2343),11 14,2021/07/23 10:13:47,
47,2048187419,(주)디지털우민,문장석,분석,56046470,87.807,88.351,0.23469 (100.23469),11 15,2021/07/26 13:59:34,
48,1018151776,(주)지디시,김승환,분석,56046690,87.807,88.352,0.23508 (100.23508),6 8,2021/07/23 17:55:06,
49,1198642201,주식회사 한일이앤씨,황유경,분석,56047527,87.809,88.353,0.23659 (100.23659),8 4,2021/07/26 13:18:35,
50,2188114856,서교정보통신(주),김기설,분석,56047920,87.809,88.354,0.23729 (100.23729),6 9,2021/07/24 16:45:34,
51,1428168147,주식회사 다옴건설,이창석,분석,56048300,87.81,88.354,0.23798 (100.23798),6 9,2021/07/26 10:42:56,
52,2148626132,(주)오버넷,신창호,분석,56048757,87.811,88.355,0.23880 (100.2388),10 1,2021/07/27 09:05:31,
53,2178113330,(주)오성에스이엠,오성표,분석,56050426,87.814,88.358,0.24179 (100.24179),13 3,2021/07/23 17:05:53,
53,2188118793,한국영상(주),송화재,분석,56050426,87.814,88.358,0.24179 (100.24179),15 12,2021/07/23 10:01:20,
55,1078662029,주식회사 아이티트레인,주영일,분석,56050530,87.814,88.358,0.24198 (100.24198),1 13,2021/07/23 15:37:39,
56,1098617947,(주)소망아이앤티,서창숙,분석,56050760,87.814,88.358,0.24239 (100.24239),11 8,2021/07/25 13:30:56,
57,2048174554,주식회사 창흥텔레콤,진경미,분석,56051500,87.815,88.359,0.24372 (100.24372),3 5,2021/07/27 07:56:07,
58,1018144159,주식회사 넥선,박민호,분석,56051986,87.816,88.36,0.24460 (100.2446),8 7,2021/07/23 11:14:51,
59,1068801571,원테크놀로지 주식회사,강정수,분석,56052264,87.817,88.361,0.24510 (100.2451),1 13,2021/07/25 20:41:05,
60,2118645407,흥일정보통신(주),정본영,분석,56052541,87.817,88.361,0.24559 (100.24559),11 9,2021/07/26 09:51:45,
61,1198123174,주식회사 도래정보시스템,이은숙,분석,56053100,87.818,88.362,0.24660 (100.2466),2 5,2021/07/23 17:43:43,
62,1068604157,주식회사 넥시스정보,오세후,분석,56053209,87.818,88.362,0.24679 (100.24679),13 12,2021/07/26 07:15:28,
63,3168123644,주식회사 지엔씨원,이미자,분석,56053266,87.818,88.362,0.24690 (100.2469),7 14,2021/07/26 14:08:35,
64,7128701175,주식회사 미미엔지니어링,김진희,분석,56053480,87.819,88.363,0.24728 (100.24728),11 8,2021/07/23 10:45:35,
65,1048142446,주식회사 디에스 이앤티,양종만,분석,56054278,87.82,88.364,0.24871 (100.24871),14 10,2021/07/26 16:48:47,
66,1138618417,(주)씨에스플러스,장준영,분석,56054320,87.82,88.364,0.24879 (100.24879),9 1,2021/07/27 08:45:35,
67,1170233690,화진정보통신,김병철,분석,56054602,87.82,88.364,0.24930 (100.2493),9 11,2021/07/26 12:17:54,
68,1278171963,(주)서광시스템,박영,분석,56054880,87.821,88.365,0.24980 (100.2498),9 1,2021/07/23 17:17:17,
69,2338109798,구스텍 주식회사,고중구,분석,56055990,87.823,88.366,0.25179 (100.25179),1 10,2021/07/26 10:49:59,
70,1198609177,이유솔루션주식회사,장지호,분석,56056105,87.823,88.367,0.25200 (100.252),5 6,2021/07/27 09:52:06,
71,2158693084,주식회사 온파워아이앤티,송종희,분석,56056500,87.823,88.367,0.25271 (100.25271),1 5,2021/07/26 10:01:27,
72,1418147931,주식회사 이리야시스템,허재혁,분석,56056940,87.824,88.368,0.25350 (100.2535),4 9,2021/07/25 21:29:08,
73,2088100603,(주)전우사,김한재,분석,56057300,87.825,88.369,0.25414 (100.25414),12 8,2021/07/26 11:04:43,
74,2068617141,(주)텔코아,황민석,분석,56058720,87.827,88.371,0.25670 (100.2567),12 14,2021/07/23 17:32:59,
75,1198153493,(주)경성네트웍,편해용,분석,56058775,87.827,88.371,0.25679 (100.25679),9 15,2021/07/26 15:09:16,
76,1058814068,주식회사 한강통신건설,최문봉,분석,56059050,87.828,88.371,0.25729 (100.25729),14 13,2021/07/26 12:46:45,
77,1041890207,삼정정보통신,이순봉,분석,56059055,87.828,88.371,0.25730 (100.2573),1 2,2021/07/23 17:46:03,
78,2118698428,테크노빌리지 주식회사,유인목,분석,56059611,87.828,88.372,0.25830 (100.2583),6 10,2021/07/23 13:43:43,
79,2178121937,부광이앤씨 주식회사,정동국,분석,56060613,87.83,88.374,0.26010 (100.2601),11 2,2021/07/23 10:02:41,
80,2100412872,유광미디어,김유성,분석,56061080,87.831,88.375,0.26094 (100.26094),11 2,2021/07/26 09:28:10,
81,2108131394,(주)안나시스템,문병조,분석,56061559,87.832,88.375,0.26180 (100.2618),12 6,2021/07/26 09:18:24,
82,2158607273,(주)미주전통,장원식,분석,56061560,87.832,88.375,0.26180 (100.2618),13 15,2021/07/23 14:10:56,
82,1058221062,사단법인 대한장애인복지협회,박재환,분석,56061560,87.832,88.375,0.26180 (100.2618),12 9,2021/07/26 15:49:39,
84,1018143596,부기테크(주),은철우,분석,56061700,87.832,88.375,0.26205 (100.26205),10 8,2021/07/27 09:18:14,
85,1108177407,시큐에스주식회사,정재량,분석,56062340,87.833,88.376,0.26320 (100.2632),1 8,2021/07/26 05:45:50,
86,2048188475,주식회사 오파스넷,장수현,분석,56062374,87.833,88.377,0.26326 (100.26326),9 7,2021/07/23 10:02:23,
87,2148734721,(주)다모아테크,장용일,분석,56062784,87.834,88.377,0.26400 (100.264),5 15,2021/07/26 10:04:00,
88,2158751757,주식회사 광림엔지니어링,이장원,분석,56063500,87.835,88.378,0.26528 (100.26528),12 14,2021/07/26 16:24:57,
89,2108122823,우영정보통신(주),황인희,분석,56063510,87.835,88.378,0.26530 (100.2653),7 12,2021/07/26 09:00:30,
90,1200295066,비젼텔레콤,임의석,분석,56064341,87.836,88.38,0.26679 (100.26679),9 7,2021/07/27 07:04:02,
91,1048198009,대신네트웍스주식회사,김태응,분석,56064620,87.837,88.38,0.26730 (100.2673),2 7,2021/07/23 13:42:43,
