id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
2,20171234239-00,서울대학교 경영대학 매니지먼트 네트워크 센터(59동) 증축 통신공사 (긴급공고),서울대학교,서울,413570000,414994825.0,+2% ~ -2%,0,86.745,889,기,0.34451,0,2,32,111,236,292,150,48,12,1,0,0,0,2,9,23,45,66,138,98,138,154,91,59,37,11,9,3,0,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,15,16,20,21,27,27,32,76,51,44,33,50,63,73,66,40,46,35,23,26,20,21,9,8,6,4,4,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,3,4,2,2,6,9,7,9,12,8,9,12,13,14,10,17,17,15,25,51,30,21,25,19,16,17,24,26,25,38,25,48,31,35,27,13,30,16,18,17,10,13,10,16,12,8,9,12,8,1,7,1,2,4,3,1,2,2,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
14,20171226761-00,서울대학교 7동 전기실외 30개소 CCTV 및 출입통제설비 구매설치,서울대학교,서울,341534000,339241525.0,+2% ~ -2%,0,87.995,110,물품/기,-0.67123,2,0,4,14,16,53,14,6,1,0,2,0,0,0,0,4,3,11,10,6,27,26,4,10,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,6,5,3,5,4,1,3,10,9,14,10,10,2,2,1,4,5,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,4,2,1,4,2,1,0,5,2,2,1,0,1,2,6,4,5,4,8,6,5,5,5,5,1,1,2,0,0,1,2,2,1,4,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20171226080-00,산본지점 리모델링공사 관급자재(디지털 CCTV) 구매,서울올림픽기념국민체육진흥공단,서울/경기,72107420,72102775.0,+2% ~ -2%,0,87.995,252,물품,-0.00645,1,0,7,31,65,93,39,13,1,0,0,1,0,0,0,7,11,20,27,38,40,53,23,16,10,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,4,7,7,11,8,12,15,18,12,18,14,21,18,22,15,3,10,6,5,4,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,1,3,5,2,2,5,5,6,4,4,6,6,7,8,11,7,7,5,9,9,8,6,8,13,9,9,11,11,8,7,3,0,5,5,3,3,3,2,1,3,2,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,20171227495-00,광진서 구의2치안센터 신축 통신공사,경찰청,서울,25817000,25807875.0,+2% ~ -2%,0,87.745,813,,-0.03535,1,1,27,135,239,256,115,34,3,0,0,1,0,1,8,19,51,84,97,142,140,116,71,44,26,8,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,6,9,7,19,20,32,29,35,28,47,56,66,42,48,62,61,48,37,34,21,26,16,18,11,12,6,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,3,4,5,6,1,7,12,8,12,12,20,16,13,19,16,11,17,17,30,22,34,31,35,22,20,18,30,24,38,30,31,27,21,18,19,19,15,13,8,16,10,8,8,13,5,6,5,7,5,3,3,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,20171222670-00,광명스피돔 및 동대문지점 CCTV설비 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,295180900,294851825.0,+2% ~ -2%,0,87.745,1719,,-0.11149,1,7,74,258,469,532,228,95,18,3,0,1,1,6,22,52,101,157,220,249,271,261,140,88,65,30,12,6,1,2,0,0,0,0,1,0,1,1,1,4,7,7,17,10,33,30,41,52,70,65,74,100,104,97,94,110,103,121,107,91,70,45,48,35,30,32,22,20,12,9,6,6,0,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,2,4,3,3,4,8,9,3,7,14,19,15,15,12,29,30,22,46,24,32,33,35,39,41,59,46,58,46,51,47,47,61,49,44,59,58,63,56,51,50,41,37,33,24,21,25,23,21,14,14,16,14,18,11,11,11,9,6,6,4,5,3,3,3,3,0,0,1,1,2,2,0,0,0,1,0,0,2,0,0,0
40,20171222042-00,산본지점 리모델링 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,156751980,157210550.0,+2% ~ -2%,0,87.745,2029,,0.29254,3,12,109,287,536,667,286,100,12,5,0,3,2,10,30,79,110,177,230,306,343,324,186,100,74,26,8,4,3,2,0,0,0,1,2,0,1,3,2,6,8,15,24,22,40,37,42,51,81,76,85,95,108,121,127,129,139,159,123,117,84,70,62,31,39,34,20,29,6,11,5,3,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,1,3,3,6,2,7,8,7,17,9,13,18,22,16,21,17,25,31,20,43,38,34,42,40,45,41,54,50,58,63,58,73,54,72,57,55,84,75,84,52,71,62,55,50,34,31,39,32,30,21,10,22,17,15,19,9,11,20,9,3,3,8,3,2,3,2,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
59,20171212050-00,송파서 문정지구대 신축 통신공사,경찰청,서울,33396000,33323500.0,+2% ~ -2%,0,87.745,858,,-0.21710,1,6,39,109,246,276,144,28,5,1,0,1,1,5,6,33,51,58,103,143,148,128,88,56,22,6,4,1,0,1,0,0,0,0,1,0,1,0,1,4,2,3,6,13,15,21,19,25,22,22,40,37,51,71,47,56,65,74,38,43,32,37,29,24,22,10,9,4,4,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,2,0,0,3,1,5,9,4,9,6,7,14,10,9,11,14,8,14,11,11,19,21,14,23,26,25,49,22,28,19,26,30,25,40,27,47,19,19,23,20,16,16,19,18,19,10,12,12,14,8,2,8,6,3,3,1,2,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
67,20171123659-00,서울세관 및 별관 망분리 통신공사,서울지방조달청/관세청,서울,232688000,233702575.0,+2% ~ -2%,0,87.745,945,기/협정,0.43602,2,6,36,124,281,293,156,38,3,1,1,1,2,4,9,27,61,63,153,128,155,138,112,44,30,8,2,1,1,0,0,0,1,1,0,0,1,1,1,3,2,4,6,11,13,18,24,27,25,30,51,66,69,43,52,55,65,71,58,44,42,46,33,21,14,17,8,8,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,2,1,3,3,3,5,6,5,8,10,8,12,12,19,8,11,14,15,15,18,33,29,37,36,33,25,18,31,21,21,34,24,41,35,36,33,25,25,19,22,20,22,24,24,9,13,8,6,8,6,11,5,3,5,3,1,0,4,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
68,20171119010-00,통일문화센터 시설공사(통신),서울지방조달청/통일부,서울,483679000,486029750.0,+2% ~ -2%,0,86.745,904,기/협정,0.48601,0,6,31,122,254,276,163,33,8,3,0,0,2,4,8,23,61,61,142,112,139,137,113,50,23,10,6,2,2,1,0,0,0,0,0,0,2,0,1,3,0,2,10,9,10,19,21,30,21,31,41,67,49,48,49,48,57,66,66,39,46,42,37,21,17,15,5,6,3,4,4,0,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,1,1,6,4,5,4,5,5,10,9,9,12,21,9,11,10,19,12,22,19,29,38,34,15,34,14,28,21,15,33,29,28,34,32,35,31,19,20,29,17,23,19,25,12,13,8,11,6,4,11,2,3,3,3,3,0,4,0,3,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
76,20171201516-00,경정장 CCTV시스템 고도화 정보통신공사,서울올림픽기념국민체육진흥공단,서울/경기,438179500,436094900.0,+2% ~ -2%,0,86.745,1938,,-0.47575,2,9,80,351,526,551,270,108,12,10,1,1,3,6,22,58,167,184,263,263,299,252,154,116,75,33,9,3,7,3,1,0,0,1,0,1,1,1,3,3,6,11,13,19,31,59,73,81,66,72,113,92,112,107,102,137,95,118,100,101,73,61,44,50,42,33,33,17,12,13,2,4,3,2,1,4,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,0,3,3,3,4,7,5,8,9,10,16,15,30,29,37,36,35,46,32,34,37,35,58,55,41,51,58,54,58,49,49,53,70,67,47,48,67,51,53,47,59,42,35,38,30,31,20,24,29,21,23,19,22,11,17,16,9,8,7,5,9,4,1,1,1,3,3,0,1,1,1,0,3,1,1,0,2,0,0,2,0,1
