,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1058747280,주식회사 하이디,문이수,분석,696145980,65.0,87.745,88.379,-0.25241 (99.74759),12 7,2024/02/27 09:50:09,
1,2,1068644033,(주)코맥스디에스씨,안병호,분석,696147370,65.0,87.745,88.38,-0.25221 (99.74779),11 3,2024/02/27 09:51:16,
2,3,2068183592,(주)신광티앤이,이일환,분석,696150135,65.0,87.746,88.38,-0.25180 (99.7482),9 15,2024/02/26 10:09:47,
3,4,1198668254,대신인포시스 주식회사,최혜경,분석,696176468,65.0,87.749,88.383,-0.24799 (99.75201),13 15,2024/02/26 16:28:41,
4,5,2148675138,(주)대호아이티에스,임진덕,분석,696181237,65.0,87.75,88.384,-0.24730 (99.7527),13 1,2024/02/28 09:06:19,
5,6,1098603593,주식회사 완일이씨에스,김경창,분석,696194369,65.0,87.752,88.386,-0.24540 (99.7546),12 9,2024/02/28 07:55:22,
6,7,2068617141,(주)텔코아,황민석,분석,696197140,65.0,87.752,88.386,-0.24500 (99.755),9 13,2024/02/27 15:46:44,
7,8,1138607924,두성건설주식회사,안성병,분석,696210260,65.0,87.754,88.388,-0.24311 (99.75689),13 5,2024/02/26 10:06:33,
8,9,3068136157,주식회사 디지컴아이엔씨,윤영세,분석,696213030,65.0,87.754,88.388,-0.24270 (99.7573),1 4,2024/02/27 17:15:04,
9,10,2018603701,소성정보기술 주식회사,김금남,분석,696220044,65.2,87.755,88.389,-0.24169 (99.75831),6 10,2024/02/28 09:00:47,
10,11,2208131391,호진산업기연(주),안형근,분석,696223460,65.2,87.756,88.389,-0.24120 (99.7588),5 14,2024/02/28 09:01:24,
11,12,1258180919,(주)경일전공,정요진,분석,696223673,65.2,87.756,88.389,-0.24116 (99.75884),10 5,2024/02/27 08:02:55,
12,13,1018178116,(주)오경컴텍,김종근,분석,696235150,65.2,87.757,88.391,-0.23950 (99.7605),3 6,2024/02/27 09:06:46,
13,14,2024700576,성온엘,이미경,분석,696244820,65.2,87.759,88.392,-0.23811 (99.76189),10 15,2024/02/27 13:18:56,
14,15,2048137258,대신엔에스(주),정동진,분석,696251730,65.2,87.76,88.393,-0.23711 (99.76289),4 13,2024/02/27 10:14:37,
15,16,1068128718,서광통신 주식회사,최경석,분석,696253807,65.2,87.76,88.393,-0.23680 (99.7632),2 10,2024/02/27 14:10:36,
16,17,2018614794,원진전력(주),이희동,분석,696269630,65.2,87.762,88.395,-0.23452 (99.76548),8 1,2024/02/28 09:40:58,
17,18,1148131820,(주)대한전광,김재을,분석,696269700,65.2,87.762,88.395,-0.23451 (99.76549),8 13,2024/02/26 17:15:24,
18,19,2208895263,주식회사 필립이엔씨,임혜란,분석,696284910,65.2,87.764,88.397,-0.23230 (99.7677),2 5,2024/02/26 13:53:49,
19,20,2038158134,(주)두전네트,손광현,분석,696295967,65.4,87.766,88.399,-0.23070 (99.7693),13 6,2024/02/27 11:14:29,
20,21,1148683959,제이엔에스텍주식회사,안종기,분석,696295970,65.4,87.766,88.399,-0.23070 (99.7693),7 1,2024/02/27 17:37:19,
21,22,1138683368,주식회사 에스엠시스템즈,이승환,분석,696318500,65.4,87.769,88.401,-0.22744 (99.77256),14 6,2024/02/27 16:32:16,
22,23,1018116968,(주)넥슨정보통신,신양인,분석,696318775,65.4,87.769,88.401,-0.22740 (99.7726),15 5,2024/02/27 09:39:07,
23,24,1068150525,주식회사 캐스트윈,김낙희,분석,696321000,65.4,87.769,88.402,-0.22708 (99.77292),10 5,2024/02/27 11:07:26,
24,25,1138604679,(주) 투데이게이트,김익훈,분석,696325065,65.4,87.77,88.402,-0.22649 (99.77351),7 10,2024/02/26 14:01:19,
25,26,1078151890,주식회사유진솔루션,이훈희,분석,696338403,65.4,87.771,88.404,-0.22456 (99.77544),9 10,2024/02/26 14:53:40,
26,27,2398801380,주식회사 플러스파크,이선희,분석,696347111,65.4,87.773,88.405,-0.22330 (99.7767),12 1,2024/02/26 13:27:41,
27,28,1198118405,우광기전(주),이기진,분석,696350600,65.4,87.773,88.405,-0.22280 (99.7772),1 2,2024/02/27 08:55:53,
28,29,1088107572,세빈테크(주),박재영,분석,696363700,65.6,87.775,88.407,-0.22090 (99.7791),12 13,2024/02/27 18:31:21,
29,30,2158674452,(주)새별네트웍스,현경순,분석,696367008,65.6,87.775,88.408,-0.22043 (99.77957),2 4,2024/02/26 15:54:29,
30,31,1078162422,프라미스유 주식회사,박정은,분석,696376830,65.6,87.777,88.409,-0.21901 (99.78099),1 7,2024/02/28 09:17:39,
31,32,2298139274,(주)영풍전력설비,심문수,분석,696392330,65.6,87.779,88.411,-0.21676 (99.78324),5 13,2024/02/27 11:21:17,
32,33,1138163218,(주)신성하이텍,성성모,분석,696392381,65.6,87.779,88.411,-0.21675 (99.78325),1 11,2024/02/27 10:41:56,
33,34,1108155460,주식회사 자유전설,김상중,분석,696394800,65.6,87.779,88.411,-0.21640 (99.7836),4 9,2024/02/27 21:13:32,
34,35,2148792435,주식회사케이이씨디바이스,이종수,분석,696395491,65.6,87.779,88.411,-0.21630 (99.7837),1 4,2024/02/27 14:27:14,
35,36,2018643926,두전네트웍스 주식회사,김병현,분석,696396870,65.6,87.779,88.411,-0.21611 (99.78389),12 15,2024/02/26 13:46:20,
36,37,1068681756,주식회사 융창,이재진,분석,696397900,65.6,87.78,88.411,-0.21596 (99.78404),11 14,2024/02/26 10:02:22,
37,38,1188114764,(주)세빛전자통신,이상호,분석,696413185,65.6,87.782,88.413,-0.21374 (99.78626),14 10,2024/02/26 10:34:54,
38,39,1098655451,주식회사 투비,차인성,분석,696417500,65.6,87.782,88.414,-0.21312 (99.78688),10 8,2024/02/28 09:59:26,
39,40,2198128106,우선이엔씨(주),김광수,분석,696427000,65.6,87.784,88.415,-0.21175 (99.78825),11 8,2024/02/26 16:19:44,
40,41,1138163445,주식회사 삼도통신,이정경,분석,696445200,65.8,87.786,88.417,-0.20911 (99.79089),3 2,2024/02/26 10:34:59,
41,42,1198158412,애드넷정보통신(주),박상흥,분석,696470635,65.8,87.789,88.421,-0.20543 (99.79457),6 7,2024/02/26 12:21:48,
42,43,2068188409,주식회사 넥스파시스템,손주섭,분석,696472209,65.8,87.79,88.421,-0.20520 (99.7948),11 9,2024/02/26 16:26:03,
43,44,1058619564,주식회사 다상테크,김춘기,분석,696481885,65.8,87.791,88.422,-0.20380 (99.7962),12 9,2024/02/26 12:21:04,
44,45,1098155422,창공정보통신 주식회사,김배명,분석,696492200,65.8,87.792,88.423,-0.20231 (99.79769),5 13,2024/02/26 10:03:14,
45,46,2038164674,주식회사 컴버스테크,이돈원,분석,696499100,65.8,87.793,88.424,-0.20131 (99.79869),7 5,2024/02/26 13:23:56,
46,47,1178108842,풍성건설(주),임명환,분석,696525842,66.0,87.797,88.428,-0.19744 (99.80256),11 1,2024/02/27 08:39:07,
47,48,1198629800,주식회사 메카넷,천수연,분석,696527500,66.0,87.797,88.428,-0.19720 (99.8028),1 11,2024/02/26 11:30:59,
48,49,2038164825,(주)스피드정보통신,선의석,분석,696533720,66.0,87.798,88.429,-0.19630 (99.8037),8 13,2024/02/26 10:03:18,
49,50,2068685955,주식회사 스마트웍스,정훈,분석,696544088,66.0,87.8,88.43,-0.19480 (99.8052),14 12,2024/02/27 16:21:09,
0,51,2208100563,경창계전 주식회사,이성욱,분석,696545740,66.0,87.8,88.43,-0.19457 (99.80543),2 6,2024/02/26 13:19:19,
1,52,1198188750,한솔코에버 주식회사,반기동,분석,696560670,66.0,87.802,88.432,-0.19241 (99.80759),13 15,2024/02/28 08:52:00,
2,53,1138621101,(주)아이피로드,강철지,분석,696578644,66.0,87.804,88.434,-0.18981 (99.81019),12 14,2024/02/26 10:40:51,
3,54,1148135087,장한전산(주),이상철,분석,696582030,66.2,87.805,88.435,-0.18932 (99.81068),15 6,2024/02/27 13:38:13,
4,55,1018642326,한우이앤에스(주),변준석,분석,696621496,66.2,87.81,88.44,-0.18360 (99.8164),2 12,2024/02/27 16:22:12,
