,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2068165615,(주)아이커머,조상현,분석,200090172,87.745,88.854,0.32000 (100.32),,2024/06/10 11:35:12,1순위
1,2,2208192516,주식회사 한싹,이주도,분석,200097889,87.749,88.857,0.32390 (100.3239),,2024/06/10 08:23:08,2순위
2,3,2041077930,라인월드정보,박선양,분석,200099064,87.749,88.858,0.32450 (100.3245),,2024/06/07 14:53:53,3순위
3,4,1288154026,(주)니트로시스템,정인교,분석,200099660,87.75,88.858,0.32480 (100.3248),,2024/06/10 10:26:39,4순위
4,5,1208637260,에스피케이인크 주식회사,박성빈,분석,200099716,87.75,88.858,0.32483 (100.32483),,2024/06/11 09:08:16,5순위
5,6,4768602548,주식회사드림전자피에이,박미영,분석,200104992,87.752,88.86,0.32750 (100.3275),,2024/06/10 09:59:28,6순위
6,7,1138189770,인콤아이에스(주),강점식,분석,200109340,87.754,88.862,0.32970 (100.3297),,2024/06/07 11:30:20,7순위
7,8,1188117437,탑인더스트리(주),최정현,분석,200109540,87.754,88.862,0.32980 (100.3298),,2024/06/07 09:17:16,8순위
8,9,2078148017,(주)명신시스템,노근식,분석,200114080,87.756,88.864,0.33209 (100.33209),,2024/06/10 16:45:47,9순위
9,10,2128140491,(주)벧엘정보통신,이효진,분석,200114675,87.757,88.865,0.33240 (100.3324),,2024/06/11 06:39:46,10순위
10,11,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,200114780,87.757,88.865,0.33245 (100.33245),,2024/06/10 07:44:09,11순위
11,12,2148612657,주식회사 와이어블(Wiable Corp.),김문환,분석,200116848,87.758,88.866,0.33350 (100.3335),,2024/06/05 09:59:00,12순위
12,13,1138151895,주식회사 온리정보통신,김서규,분석,200118428,87.759,88.866,0.33430 (100.3343),,2024/06/10 16:18:50,13순위
13,14,1068681756,주식회사 융창,이재진,분석,200120900,87.76,88.867,0.33555 (100.33555),,2024/06/10 14:21:42,14순위
14,15,2188201775,사단법인 장애인동반성장협회 우리사업장,정영석,분석,200125400,87.762,88.869,0.33782 (100.33782),,2024/06/05 15:58:34,15순위
15,16,2098153286,미르네트웍스 주식회사,백태종,분석,200128310,87.763,88.871,0.33930 (100.3393),,2024/06/10 13:52:16,16순위
16,17,1088149704,썬시큐원(주),백석환,분석,200129040,87.764,88.871,0.33967 (100.33967),,2024/06/10 10:03:07,17순위
17,18,2158690656,금성통신건설(주),윤영신,분석,200129390,87.764,88.871,0.33984 (100.33984),,2024/06/10 10:01:36,18순위
18,19,1218140540,영현정보통신(주),김두식,분석,200129763,87.764,88.871,0.34003 (100.34003),,2024/06/10 09:14:52,19순위
19,20,2148860959,(주)가온글로벌,최병억,분석,200130283,87.764,88.872,0.34029 (100.34029),,2024/06/07 09:34:40,20순위
20,21,1178167894,(주)동우이에프씨,이동술,분석,200134433,87.766,88.873,0.34240 (100.3424),,2024/06/10 15:33:24,21순위
21,22,1198684157,(주)이제이정보시스템,정광열,분석,200138582,87.768,88.875,0.34450 (100.3445),,2024/06/10 14:43:24,22순위
22,23,1198137042,(주)진명연합전설,엄재준,분석,200141152,87.769,88.876,0.34580 (100.3458),,2024/06/11 09:38:13,23순위
23,24,1068660843,세중물산 주식회사,김용욱,분석,200146487,87.772,88.879,0.34850 (100.3485),,2024/06/07 10:13:40,24순위
24,25,2088115955,대건통신건설(주),양승범,분석,200148510,87.773,88.88,0.34952 (100.34952),,2024/06/10 10:15:24,25순위
25,26,1078140904,대월기전(주),김승연,분석,200151790,87.774,88.881,0.35118 (100.35118),,2024/06/10 11:32:55,26순위
26,27,6338800846,원흥이엔씨 주식회사,최재혁,분석,200153610,87.775,88.882,0.35210 (100.3521),,2024/06/05 14:16:09,27순위
27,28,1108604272,소리콤 주식회사,정재홍,분석,200159930,87.778,88.885,0.35530 (100.3553),,2024/06/11 01:08:51,28순위
28,29,1138175034,(주)윈플러스정보기술,정재원,분석,200176558,87.786,88.892,0.36371 (100.36371),,2024/06/10 16:51:45,29순위
29,30,2148619102,유석산업(주),최현호,분석,200177942,87.787,88.893,0.36441 (100.36441),,2024/06/10 10:24:52,30순위
30,31,2148673033,대일전기통신(주),김종엽,분석,200180670,87.788,88.894,0.36580 (100.3658),,2024/06/07 09:38:14,31순위
31,32,1138148411,(주)풍천정보네트웍,김학봉,분석,200182450,87.789,88.895,0.36670 (100.3667),,2024/06/10 09:33:31,32순위
32,33,1388113508,(주)이엔티파워,장정수,분석,200187320,87.791,88.897,0.36916 (100.36916),,2024/06/10 15:49:25,33순위
33,34,1198153402,고현건설(주),이화선,분석,200187440,87.791,88.897,0.36922 (100.36922),,2024/06/10 09:27:16,34순위
34,35,1078104441,진화전기(주),문충모,분석,200189956,87.792,88.898,0.37050 (100.3705),,2024/06/10 20:47:34,35순위
35,36,1108127950,서경전기(주),이종환,분석,200191985,87.793,88.899,0.37152 (100.37152),,2024/06/10 10:00:25,36순위
36,37,2188100686,주식회사 윈피앤에스,이문석,분석,200193909,87.794,88.9,0.37250 (100.3725),,2024/06/07 10:12:48,37순위
37,38,2021067983,엘지전자통신공사,최태익,분석,200194303,87.795,88.9,0.37270 (100.3727),,2024/06/07 12:23:21,38순위
38,39,1088124659,(주)비젼텔레콤,김진수,분석,200194501,87.795,88.9,0.37280 (100.3728),,2024/06/06 12:02:14,39순위
39,40,1058773833,시큐솔루션 주식회사,남병창,분석,200197200,87.796,88.901,0.37416 (100.37416),,2024/06/07 09:05:31,40순위
40,41,2068124123,(주)세양텔레콤,김한섭,분석,200200627,87.798,88.903,0.37590 (100.3759),,2024/06/10 09:07:47,41순위
41,42,1068674463,주식회사 리번드,임성일,분석,200202593,87.798,88.904,0.37689 (100.37689),,2024/06/10 09:30:50,42순위
42,43,1068198683,주식회사 포인트정보,강미혜,분석,200202800,87.799,88.904,0.37700 (100.377),,2024/06/10 08:28:05,43순위
43,44,1208817900,주식회사 에이앤티플러스,김은아,분석,200209122,87.802,88.907,0.38019 (100.38019),,2024/06/10 09:13:45,44순위
44,45,2098161262,주식회사 아이에스인텍,황관홍,분석,200211300,87.803,88.908,0.38130 (100.3813),,2024/06/10 11:16:06,45순위
45,46,1198615820,프리커스(주),최훈,분석,200212275,87.803,88.908,0.38179 (100.38179),,2024/06/10 13:11:01,46순위
46,47,5598700333,주식회사 제이투디앤티,김세환,분석,200217421,87.805,88.91,0.38439 (100.38439),,2024/06/10 10:42:13,47순위
47,48,2108108684,주식회사 대금이앤아이,김종우,분석,200217620,87.806,88.91,0.38450 (100.3845),,2024/06/05 14:08:26,48순위
48,49,1138613391,주식회사 지에스씨앤씨,석덕림,분석,200218390,87.806,88.911,0.38489 (100.38489),,2024/06/08 19:53:21,49순위
49,50,8268102035,주식회사 더블유엔에스,박현준,분석,200221000,87.807,88.912,0.38621 (100.38621),,2024/06/05 21:14:51,50순위
0,51,4178802112,주식회사 팬택씨앤아이엔지니어링,신광식,분석,200223750,87.808,88.913,0.38760 (100.3876),,2024/06/07 11:13:05,51순위
1,52,1068619820,주식회사유엔콘트롤,남성모,분석,200225700,87.809,88.914,0.38858 (100.38858),,2024/06/05 13:58:25,52순위
2,53,2208798467,주식회사 태산이에이지,최홍석,분석,200226314,87.81,88.914,0.38890 (100.3889),,2024/06/05 15:10:39,53순위
3,54,1128143733,공간미디어(주),김명숙,분석,200228354,87.811,88.915,0.38993 (100.38993),,2024/06/11 08:10:42,54순위
4,55,1078731896,(주)비시텍코리아,임헌욱,분석,200237970,87.815,88.919,0.39479 (100.39479),,2024/06/10 12:55:28,55순위
5,56,1058153698,진우에이티에스 주식회사,정진태,분석,200240145,87.816,88.92,0.39590 (100.3959),,2024/06/08 22:00:06,56순위
6,57,2078109289,栗林建設 株式會社,윤석율,분석,200242000,87.817,88.921,0.39683 (100.39683),,2024/06/11 09:27:19,57순위
7,58,1078651497,모바일파킹 유한회사,김중근,분석,200247851,87.82,88.924,0.39980 (100.3998),,2024/06/05 15:27:40,58순위
8,59,1198141207,(주)텍센,권유찬,분석,200250200,87.821,88.925,0.40098 (100.40098),,2024/06/11 09:47:10,59순위
9,60,1078825334,스마트네트웍스 주식회사,박정옥,분석,200255030,87.823,88.927,0.40343 (100.40343),,2024/06/07 21:09:13,60순위
10,61,2148625486,(주)유엔네트웍스,최정민,분석,200257582,87.825,88.928,0.40472 (100.40472),,2024/06/10 08:32:44,61순위
11,62,1148608950,주식회사 알티솔루션,이재석,분석,200257630,87.825,88.928,0.40474 (100.40474),,2024/06/07 09:16:15,62순위
12,63,2148705513,주식회사 케이이에스 전기공사,강성진,분석,200262867,87.827,88.931,0.40739 (100.40739),,2024/06/10 07:49:54,63순위
13,64,2038101742,株式會社 革新電工社,오세화,분석,200264940,87.828,88.931,0.40844 (100.40844),,2024/06/10 09:35:04,64순위
