,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1068194348,(주)퓨젼아이앤씨  [최종낙찰],임영출,분석,76588370,87.746,88.808,0.51656 (100.51656),13 3,2024/01/30 08:57:52,
1,2,2158133077,오티씨 주식회사,김희언,분석,76592676,87.751,88.813,0.52225 (100.52225),14 13,2024/01/26 08:25:43,
2,3,2208180951,엘지정보기술(주),엄태원,분석,76593848,87.752,88.814,0.52380 (100.5238),11 9,2024/01/26 14:45:30,
3,4,2068617141,(주)텔코아,황민석,분석,76596580,87.756,88.817,0.52741 (100.52741),10 9,2024/01/29 17:16:10,
4,5,2178121937,부광이앤씨 주식회사,정동국,분석,76597859,87.757,88.819,0.52910 (100.5291),10 6,2024/01/25 10:18:31,
5,6,2048170015,(주)하남통신,김종화,분석,76598138,87.758,88.819,0.52946 (100.52946),5 11,2024/01/29 20:51:21,
6,7,2158690656,금성통신건설(주),윤영신,분석,76598450,87.758,88.82,0.52988 (100.52988),2 11,2024/01/30 09:51:55,
7,8,1068648591,주식회사 투지시스템,김승택,분석,76599900,87.76,88.821,0.53179 (100.53179),11 2,2024/01/29 14:21:50,
8,9,1178152367,(주)브레인컨설팅,박수영,분석,76601869,87.762,88.824,0.53440 (100.5344),13 7,2024/01/26 09:05:05,
9,10,1108127950,서경전기(주),이종환,분석,76602527,87.763,88.824,0.53526 (100.53526),1 3,2024/01/29 08:23:01,
10,11,1018144159,주식회사 넥선,박민호,분석,76603600,87.764,88.826,0.53668 (100.53668),2 5,2024/01/29 15:07:06,
11,12,1058795818,주식회사 티엠미디어,박용호,분석,76604215,87.765,88.826,0.53750 (100.5375),15 2,2024/01/25 15:08:23,
12,13,1178153920,엠에스원디지털 주식회사,엄종만,분석,76604670,87.765,88.827,0.53810 (100.5381),11 10,2024/01/25 16:30:51,
13,14,1108131570,(주)조은시스템,김창윤,분석,76605120,87.766,88.827,0.53869 (100.53869),6 13,2024/01/25 15:30:16,
14,15,1058221062,사단법인 대한장애인복지협회,박재환,분석,76605730,87.767,88.828,0.53950 (100.5395),8 1,2024/01/29 17:05:32,
15,16,2038143631,주식회사 티시스,유태호,분석,76605956,87.767,88.828,0.53980 (100.5398),12 5,2024/01/30 08:26:24,
16,17,1088153848,(주)신지전설,황경옥,분석,76607848,87.769,88.83,0.54230 (100.5423),10 3,2024/01/29 18:28:16,
17,18,2208131391,호진산업기연(주),안형근,분석,76608070,87.77,88.831,0.54259 (100.54259),1 15,2024/01/30 09:26:02,
18,19,2188114856,서교정보통신(주),김기설,분석,76612850,87.775,88.836,0.54891 (100.54891),9 3,2024/01/29 13:21:19,
19,20,2078153558,(주)동광지에스,이덕하,분석,76614600,87.777,88.838,0.55122 (100.55122),1 12,2024/01/29 13:40:56,
20,21,1068642694,우림정보시스템(주),조원희,분석,76615560,87.779,88.839,0.55249 (100.55249),8 4,2024/01/29 09:29:33,
21,22,1138169250,코리아이지텔주식회사,임규학,분석,76617370,87.781,88.842,0.55488 (100.55488),9 14,2024/01/29 11:51:05,
22,23,2048182660,동원오비텍(주),박동을,분석,76617850,87.781,88.842,0.55551 (100.55551),10 7,2024/01/26 13:20:37,
23,24,1058686587,(주)참슬테크,정희연,분석,76622979,87.788,88.848,0.56229 (100.56229),9 14,2024/01/29 08:42:27,
24,25,2208726454,한국랜트로비젼(주),조병진,분석,76629792,87.796,88.856,0.57130 (100.5713),12 7,2024/01/26 09:23:37,
25,26,2148619081,주식회사 유신테크,김용근,분석,76629800,87.796,88.856,0.57131 (100.57131),4 8,2024/01/26 09:30:53,
26,27,2158674452,(주)새별네트웍스,현경순,분석,76630087,87.796,88.856,0.57169 (100.57169),9 12,2024/01/25 21:25:58,
27,28,1138163445,주식회사 삼도통신,이정경,분석,76630200,87.796,88.856,0.57183 (100.57183),7 14,2024/01/25 13:26:46,
28,29,2068666263,세움기술 주식회사,주익중,분석,76630322,87.797,88.857,0.57200 (100.572),9 5,2024/01/29 17:16:19,
29,30,1068644033,(주)코맥스디에스씨,안병호,분석,76630700,87.797,88.857,0.57250 (100.5725),6 12,2024/01/30 09:52:36,
30,31,2128145574,콤시스(주),서경환,분석,76632070,87.799,88.859,0.57431 (100.57431),7 15,2024/01/29 16:22:31,
31,32,1108139892,(주)이화텔레콤,윤영배,분석,76632440,87.799,88.859,0.57480 (100.5748),11 3,2024/01/26 10:22:46,
32,33,1078619861,주식회사 하이텍영상,최종만,분석,76633865,87.801,88.861,0.57668 (100.57668),2 12,2024/01/26 11:50:25,
33,34,2128166939,주식회사 연일전력,최희성,분석,76637737,87.806,88.865,0.58180 (100.5818),13 7,2024/01/26 17:18:37,
34,35,1050296111,중앙전자통신,김용수,분석,76638267,87.806,88.866,0.58250 (100.5825),4 8,2024/01/26 12:40:30,
35,36,1178168836,(주)유한이엔씨,신정식,분석,76638660,87.807,88.866,0.58301 (100.58301),15 3,2024/01/30 09:07:30,
36,37,2158768281,태일정보시스템(주),이미자,분석,76639780,87.808,88.868,0.58449 (100.58449),9 3,2024/01/29 17:22:45,
37,38,1138613391,주식회사 지에스씨앤씨,석덕림,분석,76640070,87.808,88.868,0.58488 (100.58488),3 7,2024/01/27 22:41:12,
38,39,2018176136,(주)휴넷시스템,김초영,분석,76645834,87.815,88.875,0.59250 (100.5925),5 3,2024/01/29 09:19:14,
39,40,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,76645900,87.815,88.875,0.59258 (100.59258),10 5,2024/01/26 14:54:31,
40,41,2108131394,(주)안나시스템,문병조,분석,76652493,87.823,88.882,0.60130 (100.6013),14 4,2024/01/29 17:24:07,
41,42,1068669669,(주)일광통신,이병일,분석,76653600,87.825,88.884,0.60276 (100.60276),2 4,2024/01/26 18:07:00,
42,43,1058601287,(주)성산정보시스템,김기주,분석,76662407,87.836,88.894,0.61440 (100.6144),4 6,2024/01/29 14:28:27,
43,44,2148625486,(주)유엔네트웍스,최정민,분석,76662645,87.836,88.894,0.61471 (100.61471),2 10,2024/01/26 17:29:27,
