,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,2098134713,키엔컴 주식회사,김성수,분석,268495321,87.746,88.315,-0.24860 (99.7514),,2024/12/09 09:04:18,1순위
1,2,1268620622,(주)엑스코하이텍,박정현,분석,268497900,87.747,88.316,-0.24764 (99.75236),,2024/12/09 09:08:57,2순위
2,3,1198605337,(주)신한이엔아이,유순자,분석,268497990,87.747,88.316,-0.24760 (99.7524),,2024/12/09 05:18:24,3순위
3,4,2208727579,주식회사 벡트,유창수,분석,268498256,87.747,88.316,-0.24750 (99.7525),,2024/12/10 09:17:23,4순위
4,5,3578702230,(주)신화시큐리티,이규종,분석,268501723,87.748,88.317,-0.24621 (99.75379),,2024/12/06 13:19:32,5순위
5,6,1198647905,주식회사 리안시스템,원미리,분석,268505720,87.75,88.318,-0.24471 (99.75529),,2024/12/05 15:58:57,6순위
6,7,1138629821,동문이엔티 주식회사,송요일,분석,268520130,87.755,88.323,-0.23930 (99.7607),,2024/12/05 11:23:37,7순위
7,8,2298119166,(주)삼영기업,금동흠,분석,268526260,87.757,88.325,-0.23701 (99.76299),,2024/12/06 08:45:48,8순위
8,9,1138175034,(주)윈플러스정보기술,정재원,분석,268526569,87.757,88.325,-0.23689 (99.76311),,2024/12/09 16:12:59,9순위
9,10,2078141917,합자회사 대성전업상사,권기원,분석,268529750,87.758,88.326,-0.23570 (99.7643),,2024/12/05 17:00:56,10순위
10,11,1108176581,주식회사 비에스텍,윤희주,분석,268536661,87.761,88.328,-0.23311 (99.76689),,2024/12/10 09:16:13,11순위
11,12,1138645971,주식회사 포딕스시스템,정재호,분석,268546507,87.764,88.332,-0.22942 (99.77058),,2024/12/05 17:01:43,12순위
12,13,1088159691,(주)다우텔레콤,이영순,분석,268547070,87.764,88.332,-0.22921 (99.77079),,2024/12/09 19:11:33,13순위
13,14,1088196885,주식회사글로벌정보통신,양진이,분석,268551870,87.766,88.333,-0.22741 (99.77259),,2024/12/06 13:15:35,14순위
14,15,2148105563,(주)인성이엔씨,김규만,분석,268556943,87.768,88.335,-0.22550 (99.7745),,2024/12/05 10:56:44,15순위
15,16,2128604113,주식회사 아리아,장시진,분석,268559880,87.769,88.336,-0.22440 (99.7756),,2024/12/09 09:17:10,16순위
16,17,1198178757,주식회사우신아이앤씨,이화세,분석,268567620,87.771,88.339,-0.22150 (99.7785),,2024/12/09 09:08:37,17순위
17,18,2118814679,주식회사 제이앤지시스템,박장훈,분석,268572680,87.773,88.34,-0.21961 (99.78039),,2024/12/09 09:55:23,18순위
18,19,1088165140,샘코씨앤디 주식회사,김용훈,분석,268580614,87.776,88.343,-0.21663 (99.78337),,2024/12/05 08:47:53,19순위
19,20,1138185890,(주)두손씨에스티,최수경,분석,268581710,87.776,88.343,-0.21622 (99.78378),,2024/12/09 09:12:22,20순위
20,21,7948100026,주식회사 아성엠,전세희,분석,268581760,87.776,88.343,-0.21620 (99.7838),,2024/12/09 12:42:24,21순위
21,22,2158601380,세계정보시스템(주),한인창,분석,268584420,87.777,88.344,-0.21520 (99.7848),,2024/12/09 09:19:24,22순위
22,23,2158727392,매컴정보통신(주),장병호,분석,268585750,87.778,88.345,-0.21471 (99.78529),,2024/12/09 09:16:40,23순위
23,24,1258180919,(주)경일전공,정요진,분석,268590288,87.779,88.346,-0.21300 (99.787),,2024/12/05 15:07:18,24순위
24,25,1098145720,주식회사 영원텔레콤,김재성,분석,268598420,87.782,88.349,-0.20996 (99.79004),,2024/12/09 08:58:31,25순위
25,26,1148600716,유티모스트아이엔에스(주),박흥태,분석,268598820,87.782,88.349,-0.20981 (99.79019),,2024/12/09 10:23:05,26순위
26,27,2118691240,거성일렉콤(주),박성래,분석,268601900,87.784,88.35,-0.20865 (99.79135),,2024/12/06 10:56:22,27순위
27,28,1198629800,주식회사 메카넷,천수연,분석,268608428,87.786,88.352,-0.20620 (99.7938),,2024/12/05 17:15:00,28순위
28,29,2208192516,주식회사 한싹,이주도,분석,268610030,87.786,88.353,-0.20560 (99.7944),,2024/12/06 16:33:33,29순위
29,30,2298139274,(주)영풍전력설비,심문수,분석,268612420,87.787,88.353,-0.20471 (99.79529),,2024/12/06 12:02:07,30순위
30,31,2058140829,원앤원산업개발(주),배애순,분석,268612960,87.787,88.354,-0.20451 (99.79549),,2024/12/05 14:30:06,31순위
31,32,2018643926,두전네트웍스 주식회사,김병현,분석,268620170,87.79,88.356,-0.20180 (99.7982),,2024/12/06 14:44:45,32순위
32,33,5068118803,뉴아이텍(주),오경식,분석,268623366,87.791,88.357,-0.20061 (99.79939),,2024/12/09 12:14:18,33순위
33,34,2118643772,주식회사 세양전기,김형재,분석,268628968,87.793,88.359,-0.19851 (99.80149),,2024/12/05 17:09:04,34순위
34,35,1428168147,주식회사 다옴건설,이창석,분석,268630300,87.794,88.359,-0.19801 (99.80199),,2024/12/09 11:31:04,35순위
35,36,2018176136,(주)휴넷시스템,김초영,분석,268635370,87.795,88.361,-0.19611 (99.80389),,2024/12/06 14:49:16,36순위
36,37,2048644152,신해공영주식회사,이종범,분석,268636900,87.796,88.361,-0.19553 (99.80447),,2024/12/09 14:44:45,37순위
37,38,1208817900,주식회사 에이앤티플러스,김은아,분석,268638838,87.797,88.362,-0.19481 (99.80519),,2024/12/10 09:23:08,38순위
38,39,1138629762,주식회사 이너인포,이정균,분석,268644515,87.799,88.364,-0.19268 (99.80732),,2024/12/06 14:11:38,39순위
39,40,1138679165,주식회사 드림아이시스템,유원준,분석,268645880,87.799,88.364,-0.19217 (99.80783),,2024/12/09 10:10:22,40순위
40,41,1138637772,(주)헤로스테크,박우현,분석,268647100,87.799,88.365,-0.19171 (99.80829),,2024/12/06 16:22:07,41순위
41,42,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,268647910,87.8,88.365,-0.19140 (99.8086),,2024/12/06 07:06:40,42순위
42,43,4978802495,주식회사 에이치엔링크,김남훈,분석,268652176,87.801,88.366,-0.18981 (99.81019),,2024/12/09 16:06:46,43순위
43,44,1048198009,대신네트웍스주식회사,김태응,분석,268653700,87.802,88.367,-0.18923 (99.81077),,2024/12/06 13:03:16,44순위
44,45,1138640864,주식회사 지앤씨씨,정연진,분석,268656980,87.803,88.368,-0.18800 (99.812),,2024/12/06 14:40:44,45순위
45,46,2068682619,주식회사 엠플러스통신,신동수,분석,268658050,87.803,88.368,-0.18760 (99.8124),,2024/12/06 16:05:08,46순위
46,47,2148798098,주식회사 에이스뷰,김종오,분석,268668980,87.807,88.372,-0.18351 (99.81649),,2024/12/06 09:04:58,47순위
47,48,1138141456,(주)나우아이앤씨,안남훈,분석,268673251,87.809,88.373,-0.18190 (99.8181),,2024/12/05 16:52:56,48순위
48,49,1058199938,삼호전자통신(주),이경희,분석,268676720,87.81,88.374,-0.18060 (99.8194),,2024/12/09 09:33:45,49순위
49,50,4028141375,주식회사 이레유비크,박임철,분석,268678853,87.811,88.375,-0.17980 (99.8202),,2024/12/06 10:26:36,50순위
0,51,1188109975,(주)부광네트워크,박경진,분석,268679400,87.811,88.375,-0.17960 (99.8204),,2024/12/09 16:15:10,51순위
1,52,2018603701,소성정보기술 주식회사,김금남,분석,268680598,87.811,88.376,-0.17915 (99.82085),,2024/12/09 09:45:56,52순위
2,53,1058682164,(주)울트라텔레콤,김성철,분석,268683921,87.812,88.377,-0.17791 (99.82209),,2024/12/09 09:33:20,53순위
3,54,1178152009,동아신호 주식회사,최종수,분석,268691700,87.815,88.379,-0.17499 (99.82501),,2024/12/09 17:37:04,54순위
4,55,2148840477,주식회사 알비에스테크,김동헌,분석,268691724,87.815,88.379,-0.17498 (99.82502),,2024/12/10 07:49:55,55순위
5,56,2148710582,모던웨이브(주),원회광,분석,268693791,87.816,88.38,-0.17421 (99.82579),,2024/12/06 09:21:26,56순위
6,57,1078734710,(주)일조이에스,박상권,분석,268695685,87.817,88.381,-0.17350 (99.8265),,2024/12/06 11:18:05,57순위
7,58,1208799720,주식회사 틴들코리아,백성주,분석,268698320,87.818,88.382,-0.17251 (99.82749),,2024/12/09 09:08:13,58순위
8,59,1138169250,코리아이지텔주식회사,임규학,분석,268711400,87.822,88.386,-0.16760 (99.8324),,2024/12/06 16:41:30,59순위
9,60,2208886221,주식회사 지엔아이티,윤상병,분석,268737580,87.831,88.394,-0.15779 (99.84221),,2024/12/06 13:13:18,60순위
10,61,1978600685,주식회사 에스에이텍,남기출,분석,268744000,87.834,88.397,-0.15538 (99.84462),,2024/12/05 16:56:04,61순위
11,62,1018639665,(주)한양인프라넷,김주호,분석,268748740,87.835,88.398,-0.15361 (99.84639),,2024/12/05 17:41:59,62순위
12,63,1178161473,광일이엔씨 주식회사,김현실,분석,268751679,87.836,88.399,-0.15250 (99.8475),,2024/12/10 09:45:58,63순위
13,64,2078127900,합동전자통신(주),하명용,분석,268752790,87.837,88.399,-0.15209 (99.84791),,2024/12/05 16:16:08,64순위
14,65,2208727337,주식회사주니파워네트웍스,노병준,분석,268755950,87.838,88.401,-0.15090 (99.8491),,2024/12/06 10:27:23,65순위
15,66,1188111165,주식회사 세원이엔피디,이왕종,분석,268760748,87.84,88.402,-0.14911 (99.85089),,2024/12/10 09:33:47,66순위
16,67,1118126196,(주)광성통신,김성철,분석,268760821,87.84,88.402,-0.14908 (99.85092),,2024/12/05 13:49:35,67순위
17,68,2208127029,盛寶建設産業 株式會社,피영길,분석,268762620,87.84,88.403,-0.14840 (99.8516),,2024/12/09 15:27:03,68순위
18,69,1058163309,(주)한국에빅스,신지훈,분석,268763470,87.84,88.403,-0.14808 (99.85192),,2024/12/05 14:55:40,69순위
19,70,1078616772,노드링크주식회사,장용철,분석,268763950,87.841,88.403,-0.14790 (99.8521),,2024/12/05 09:21:29,70순위
20,71,1068128718,서광통신 주식회사,최경석,분석,268768218,87.842,88.405,-0.14630 (99.8537),,2024/12/09 17:38:57,71순위
21,72,2048133679,(주)뉴콤,배상열,분석,268769313,87.843,88.405,-0.14589 (99.85411),,2024/12/05 20:05:00,72순위
22,73,2308100158,국제컨트로닉스 주식회사,김경록,분석,268789700,87.85,88.412,-0.13825 (99.86175),,2024/12/08 09:02:00,73순위
23,74,4818802660,이지씨엔티 주식회사,이종기,분석,268794893,87.852,88.413,-0.13631 (99.86369),,2024/12/06 15:36:39,74순위
24,75,1198611222,(주)제이에이티,이세창,분석,268806420,87.856,88.417,-0.13198 (99.86802),,2024/12/06 16:30:23,75순위
25,76,1018154491,엘케이테크넷(주),이만형,분석,268808370,87.856,88.418,-0.13125 (99.86875),,2024/12/05 10:56:51,76순위
26,77,2338109463,주식회사 아이티에스서비스,지영일,분석,268809700,87.857,88.418,-0.13075 (99.86925),,2024/12/06 14:05:26,77순위
27,78,1188117816,(주)영원정보통신,전춘식,분석,268818102,87.86,88.421,-0.12761 (99.87239),,2024/12/06 15:44:12,78순위
28,79,2078152132,(주)홍남테크,김홍길,분석,268818370,87.86,88.421,-0.12750 (99.8725),,2024/12/10 08:26:50,79순위
29,80,8228700717,주식회사 해나정보통신,이창현,분석,268819410,87.86,88.421,-0.12711 (99.87289),,2024/12/06 13:23:06,80순위
30,81,1198611746,(주)지트인,김재환,분석,268819700,87.86,88.422,-0.12701 (99.87299),,2024/12/06 20:20:59,81순위
31,82,1098166803,(주)아이앤씨파트너스,곽준철,분석,268821000,87.861,88.422,-0.12652 (99.87348),,2024/12/05 09:47:55,82순위
32,83,2108131394,(주)안나시스템,문병조,분석,268823900,87.862,88.423,-0.12543 (99.87457),,2024/12/06 16:19:48,83순위
33,84,2148734283,(주)뉴넷정보기술,김종원,분석,268827172,87.863,88.424,-0.12420 (99.8758),,2024/12/09 11:37:33,84순위
34,85,2048189682,세왕전력(주),안성호,분석,268830373,87.864,88.425,-0.12301 (99.87699),,2024/12/09 10:15:59,85순위
35,86,2158199031,한소리이앤씨주식회사,안홍희,분석,268840240,87.868,88.428,-0.11931 (99.88069),,2024/12/09 10:05:49,86순위
36,87,2128145574,콤시스(주),서경환,분석,268858910,87.874,88.434,-0.11231 (99.88769),,2024/12/09 11:43:27,87순위
37,88,1128118909,(주)한일종합산업,박응석,분석,268867190,87.877,88.437,-0.10920 (99.8908),,2024/12/05 13:13:49,88순위
38,89,1198164229,(주) 이준시스템,한상훈,분석,268868500,87.878,88.438,-0.10871 (99.89129),,2024/12/06 17:26:34,89순위
39,90,1068194620,(주)합동전자산업,정호원,분석,268870110,87.878,88.438,-0.10811 (99.89189),,2024/12/05 10:45:30,90순위
40,91,2128140491,(주)벧엘정보통신,이효진,분석,268871570,87.879,88.439,-0.10756 (99.89244),,2024/12/09 09:20:47,91순위
41,92,1198646212,주식회사 에프에스네트웍스,이화수,분석,268871720,87.879,88.439,-0.10751 (99.89249),,2024/12/09 09:19:12,92순위
42,93,4108607408,주식회사 천운정보통신,김복중,분석,268872700,87.879,88.439,-0.10714 (99.89286),,2024/12/06 08:51:57,93순위
