,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1428136631,주식회사 만사시스템  [최종낙찰],조호진,분석,83392010,87.748,88.005,0.29659 (100.29659),15 5,2024/06/12 11:25:36,
1,2,2118199266,주식회사 다래파크텍,진정호,분석,83393099,87.749,88.006,0.29790 (100.2979),6 11,2024/06/14 08:01:44,
2,3,2158674452,(주)새별네트웍스,현경순,분석,83395270,87.751,88.008,0.30051 (100.30051),8 13,2024/06/13 18:02:50,
3,4,1328127945,부민통신 주식회사,박창욱,분석,83395542,87.752,88.008,0.30084 (100.30084),14 4,2024/06/13 13:41:10,
4,5,1138148861,선진인포텍(주),김인구,분석,83396340,87.753,88.009,0.30180 (100.3018),7 9,2024/06/14 09:33:27,
5,6,1098153915,하비넷정보통신(주),이종훈,분석,83396960,87.753,88.01,0.30254 (100.30254),4 2,2024/06/14 07:35:36,
6,7,1088107572,세빈테크(주),박재영,분석,83397063,87.753,88.01,0.30266 (100.30266),5 15,2024/06/14 00:02:40,
7,8,1068606683,로버무트 주식회사,송태하,분석,83397131,87.753,88.01,0.30275 (100.30275),9 12,2024/06/13 15:25:07,
8,9,2078129117,경우전기(주),김한정,분석,83397150,87.753,88.01,0.30277 (100.30277),13 11,2024/06/13 09:04:57,
9,10,1148661445,주식회사 아이티콘,이준형,분석,83397300,87.754,88.01,0.30295 (100.30295),12 15,2024/06/12 10:33:42,
10,11,1198615820,프리커스(주),최훈,분석,83397326,87.754,88.01,0.30298 (100.30298),4 1,2024/06/13 09:44:23,
11,12,1100668347,민성정보통신,김영익,분석,83398000,87.754,88.011,0.30379 (100.30379),5 15,2024/06/13 15:59:43,
12,13,1268159398,주식회사 파이런텍,이병길,분석,83399250,87.756,88.012,0.30529 (100.30529),2 13,2024/06/13 09:37:38,
13,14,1198605337,(주)신한이엔아이,유순자,분석,83399330,87.756,88.012,0.30539 (100.30539),1 13,2024/06/13 06:21:16,
14,15,1108604272,소리콤 주식회사,정재홍,분석,83400420,87.757,88.014,0.30670 (100.3067),14 12,2024/06/13 22:46:41,
15,16,2078155629,씨티아이앤아이(주),김덕제,분석,83401155,87.758,88.014,0.30759 (100.30759),6 12,2024/06/12 11:15:05,
16,17,2118101156,(주)인스틴솔루션,박세준,분석,83402900,87.759,88.016,0.30968 (100.30968),4 14,2024/06/13 16:24:35,
17,18,4468801407,(주)큐엔큐,장나미,분석,83405230,87.762,88.019,0.31249 (100.31249),8 12,2024/06/13 15:08:10,
18,19,1078662029,주식회사 아이티트레인,주영일,분석,83406818,87.764,88.02,0.31440 (100.3144),12 2,2024/06/13 05:43:09,
19,20,1058747280,주식회사 하이디,문이수,분석,83407060,87.764,88.021,0.31469 (100.31469),11 4,2024/06/12 12:59:50,
20,21,1138156089,코아아이앤씨(주),김현모,분석,83409980,87.767,88.024,0.31820 (100.3182),8 13,2024/06/13 17:20:11,
21,22,2140875125,삼화전기정보통신공사,석동욱,분석,83413630,87.771,88.028,0.32259 (100.32259),14 1,2024/06/12 19:32:58,
22,23,1058179892,(주)지에스컴,김형호,분석,83416210,87.773,88.03,0.32569 (100.32569),7 11,2024/06/13 16:50:11,
