순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1378168164,서부네트웍스(주)  [최종낙찰],,분석,3175253230,87.058,87.927,0.1392 (100.1392),15 2,2023/03/13 09:01:25,미심사
2,6058189420,주식회사임택전기통신,,분석,3175269500,87.059,87.927,0.1398 (100.1398),8 3,2023/03/10 13:17:41,미심사
3,2768700874,주식회사 현진전자,,분석,3175322798,87.06,87.928,0.1414 (100.1414),11 7,2023/03/10 12:07:09,미심사
4,1238135136,(주)청남통신,,분석,3175375750,87.062,87.93,0.1431 (100.1431),2 4,2023/03/09 09:27:36,미심사
5,2158171237,(주)모빌텍,,분석,3175458700,87.064,87.932,0.1457 (100.1457),11 12,2023/03/10 17:57:34,미심사
6,2158148186,시스텍전기통신 주식회사,,분석,3175460449,87.064,87.932,0.1458 (100.1458),5 8,2023/03/09 16:20:50,미심사
7,2068157319,주식회사 에스엘정보통신,,분석,3175516238,87.066,87.934,0.1475 (100.1475),3 6,2023/03/10 12:32:28,미심사
8,2838100230,에이치제이정보통신 주식회사,,분석,3175523146,87.066,87.934,0.1478 (100.1478),15 10,2023/03/10 08:31:54,미심사
9,2048651425,주식회사 메이사운드,,분석,3175555000,87.067,87.935,0.1488 (100.1488),11 13,2023/03/09 16:32:27,미심사
10,1068641109,주식회사 피앤지텍,,분석,3175648500,87.07,87.938,0.1517 (100.1517),3 7,2023/03/10 15:06:33,미심사
11,3158800929,에이블이엔씨 주식회사,,분석,3175649980,87.07,87.938,0.1518 (100.1518),4 10,2023/03/13 13:34:35,미심사
12,2158753003,주식회사 이예스피,,분석,3175746710,87.073,87.94,0.1548 (100.1548),9 6,2023/03/10 13:11:18,미심사
13,1188109785,주식회사 안세기술,,분석,3175750200,87.073,87.94,0.1549 (100.1549),1 4,2023/03/10 14:29:56,미심사
14,1228193977,주식회사 에스유테크,,분석,3175802888,87.074,87.942,0.1566 (100.1566),1 9,2023/03/09 17:20:10,미심사
15,2128153400,일렉파워주식회사,,분석,3175819178,87.075,87.942,0.1571 (100.1571),7 12,2023/03/10 17:23:46,미심사
16,1028135124,현대에이치디에스(주),,분석,3175840230,87.075,87.943,0.1578 (100.1578),1 14,2023/03/13 09:01:51,미심사
17,1188111277,주식회사 해창건설,,분석,3175906590,87.077,87.945,0.1598 (100.1598),3 12,2023/03/09 15:13:29,미심사
18,1088179663,주식회사 시큐뱅크,,분석,3175910010,87.077,87.945,0.1600 (100.16),2 11,2023/03/10 09:41:50,미심사
19,2098122745,새결정보통신(주),,분석,3175967063,87.079,87.946,0.1618 (100.1618),14 7,2023/03/10 09:28:43,미심사
20,1198609084,주식회사 유니씨엔에스,,분석,3175976576,87.079,87.947,0.1621 (100.1621),10 2,2023/03/10 10:15:14,미심사
21,2098134713,키엔컴 주식회사,,분석,3176157313,87.085,87.952,0.1678 (100.1678),4 5,2023/03/13 10:24:28,미심사
22,2048133679,(주)뉴콤,,분석,3176173424,87.085,87.952,0.1683 (100.1683),10 1,2023/03/13 11:09:37,미심사
23,2178141893,주식회사대웅텔레콤,,분석,3176185851,87.086,87.952,0.1687 (100.1687),1 3,2023/03/09 16:01:54,미심사
24,6058141805,제일정보통신주식회사,,분석,3176198037,87.086,87.953,0.1690 (100.169),8 7,2023/03/09 09:18:23,미심사
25,2148665907,미래아이티 주식회사,,분석,3176284147,87.088,87.955,0.1718 (100.1718),3 6,2023/03/09 21:32:36,미심사
26,2148645634,한국전자금융주식회사,,분석,3176382443,87.091,87.958,0.1749 (100.1749),2 10,2023/03/09 14:46:54,미심사
27,1058747280,주식회사 하이디,,분석,3176392080,87.092,87.958,0.1752 (100.1752),15 3,2023/03/09 16:02:32,미심사
28,1108153161,(주)나이츠넷,,분석,3176474397,87.094,87.96,0.1778 (100.1778),4 6,2023/03/13 09:12:49,미심사
29,2138633042,바른인포테크(주),,분석,3176477569,87.094,87.96,0.1779 (100.1779),5 15,2023/03/10 09:07:28,미심사
30,2148669048,보라정보통신 주식회사,,분석,3176535450,87.096,87.962,0.1797 (100.1797),9 6,2023/03/09 13:26:04,미심사
31,5488800586,주식회사진도아이비에스,,분석,3176566352,87.097,87.963,0.1807 (100.1807),14 11,2023/03/10 15:17:01,미심사
32,1288154026,(주)니트로시스템,,분석,3176594890,87.098,87.964,0.1816 (100.1816),5 4,2023/03/10 10:37:36,미심사
33,7418801210,주식회사 한국에이브이산업,,분석,3176601231,87.098,87.964,0.1818 (100.1818),5 15,2023/03/10 06:35:49,미심사
34,2368601897,주식회사 대방지,,분석,3176732891,87.102,87.968,0.1859 (100.1859),15 11,2023/03/13 08:21:46,미심사
35,1348629361,주식회사 삼은텔레콤,,분석,3176768740,87.103,87.969,0.1870 (100.187),6 11,2023/03/10 11:30:29,미심사
36,1078675432,(주)비젼엔텍,,분석,3176791481,87.103,87.969,0.1878 (100.1878),4 3,2023/03/13 09:21:32,미심사
37,1328179967,지음이엔아이 주식회사,,분석,3176814390,87.104,87.97,0.1885 (100.1885),12 13,2023/03/13 07:48:10,미심사
38,1138663208,주식회사 유영정보통신,,분석,3176897000,87.106,87.972,0.1911 (100.1911),5 15,2023/03/10 09:43:17,미심사
39,2948601665,누리종합전기 주식회사,,분석,3176918314,87.107,87.973,0.1918 (100.1918),7 11,2023/03/13 10:02:13,미심사
40,2148180640,(주)남인정보통신,,분석,3177045148,87.111,87.976,0.1958 (100.1958),2 10,2023/03/09 10:56:36,미심사
41,1308611501,주식회사 성호넷,,분석,3177076860,87.112,87.977,0.1968 (100.1968),9 3,2023/03/13 09:25:51,미심사
42,2118895916,주식회사 지오통신,,분석,3177108564,87.113,87.978,0.1978 (100.1978),2 1,2023/03/10 16:27:46,미심사
43,1088175857,주식회사 리드앤컴퍼니,,분석,3177188786,87.115,87.98,0.2003 (100.2003),6 7,2023/03/10 09:15:41,미심사
44,2048620126,(주)상부사종합건설,,분석,3177283935,87.118,87.983,0.2033 (100.2033),11 6,2023/03/13 09:55:57,미심사
45,1308634130,주식회사 유앤테크,,분석,3177289422,87.118,87.983,0.2035 (100.2035),15 13,2023/03/13 09:08:25,미심사
46,1188117816,(주)영원정보통신,,분석,3177305228,87.118,87.983,0.2040 (100.204),15 4,2023/03/10 10:28:32,미심사
47,1198123174,주식회사 도래정보시스템,,분석,3177352720,87.12,87.985,0.2055 (100.2055),7 3,2023/03/10 09:31:15,미심사
48,1198165586,제이케이앤티텔레콤(주),,분석,3177363179,87.12,87.985,0.2058 (100.2058),9 2,2023/03/13 09:54:01,미심사
49,4028193494,주식회사 첫눈,,분석,3177387000,87.121,87.986,0.2065 (100.2065),5 12,2023/03/10 13:54:32,미심사
50,1348168919,엠에스텔레콤(주),,분석,3177391277,87.121,87.986,0.2067 (100.2067),2 5,2023/03/12 20:06:47,미심사
51,4108649145,(주)테라이앤씨,,분석,3177400290,87.121,87.986,0.2070 (100.207),6 15,2023/03/10 10:16:42,미심사
52,6148102219,톱텔레콤(주),,분석,3177474740,87.123,87.988,0.2093 (100.2093),10 2,2023/03/13 11:34:32,미심사
53,1108131416,중앙하이텔 주식회사,,분석,3177488220,87.124,87.988,0.2097 (100.2097),8 3,2023/03/10 13:29:11,미심사
54,4118124915,(주)부원정보통신,,분석,3177511569,87.124,87.989,0.2105 (100.2105),15 7,2023/03/12 21:04:32,미심사
55,1208782160,에스엔에스이서비스주식회사,,분석,3177514680,87.124,87.989,0.2106 (100.2106),8 5,2023/03/13 10:51:50,미심사
56,3088117286,제이에스통신건설 주식회사,,분석,3177572160,87.126,87.991,0.2124 (100.2124),8 6,2023/03/09 17:53:37,미심사
57,2158191475,(주)디앤씨코퍼레이션,,분석,3177611666,87.127,87.992,0.2136 (100.2136),5 11,2023/03/13 10:29:13,미심사
58,2208165402,서전엔지니어링(주),,분석,3177622240,87.128,87.992,0.2140 (100.214),14 5,2023/03/10 16:27:30,미심사
59,1068136902,대일전기산업(주),,분석,3177636251,87.128,87.993,0.2144 (100.2144),4 6,2023/03/10 16:00:51,미심사
60,1088167041,(주)가디엘,,분석,3177651000,87.129,87.993,0.2149 (100.2149),6 13,2023/03/10 16:13:25,미심사
61,1268180867,하모니씨앤씨 주식회사,,분석,3177758300,87.132,87.996,0.2182 (100.2182),14 6,2023/03/13 10:13:43,미심사
62,1068611721,우리보안 주식회사,,분석,3177857519,87.135,87.999,0.2214 (100.2214),12 14,2023/03/13 08:17:10,미심사
63,3148138990,주식회사 명품코리아,,분석,3177882990,87.135,87.999,0.2222 (100.2222),12 8,2023/03/09 14:45:39,미심사
64,4488100569,주식회사 엔에스테크,,분석,3177920298,87.136,88.0,0.2233 (100.2233),1 8,2023/03/09 17:10:56,미심사
65,2268104233,(주)유선통신,,분석,3177920739,87.136,88.0,0.2234 (100.2234),2 9,2023/03/10 09:56:57,미심사
66,2058125376,주식회사 명성라이픽스,,분석,3177924260,87.137,88.001,0.2235 (100.2235),5 3,2023/03/13 08:15:09,미심사
67,8708100238,주식회사 씨에스이엔지,,분석,3178050690,87.14,88.004,0.2275 (100.2275),3 11,2023/03/12 13:55:56,미심사
68,2618117745,주식회사 알엔알,,분석,3178059816,87.14,88.004,0.2278 (100.2278),9 5,2023/03/13 10:01:50,미심사
69,1198178757,주식회사우신아이앤씨,,분석,3178310600,87.148,88.011,0.2357 (100.2357),12 10,2023/03/10 17:45:53,미심사
70,1018197466,주식회사콤위즈,,분석,3178334300,87.149,88.012,0.2364 (100.2364),2 12,2023/03/10 14:07:06,미심사
71,2298130972,(주)태주이엔지,,분석,3178380835,87.15,88.013,0.2379 (100.2379),4 9,2023/03/12 18:26:24,미심사
72,1288607270,청운이엔에스주식회사,,분석,3178392753,87.15,88.014,0.2383 (100.2383),1 3,2023/03/09 10:10:34,미심사
73,1318147119,(주)동서전기통신,,분석,3178502221,87.153,88.017,0.2417 (100.2417),8 7,2023/03/13 09:28:15,미심사
74,1358168741,주식회사 엠제이케이,,분석,3178559080,87.155,88.018,0.2435 (100.2435),12 8,2023/03/13 09:17:28,미심사
75,1298689542,주식회사 서율,,분석,3178629324,87.157,88.02,0.2457 (100.2457),4 14,2023/03/09 10:06:44,미심사
76,1388122614,주식회사 맥시오,,분석,3178662670,87.158,88.021,0.2468 (100.2468),3 14,2023/03/10 11:31:04,미심사
77,4758801837,주식회사 다윈산업,,분석,3178674957,87.159,88.021,0.2471 (100.2471),14 5,2023/03/13 12:56:19,미심사
78,6168183687,일송 주식회사,,분석,3178714494,87.16,88.022,0.2484 (100.2484),6 4,2023/03/09 10:27:10,미심사
